publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs
Journal of Medical Economics	1369-6998	1941-837X	1998-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=ijme20		openurl?genre=journal&stitle=ijme20		fulltext			serial										1369-6998	1941-837X	
Journal of Maternal-Fetal and Neonatal Medicine	1476-7058	1476-4954	2002-06-01	12	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=ijmf20		openurl?genre=journal&stitle=ijmf20		fulltext	Merger of: The Journal of Maternal-Fetal medicine and Prenatal and Neonatal Medicine		serial										1476-7058	1476-4954	
Journal of Mental Health	0963-8237	1360-0567	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ijmh20		openurl?genre=journal&stitle=ijmh20		fulltext			serial										0963-8237	1360-0567	
Journal of Medical Engineering & Technology	0309-1902	1464-522X	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ijmt20		openurl?genre=journal&stitle=ijmt20		fulltext			serial										0309-1902	1464-522X	
Journal of Nutritional and Environmental Medicine	1359-0847	1364-6907	1995-01-01	5	1	2008-12-31	17	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ijne20		openurl?genre=journal&stitle=ijne20		fulltext	Ceased: 2008. Previously: Journal of Nutritional Medicine (1990-1994)		serial										1359-0847	1364-6907	
Journal of NeuroVirology	1355-0284	1538-2443	1995-01-01	1	1	2010-12-31	16	6	http://www.tandfonline.com/openurl?genre=journal&stitle=ijnv20		openurl?genre=journal&stitle=ijnv20		fulltext	transfer out (2010): Springer		serial										1355-0284	1538-2443	
Journal of Organ Dysfunction	1747-1060	1747-1079	2005-01-01	1	1	2009-12-31	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ijod20		openurl?genre=journal&stitle=ijod20		fulltext	Ceased: 2009		serial										1747-1060	1747-1079	
Journal of Obstetrics & Gynaecology	0144-3615	1364-6893	1980-01-01						http://www.tandfonline.com/openurl?genre=journal&stitle=ijog20		openurl?genre=journal&stitle=ijog20		fulltext			serial										0144-3615	1364-6893	
International Journal of Psychiatry in Clinical Practice	1365-1501	1471-1788	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ijpc20		openurl?genre=journal&stitle=ijpc20		fulltext			serial										1365-1501	1471-1788	
International Journal of Pediatric Obesity	1747-7166	1747-7174	2006-01-01	1		2011-10-30	6	s3	http://www.tandfonline.com/openurl?genre=journal&stitle=ijpo20		openurl?genre=journal&stitle=ijpo20		fulltext	Transfer out (2011): Wiley. Now: Pediatric Obesity		serial									10.1111/(ISSN)1747-7174	1747-7166	1747-7174	
Journal of Pharmacy Teaching	1044-0054	1540-7365	1990-01-01	1	1	2007-12-31	14	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ijpt20		openurl?genre=journal&stitle=ijpt20		fulltext	Ceased: 2008		serial										1044-0054	1540-7365	
Journal of Substance Misuse	1357-5007		1996-01-01	1	1	1998-10-30	3	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ijsu20		openurl?genre=journal&stitle=ijsu20		fulltext	Now: Journal of Substance Use		serial										1357-5007		
CRC Critical Reviews in Clinical Laboratory Sciences	0590-8191		1970-01-01	1	1	1980-06-30	12	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ilab20		openurl?genre=journal&stitle=ilab20		fulltext	Now: Critical Reviews in Clinical Laboratory Sciences		serial										0590-8191		
Leukemia & Lymphoma	1042-8194	1029-2403	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ilal20		openurl?genre=journal&stitle=ilal20		fulltext			serial										1042-8194	1029-2403	
International Journal of Language and Communication Disorders	1368-2822	1460-6984	1998-01-01	33	1	2010-12-01	45	6	http://www.tandfonline.com/openurl?genre=journal&stitle=ilcd20		openurl?genre=journal&stitle=ilcd20		fulltext	Transfer out (2010): Wiley. Previously: European Journal of Disorders of Communication (1992-1997), British Journal of Disorders of Communication (1966-1991)		serial									10.1111/(ISSN)1460-6984	1368-2822	1460-6984	
Logopedics Phoniatrics Vocology	1401-5439	1651-2022	1996-01-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ilog20		openurl?genre=journal&stitle=ilog20		fulltext	Previously: Scandinavian Journal of Logopedics & Phoniatrics (1991-1995)		serial										1401-5439	1651-2022	
Journal of Liposome Research	0898-2104	1532-2394	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ilpr20		openurl?genre=journal&stitle=ilpr20		fulltext			serial										0898-2104	1532-2394	
Membrane Biochemistry	0149-046X		1978-01-01	1	1	1993-12-31	10	4	http://www.tandfonline.com/openurl?genre=journal&stitle=imbc20		openurl?genre=journal&stitle=imbc20		fulltext	Now: Molecular Membrane Biology		serial										0149-046X		
CRC Critical Reviews in Microbiology	0045-6454		1971-01-01	1	1	1979-12-31	7	3	http://www.tandfonline.com/openurl?genre=journal&stitle=imby20		openurl?genre=journal&stitle=imby20		fulltext	Now: Critical Reviews in Microbiology		serial										0045-6454		
Microbial Ecology in Health and Disease	0891-060X	1651-2235	1988-01-01	1	1	2009-12-31	21	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=imdi20		openurl?genre=journal&stitle=imdi20		fulltext	Ceased:2009		serial										0891-060X	1651-2235	
DNA Sequence	1042-5179	1029-2365	1990-01-01	1	1	2007-12-31	18		http://www.tandfonline.com/openurl?genre=journal&stitle=imdn20		openurl?genre=journal&stitle=imdn20		fulltext	Now: Mitochondrial DNA		serial										1042-5179	1029-2365	
Issues in Mental Health Nursing	0161-2840	1096-4673	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=imhn20		openurl?genre=journal&stitle=imhn20		fulltext			serial										0161-2840	1096-4673	
Microcirculation	1073-9688	1549-8719	1994-01-01	1	1	2009-12-01	16	8	http://www.tandfonline.com/openurl?genre=journal&stitle=imic20		openurl?genre=journal&stitle=imic20		fulltext	transfer out (2009): Wiley		serial									10.1111/(ISSN)1549-8719	1073-9688	1549-8719	
Informatics for Health and Social Care	1753-8157	1753-8165	2008-03-01	33	1				http://www.tandfonline.com/openurl?genre=journal&stitle=imif20		openurl?genre=journal&stitle=imif20		fulltext	Previously:Medical Informatics (1976-1998) Medical Informatics and the Internet in Medicine (1999-2007)		serial										1753-8157	1753-8165	
Minimally Invasive Therapy	0961-625X		1991-01-01	1	1	1995-12-31	4	05-Jun	http://www.tandfonline.com/openurl?genre=journal&stitle=imit20		openurl?genre=journal&stitle=imit20		fulltext	Merged with: Endoscopic & Allied Technologies and Now: Minimally Invasive Therapy & Allied Technologies		serial										0961-625X		
Journal of Medical and Veterinary Mycology	0268-1218	1365-280X	1986-01-01	24	1	1997-12-31	35	6	http://www.tandfonline.com/openurl?genre=journal&stitle=immy20		openurl?genre=journal&stitle=immy20		fulltext	Now: Medical Mycology. Previously: Sabouraudia (1962-1985)		serial										0268-1218	1365-280X	
Journal of Microencapsulation	0265-2048	1464-5246	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=imnc20		openurl?genre=journal&stitle=imnc20		fulltext			serial										0265-2048	1464-5246	
Modern Rheumatology	1439-7595	1439-7609	2010-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=imor20		openurl?genre=journal&stitle=imor20		fulltext	transfer in (2013): Springer previously: Japanese Journal of Rheumatology (1986-1999)		serial										1439-7595	1439-7609	
Medical Teacher	0142-159X	1466-187X	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=imte20		openurl?genre=journal&stitle=imte20		fulltext			serial										0142-159X	1466-187X	
Journal of Musculoskeletal Pain	1058-2452	1540-7012	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=imup20		openurl?genre=journal&stitle=imup20		fulltext			serial										1058-2452	1540-7012	
Nanotoxicology	1743-5390	1743-5404	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=inan20		openurl?genre=journal&stitle=inan20		fulltext			serial										1743-5390	1743-5404	
Journal of Neurogenetics	0167-7063	1563-5260	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ineg20		openurl?genre=journal&stitle=ineg20		fulltext			serial										0167-7063	1563-5260	
International Journal of Neuroscience	0020-7454	1563-5279	1970-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ines20		openurl?genre=journal&stitle=ines20		fulltext			serial										0020-7454	1563-5279	
Network: Computation in Neural Systems	0954-898X	1361-6536	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=inet20		openurl?genre=journal&stitle=inet20		fulltext			serial										0954-898X	1361-6536	
Scandinavian Journal of Infectious Diseases	0036-5548	1651-1980	1984-01-01	16	1	2014-12-31	46	12	http://www.tandfonline.com/openurl?genre=journal&stitle=infd20		openurl?genre=journal&stitle=infd20		fulltext	now: Infectious Diseases		serial										0036-5548	1651-1980	
Journal of Neuropathic Pain & Symptom Palliation	1543-7698		2005-01-01	1	1	2006-12-31	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=inps20		openurl?genre=journal&stitle=inps20		fulltext	Ceased: 2008		serial										1543-7698		
Acta Obstetricia et Gynecologica Scandinavica	0001-6349	1600-0412	1921-01-01			2010-12-31	89	12	http://www.tandfonline.com/openurl?genre=journal&stitle=iobs20		openurl?genre=journal&stitle=iobs20		fulltext	transfer out (2010):Wiley		serial									10.1111/(ISSN)1600-0412	0001-6349	1600-0412	
Scandinavian Journal of Occupational Therapy	1103-8128	1651-2014	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iocc20		openurl?genre=journal&stitle=iocc20		fulltext			serial										1103-8128	1651-2014	
Acta Odontologica Scandinavica	0001-6357	1502-3850	1939-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iode20		openurl?genre=journal&stitle=iode20		fulltext			serial										0001-6357	1502-3850	
Occupational Therapy in Health Care	0738-0577	1541-3098	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iohc20		openurl?genre=journal&stitle=iohc20		fulltext			serial										0738-0577	1541-3098	
Ocular Immunology and Inflammation	0927-3948	1744-5078	1993-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=ioii20		openurl?genre=journal&stitle=ioii20		fulltext			serial										0927-3948	1744-5078	
Acta Oncologica	0284-186X	1651-226X	1987-01-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ionc20		openurl?genre=journal&stitle=ionc20		fulltext	Previously: Acta radiologica. Oncology (1980-1996), Acta Radiologica: Oncology, Radiation, Physics, Biology (1978 - 1979) ,Acta Radiologica: Therapy, Physics, Biology (1963 - 1977)		serial										0284-186X	1651-226X	
Ophthalmic Epidemiology	0928-6586	1744-5086	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iope20		openurl?genre=journal&stitle=iope20		fulltext			serial										0928-6586	1744-5086	
Ophthalmic Genetics	1381-6810	1744-5094	1994-03-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iopg20		openurl?genre=journal&stitle=iopg20		fulltext	Previously: Ophthalmic Paediatrics and Genetics (1981-1993)		serial										1381-6810	1744-5094	
Neuro-Ophthalmology	0165-8107	1744-506X	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ioph20		openurl?genre=journal&stitle=ioph20		fulltext			serial										0165-8107	1744-506X	
Orbit	0167-6830	1744-5108	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iorb20		openurl?genre=journal&stitle=iorb20		fulltext			serial										0167-6830	1744-5108	
Acta Orthopaedica	1745-3674	1745-3682	2005-01-01	76	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iort20		openurl?genre=journal&stitle=iort20		fulltext	Previously: Acta Orthopaedica Scandinavica (1930-2004) Open Access		serial								F		1745-3674	1745-3682	
Acta Oto-laryngologica	0001-6489	1651-2251	1918-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ioto20		openurl?genre=journal&stitle=ioto20		fulltext			serial										0001-6489	1651-2251	
Pathology	0031-3025	1465-3931	1969-01-01	1	1	2010-12-31	42	7	http://www.tandfonline.com/openurl?genre=journal&stitle=ipat20		openurl?genre=journal&stitle=ipat20		fulltext	Transfer out: Lippincott		serial										0031-3025	1465-3931	
Fetal & Pediatric Pathology	1551-3815	1551-3823	2004-01-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipdp20		openurl?genre=journal&stitle=ipdp20		fulltext	Previously: Previously:Pediatric Pathology (1983-1994 ),Pediatric Pathology and Laboratory Medicine (1995-1998) and Pediatric Pathology and Molecular Medicine (1999-2003)		serial										1551-3815	1551-3823	
Developmental Neurorehabilitation	1751-8423	1751-8431	2007-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipdr20		openurl?genre=journal&stitle=ipdr20		fulltext	Previously: Pediatric Rehabilitation (1997-2006)		serial										1751-8423	1751-8431	
Prehospital Emergency Care	1090-3127	1545-0066	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipec20		openurl?genre=journal&stitle=ipec20		fulltext			serial										1090-3127	1545-0066	
International Journal of Crude Drug Research	0167-7314		1982-01-01	20	1	1990-12-31	28	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iphb20		openurl?genre=journal&stitle=iphb20		fulltext	Now: Pharmaceutical Biology Previously: Quarterly Journal of Crude Drug Research (1961-1981). Continues:,International Journal of Pharmacognosy (1991-1997)		serial										0167-7314		
Pharmaceutical Development and Technology	1083-7450	1097-9867	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iphd20		openurl?genre=journal&stitle=iphd20		fulltext			serial										1083-7450	1097-9867	
European Paediatric Haematology and Oncology	0800-2789		1984-03-01	1	1	1985-12-31	2	1	http://www.tandfonline.com/openurl?genre=journal&stitle=ipho20		openurl?genre=journal&stitle=ipho20		fulltext	Now: Pediatric Hematology-Oncology		serial										0800-2789		
Journal of Plastic Surgery and Hand Surgery	2000-656X	2000-6764	2010-02-01	44	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iphs20		openurl?genre=journal&stitle=iphs20		fulltext	Previously: Scandinavian Journal of Plastic and Reconstructive Surgery (1967-1986) and Scandinavian Journal of Plastic and Reconstructive Surgery and Hand Surgery (1987-2009)		serial										2000-656X	2000-6764	
Platelets	0953-7104	1369-1635	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iplt20		openurl?genre=journal&stitle=iplt20		fulltext			serial										0953-7104	1369-1635	
Journal of Pharmaceutical Marketing & Management	0883-7597		1986-01-01	1	1	2007-12-31	18	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ipmm20		openurl?genre=journal&stitle=ipmm20		fulltext	Ceased: 2008		serial										0883-7597		
Journal of Psychosomatic Obstetrics & Gynecology	0167-482X	1743-8942	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipob20		openurl?genre=journal&stitle=ipob20		fulltext			serial										0167-482X	1743-8942	
Physical & Occupational Therapy in Geriatrics	0270-3181	1541-3152	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipog20		openurl?genre=journal&stitle=ipog20		fulltext			serial										0270-3181	1541-3152	
Prosthetics & Orthotics International	0309-3646	1746-1553	1977-01-01	1	1	2010-12-31	34	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ipoi20		openurl?genre=journal&stitle=ipoi20		fulltext	Transfer out (2011): Sage		serial										0309-3646	1746-1553	
Physical & Occupational Therapy in Pediatrics	0194-2638	1541-3144	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipop20		openurl?genre=journal&stitle=ipop20		fulltext			serial										0194-2638	1541-3144	
Journal of Pain and Palliative Care Pharmacotherapy	1536-0288	1536-0539	2002-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ippc20		openurl?genre=journal&stitle=ippc20		fulltext	previously: The Hospice Journal (1985-2001) incorporates: Journal of Pharmaceutical Care in Pain & Symptom Control (1993-2001)		serial										1536-0288	1536-0539	
Scandinavian Journal of Primary Health Care	0281-3432	1502-7724	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipri20		openurl?genre=journal&stitle=ipri20		fulltext	Open Access		serial								F		0281-3432	1502-7724	
Nordic Journal of Psychiatry	0803-9488	1502-4725	1947-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ipsc20		openurl?genre=journal&stitle=ipsc20		fulltext			serial										0803-9488	1502-4725	
Physiotherapy Practice	0266-6154		1985-01-01	1	1	1989-12-31	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iptp20		openurl?genre=journal&stitle=iptp20		fulltext	Now: Physiotherapy Theory and Practice		serial										0266-6154		
International Journal of Qualitative Studies on Health and Well-being	1748-2623	1748-2631	2006-01-01	1	1	2009-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iqhw20		openurl?genre=journal&stitle=iqhw20		fulltext	Transfer out (2010):Co-action publishing		serial										1748-2623	1748-2631	
International Journal of Radiation Biology	0955-3002	1362-3095	1988-07-01	54	1				http://www.tandfonline.com/openurl?genre=journal&stitle=irab20		openurl?genre=journal&stitle=irab20		fulltext	Previously: International Journal of Radiation Biology and Related Studies in Physics, Chemistry & Medicine (1959-1988)		serial										0955-3002	1362-3095	
Receptors and Channels	1060-6823	1543-5334	2002-01-01	8	1	2004-12-31	10		http://www.tandfonline.com/openurl?genre=journal&stitle=irac20		openurl?genre=journal&stitle=irac20		fulltext			serial										1060-6823	1543-5334	
Acta Rheumatologica Scandinavica	0001-6934		1959-01-01	5	1	1971-12-31	17	01-Apr	http://www.tandfonline.com/openurl?genre=journal&stitle=irhe20		openurl?genre=journal&stitle=irhe20		fulltext	Now: Scandinavian Journal of Rheumatology		serial										0001-6934		
Clinical and Experimental Dialysis and Apheresis	0276-5497		1981-01-01	5	1	1983-12-31	7	3	http://www.tandfonline.com/openurl?genre=journal&stitle=irnf20		openurl?genre=journal&stitle=irnf20		fulltext	Now: Renal Failure. Continues: Uremia Investigation(1984-1986) Previously: Journal of Dialysis (1976-1980)		serial										0276-5497		
Journal of Receptors and Signal Transduction	1079-9893	1532-4281	1995-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=irst20		openurl?genre=journal&stitle=irst20		fulltext	Previously: Journal of Receptor Research (1980-1994)		serial										1079-9893	1532-4281	
Seminars in Ophthalmology	0882-0538	1744-5205	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=isio20		openurl?genre=journal&stitle=isio20		fulltext			serial										0882-0538	1744-5205	
Scandinavian Journal of Urology	2168-1805	2168-1813	2013-02-01	47	1				http://www.tandfonline.com/openurl?genre=journal&stitle=isju20		openurl?genre=journal&stitle=isju20		fulltext	Previously: Scandinavian Journal of Urology and Nephrology (1967-2012)		serial										2168-1805	2168-1813	
Somatosensory & Motor Research	0899-0220	1369-1651	1988-07-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ismr20		openurl?genre=journal&stitle=ismr20		fulltext	Previoulsy: Somatosensory Research (1983-1988)		serial										0899-0220	1369-1651	
Strabismus	0927-3972	1744-5132	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=istr20		openurl?genre=journal&stitle=istr20		fulltext			serial										0927-3972	1744-5132	
Stress	1025-3890	1607-8888	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ists20		openurl?genre=journal&stitle=ists20		fulltext			serial										1025-3890	1607-8888	
International Journal of Addictions	0020-773X		1966-01-01	1	1	1995-12-31	30	13-14	http://www.tandfonline.com/openurl?genre=journal&stitle=isum20		openurl?genre=journal&stitle=isum20		fulltext	Now: Substance Use & Misuse		serial										0020-773X		
The Aging Male	1368-5538	1473-0790	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=itam20		openurl?genre=journal&stitle=itam20		fulltext			serial										1368-5538	1473-0790	
CRC Critical Reviews in Toxicology	0045-6446		1971-01-01			1979-12-31	6	4	http://www.tandfonline.com/openurl?genre=journal&stitle=itxc20		openurl?genre=journal&stitle=itxc20		fulltext	Now: Critical Reviews in Toxicology		serial										0045-6446		
Toxicology Mechanisms and Methods	1537-6516	1537-6524	2002-01-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=itxm20		openurl?genre=journal&stitle=itxm20		fulltext	Incorporated: Toxicology Methods (1991-2001) and Toxic Substance Mechanisms.		serial										1537-6516	1537-6524	
Journal of Toxicology. Toxin Reviews.	0731-3837	1525-6057	1982-01-01	1	1	2004-12-31	23	4	http://www.tandfonline.com/openurl?genre=journal&stitle=itxr20		openurl?genre=journal&stitle=itxr20		fulltext	Now: Toxin Reviews		serial										0731-3837	1525-6057	
The Ultrasound Review of Obstetrics and Gynecology	1472-2240	1743-8950	2001-01-01	1	1	2006-12-31	6		http://www.tandfonline.com/openurl?genre=journal&stitle=iuog20		openurl?genre=journal&stitle=iuog20		fulltext	No longer published by Inform Healthcare		serial										1472-2240	1743-8950	
Upsala Journal of Medical Sciences	0300-9734	2000-1967	1972-06-01	77	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iups20		openurl?genre=journal&stitle=iups20		fulltext	Open Access		serial								F		0300-9734	2000-1967	
Ultrastructural Pathology	0191-3123	1521-0758	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iusp20		openurl?genre=journal&stitle=iusp20		fulltext			serial										0191-3123	1521-0758	
Visual Impairment Research	1388-235X	1744-5167	1999-01-01	1	1	2008-12-31	10		http://www.tandfonline.com/openurl?genre=journal&stitle=ivir20		openurl?genre=journal&stitle=ivir20		fulltext			serial										1388-235X	1744-5167	
The World Journal of Biological Psychiatry	1562-2975	1814-1412	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iwbp20		openurl?genre=journal&stitle=iwbp20		fulltext			serial										1562-2975	1814-1412	
The Women's Oncology Review	1473-3404	1473-3412	2004-01-01	4	1	2007-12-31	6		http://www.tandfonline.com/openurl?genre=journal&stitle=iwor20		openurl?genre=journal&stitle=iwor20		fulltext	Ceased:2007		serial										1473-3404	1473-3412	
Journal of Whiplash & Related Disorders	1533-2888		2002-01-01	1	1	2006-12-31	5	2	http://www.tandfonline.com/openurl?genre=journal&stitle=iwrd20		openurl?genre=journal&stitle=iwrd20		fulltext			serial										1533-2888		
Xenobiotica	0049-8254	1366-5928	1971-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ixen20		openurl?genre=journal&stitle=ixen20		fulltext			serial										0049-8254	1366-5928	
Journal of Pharmaceutical Care in Pain & Symptom Control	1056-4950	2331-3471	1993-01-01	1	1	2001-12-31	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=izzp20		openurl?genre=journal&stitle=izzp20		fulltext	merged into: Journal of Pain and Palliative Care Pharmacotherapy		serial										1056-4950	2331-3471	
Journal of the Textile Institute Proceedings	1944-7019		1923-01-01	14	1	1965-12-31	55	4	http://www.tandfonline.com/openurl?genre=journal&stitle=jtip20		openurl?genre=journal&stitle=jtip20		fulltext			serial										1944-7019		
Journal of the Textile Institute Transactions	1944-7027		1923-01-01	14	1	1966-12-31	57	12	http://www.tandfonline.com/openurl?genre=journal&stitle=jtit20		openurl?genre=journal&stitle=jtit20		fulltext			serial										1944-7027		
Adipocyte	2162-3945	2162-397X	2012-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kadi20		openurl?genre=journal&stitle=kadi20		fulltext	transfer in (2015): Landes		serial										2162-3945	2162-397X	
Bacteriophage	2159-7073	2159-7081	2011-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbac20		openurl?genre=journal&stitle=kbac20		fulltext	transfer in (2015): Landes		serial										2159-7073	2159-7081	
BioArchitecture	1949-0992	1949-100X	2011-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbia20		openurl?genre=journal&stitle=kbia20		fulltext	transfer in (2015): Landes		serial										1949-0992	1949-100X	
Bioengineered	2165-5979	2165-5987	2012-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbie20		openurl?genre=journal&stitle=kbie20		fulltext	Previously: Bioengineered Bugs (1900 - 2011), transfer in (2015): Landes		serial										2165-5979	2165-5987	
Biomatter	2159-2527	2159-2535	2011-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbim20		openurl?genre=journal&stitle=kbim20		fulltext	transfer in (2015): Landes		serial										2159-2527	2159-2535	
Cancer Biology and Therapy	1538-4047	1555-8576	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kcbt20		openurl?genre=journal&stitle=kcbt20		fulltext	transfer in (2015): Landes		serial										1538-4047	1555-8576	
Chimerism	1938-1956	1938-1964	2010-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kchm20		openurl?genre=journal&stitle=kchm20		fulltext	transfer in (2015): Landes		serial										1938-1956	1938-1964	
Communicative and Integrative Biology		1942-0889	2008-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kcib20		openurl?genre=journal&stitle=kcib20		fulltext	transfer in (2015): Landes. Open Access													1942-0889	
Cellular Logistics		2159-2799	2011-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kcll20		openurl?genre=journal&stitle=kcll20		fulltext	transfer in (2015): Landes													2159-2799	
Dermato-Endocrinology		1938-1980	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kder20		openurl?genre=journal&stitle=kder20		fulltext	transfer in (2015): Landes. Open Access													1938-1980	
Artificial DNA: PNA and XNA	1949-095X	1949-0968	2010-01-01						http://www.tandfonline.com/openurl?genre=journal&stitle=kdpx20		openurl?genre=journal&stitle=kdpx20		fulltext	transfer in (2015): Landes		serial										1949-095X	1949-0968	
Disaster Health	2166-5044	2166-5052	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kdsh20		openurl?genre=journal&stitle=kdsh20		fulltext	transfer in (2015): Landes		serial										2166-5044	2166-5052	
Endocrine-Disruptors		2327-3747	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kend20		openurl?genre=journal&stitle=kend20		fulltext	transfer in (2015): Landes. Open Access													2327-3747	
GM Crops & Food	2164-5698	2164-5701	2012-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kgmc20		openurl?genre=journal&stitle=kgmc20		fulltext	Previously: GM Crops (transfer in (2015): Landes)		serial										2164-5698	2164-5701	
Gut Microbes	1949-0976	1949-0984	2010-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kgmi20		openurl?genre=journal&stitle=kgmi20		fulltext	transfer in (2015): Landes		serial										1949-0976	1949-0984	
Health Systems & Reform	2328-8604		2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=khsr20		openurl?genre=journal&stitle=khsr20		fulltext	New for 2015		serial										2328-8604		
Human Vaccines and Immunotherapeutics	2164-5515	2164-554X	2012-01-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=khvi20		openurl?genre=journal&stitle=khvi20		fulltext	transfer in (2015): Landes		serial										2164-5515	2164-554X	
Intrinsically Disordered Proteins		2169-0707	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kidp20		openurl?genre=journal&stitle=kidp20		fulltext	transfer in (2015): Landes													2169-0707	
