publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
Cogent Medicine		2331-205X	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=oamd20		oamd20		fulltext			serial									Open Access			2331-205X			2015-10-01		Current	
Cogent Physics		2331-1940	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=oaph20		oaph20		fulltext			serial									Open Access	10.1080/oaph20		2331-1940			2015-10-01		Current	
Cogent Psychology		2331-1908	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=oaps20		oaps20		fulltext			serial									Open Access	10.1080/oaps20		2331-1908			2015-10-01		Current	
Cogent Social Sciences		2331-1886	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=oass20		oass20		fulltext			serial									Open Access			2331-1886			2015-10-01		Current	
Cognition & Emotion	0269-9931	1464-0600	1996-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=pcem20		pcem20		fulltext			serial											0269-9931	1464-0600					Current	
Cognition and Instruction	0737-0008	1532-690X	1997-01-01	15	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hcgi20		hcgi20		fulltext			serial											0737-0008	1532-690X					Current	
Cognitive Behaviour Therapy	1650-6073	1651-2316	2002-01-01	31	1				https://www.tandfonline.com/openurl?genre=journal&stitle=sbeh20		sbeh20		fulltext			serial									previously: Scandinavian Journal of Behaviour Therapy (ISSN: 0284-5717, 1972-2001)		1650-6073	1651-2316					Current	
Cognitive Neuropsychiatry	1354-6805	1464-0619	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=pcnp20		pcnp20		fulltext			serial											1354-6805	1464-0619					Current	
Cognitive Neuropsychology	0264-3294	1464-0627	1996-01-01	13	1				https://www.tandfonline.com/openurl?genre=journal&stitle=pcgn20		pcgn20		fulltext			serial											0264-3294	1464-0627					Current	
Cognitive Neuroscience	1758-8928	1758-8936	2010-02-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=pcns20		pcns20		fulltext			serial											1758-8928	1758-8936					Current	
Cold War History	1468-2745	1743-7962	2000-08-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fcwh20		fcwh20		fulltext			serial											1468-2745	1743-7962					Current	
Collection Management	0146-2679	1545-2549	1997-01-01	22	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=wcol20		wcol20		fulltext			serial											0146-2679	1545-2549					Current	
College & Undergraduate Libraries	1069-1316	1545-2530	1997-01-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=wcul20		wcul20		fulltext			serial											1069-1316	1545-2530					Current	
College Teaching	8756-7555	1930-8299	1997-01-01	45	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vcol20		vcol20		fulltext			serial									previously: Improving College and University Teaching (1953-1984)		8756-7555	1930-8299					Current	
Collnet Journal of Scientometrics and Information Management	0973-7766	2168-930X	2007-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tsim20		tsim20		fulltext			serial											0973-7766	2168-930X					Current	
Colonial Latin American Review	1060-9164	1466-1802	1997-01-01	6	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccla20		ccla20		fulltext			serial											1060-9164	1466-1802					Current	
Combustion Science and Technology	0010-2202	1563-521X	1997-01-01	122	01-Jun				https://www.tandfonline.com/openurl?genre=journal&stitle=gcst20		gcst20		fulltext			serial											0010-2202	1563-521X					Current	
Combustion Theory and Modelling	1364-7830	1741-3559	1997-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tctm20		tctm20		fulltext			serial											1364-7830	1741-3559					Current	
Comedy Studies	2040-610X	2040-6118	2010-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcos20		rcos20		fulltext			serial									Transfer in (2014): Intellect		2040-610X	2040-6118					Current	
Comments on Inorganic Chemistry	0260-3594	1548-9574	1997-01-01	19	2				https://www.tandfonline.com/openurl?genre=journal&stitle=gcic20		gcic20		fulltext			serial											0260-3594	1548-9574					Current	
Comments on Toxicology	0886-5140	1545-584X	2002-01-01	8	1	2003-12-31	9	6	https://www.tandfonline.com/openurl?genre=journal&stitle=gcot20		gcot20		fulltext			serial									incorporated into (2003): Journal of Toxicology and Environmental Health, Part B (ISSN: 1093-7404); volumes prior-2002 are not available online		0886-5140	1545-584X					Current	
Commonwealth & Comparative Politics	1466-2043	1743-9094	1998-01-01	36	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fccp20		fccp20		fulltext			serial									previously: The Journal of Commonwealth & Comparative Politics (ISSN: 0306-3631, 1974-1997), Journal of Commonwealth Political Studies (1961-1973)		1466-2043	1743-9094					Current	
Commonwealth Law Bulletin	0305-0718	1750-5976	1997-01-01	23	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=rclb20		rclb20		fulltext			serial											0305-0718	1750-5976					Current	
Communal/Plural	1320-7873	1469-3607	2000-01-01	8	1	2001-12-31	9	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ccpl20		ccpl20		fulltext			serial									Ceased (2001)		1320-7873	1469-3607					Current	
Communicatio	0250-0167	1753-5379	1997-01-01	23	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcsa20		rcsa20		fulltext			serial											0250-0167	1753-5379					Current	
Communication Booknotes	0748-657X		1997-01-01	28	1	1997-11-30	28	6	https://www.tandfonline.com/openurl?genre=journal&stitle=hcbq19		hcbq19		fulltext			serial									now: Communication Booknotes Quarterly (ISSN: 1094-8007, 1998- )		0748-657X						Current	
Communication Booknotes Quarterly	1094-8007	1532-6896	1998-01-01	29	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hcbq20		hcbq20		fulltext			serial									previously: Communication Booknotes (ISSN: 0748-657X, 1969-1997)		1094-8007	1532-6896					Current	
Communication Design: Interdisciplinary and Graphic Design Research	2055-7132	2055-7140	2015-01-01	3	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rfcd20		rfcd20		fulltext			serial									transfer in (2015): Bloomsbury; previously: Iridescent (2011-2014)		2055-7132	2055-7140			2016-01-01		Current	
Communication Education	0363-4523	1479-5795	1997-01-01	46	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rced20		rced20		fulltext			serial									previously: The Speech Teacher (1952-1975)		0363-4523	1479-5795					Current	
Communication Law and Policy	1081-1680	1532-6926	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hclw20		hclw20		fulltext			serial											1081-1680	1532-6926					Current	
Communication Methods and Measures	1931-2458	1931-2466	2007-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hcms20		hcms20		fulltext			serial											1931-2458	1931-2466					Current	
Communication Monographs	0363-7751	1479-5787	1997-01-01	64	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcmm20		rcmm20		fulltext			serial									previously: Speech Monographs (1934-1975)		0363-7751	1479-5787					Current	
Communication Quarterly	0146-3373	1746-4102	1997-01-01	45	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcqu20		rcqu20		fulltext			serial									previously: Today's Speech (1953-1975)		0146-3373	1746-4102					Current	
Communication Reports	0893-4215	1745-1043	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcrs20		rcrs20		fulltext			serial											0893-4215	1745-1043					Current	
Communication Research Reports	0882-4096	1746-4099	1997-01-01	14	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcrr20		rcrr20		fulltext			serial											0882-4096	1746-4099					Current	
Communication Research and Practice	2204-1451	2206-3374	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcrp20		rcrp20		fulltext			serial									New for 2016		2204-1451	2206-3374			2016-01-01		Current	
Communication Teacher	1740-4622	1740-4630	2004-01-01	18	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcmt20		rcmt20		fulltext			serial											1740-4622	1740-4630					Current	
Communication Yearbook	0147-4642	1556-7419	1977-01-01						http://www.tandfebooks.com/		52636		fulltext			serial									Book series		0147-4642	1556-7419					Current	
Communication and Critical/Cultural Studies	1479-1420	1479-4233	2004-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rccc20		rccc20		fulltext			serial											1479-1420	1479-4233					Current	
Communications in Algebra	0092-7872	1532-4125	1997-01-01	25	1				https://www.tandfonline.com/openurl?genre=journal&stitle=lagb20		lagb20		fulltext			serial											0092-7872	1532-4125					Current	
Communications in Partial Differential Equations	0360-5302	1532-4133	1997-01-01	22	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=lpde20		lpde20		fulltext			serial											0360-5302	1532-4133					Current	
Communications in Soil Science and Plant Analysis	0010-3624	1532-2416	1997-01-01	28	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=lcss20		lcss20		fulltext			serial											0010-3624	1532-2416					Current	
Communications in Statistics	0090-3272	2332-3965	1973-01-01	1	1	1975-12-31	4	9	http://www.tandfonline.com/openurl?genre=journal&stitle=lsta19		lsta19		fulltext			serial											0090-3272	2332-3965					Current	
Communications in Statistics - Case Studies, Data Analysis and Applications		2373-7484	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucas20		ucas20		fulltext			serial									New for 2015			2373-7484			2016-01-05		Current	
Communications in Statistics - Simulation and Computation	0361-0918	1532-4141	1997-01-01	26	1				https://www.tandfonline.com/openurl?genre=journal&stitle=lssp20		lssp20		fulltext			serial									split from (1976): Communications in Statistics (1900-1975)		0361-0918	1532-4141					Current	
Communications in Statistics - Theory and Methods	0361-0926	1532-415X	1997-01-01	26	1				https://www.tandfonline.com/openurl?genre=journal&stitle=lsta20		lsta20		fulltext			serial									split from (1976): Communications in Statistics (1900-1975)		0361-0926	1532-415X					Current	
Communications in Statistics. Part C: Sequential Analysis	0731-177X		1982-01-01	1	1	1983-12-31	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=lsqa19		lsqa19		fulltext			serial									Now: Sequential Analysis		0731-177X						Current	
Communications in Statistics. Stochastic Models	0882-0287		1997-01-01	13	1	2000-12-31	16	5	https://www.tandfonline.com/openurl?genre=journal&stitle=lstm19		lstm19		fulltext			serial									now: Stochastic Models (ISSN: 1532-6349, 2001- )		0882-0287						Current	
Communicative and Integrative Biology		1942-0889	2008-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kcib20		kcib20		fulltext			serial									transfer in (2015): Landes. Open Access			1942-0889			2015-01-01		Current	
Communist Economies	0954-0113		1989-01-01	1	1	1990-12-31	2	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cpce18		cpce18		fulltext			serial									Now: Post-Communist Economies. Continues: Communist Economies and Economic Transformation (1991-1998)		0954-0113						Current	
Communist Economies and Economic Transformation	1351-4393		1997-01-01	9	1	1998-12-31	10	4	https://www.tandfonline.com/openurl?genre=journal&stitle=cpce19		cpce19		fulltext			serial									now: Post-Communist Economies (ISSN: 1463-1377, 1999- ); previously: Communist Economies (1989-1990)		1351-4393						Current	
Community & Junior College Libraries	0276-3915	1545-2522	1999-08-01	8	2				https://www.tandfonline.com/openurl?genre=journal&stitle=wjcl20		wjcl20		fulltext			serial											0276-3915	1545-2522					Current	
Community Junior College Research Quarterly	0361-6975	2374-8729	1976-01-01	1	1	1981-12-31	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ucjc20		ucjc20		fulltext			serial									now: Community College Journal of Research and Practice.		0361-6975	2374-8729					Current	
Community Development	1557-5330	1944-7485	2005-03-01	36	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcod20		rcod20		fulltext			serial									previously: Journal of the Community Development Society (ISSN: 0010-3829, 1970-2004)		1557-5330	1944-7485					Current	
Community Mental Health Review	0363-1605		1976-01-01	1	1	1980-12-31	5	1-4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzcm20		wzcm20		fulltext			serial									now: Journal of Prevention & Intervention in the Community. continues: Prevention in Human Services (1982-1995)		0363-1605						Current	
Community, Work & Family	1366-8803	1469-3615	1998-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccwf20		ccwf20		fulltext			serial											1366-8803	1469-3615					Current	
Community	0010-3764		1971-01-01	1	1	1971-12-31	1	1	https://www.tandfonline.com/loi/cjms18		cjms18		fulltext			serial									now: Journal of Ethnic and Migration Studies (ISSN: 1369-183X; 1998- )		0010-3764						Current	
Comparative American Studies	1477-5700	1741-2676	2003-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ycas20		ycas20		fulltext			serial									transfer in (2016): Maney		1477-5700	1741-2676			2015-12-01		Current	
Comparative Education	0305-0068	1360-0486	1995-03-01	31	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cced20		cced20		fulltext			serial											0305-0068	1360-0486					Current	
Comparative Legal History	2049-677X	2049-6788	2013-05-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rclh20		rclh20		fulltext			serial									transfer in (2015): Hart Publishing		2049-677X	2049-6788			2015-10-01		Current	
Comparative Strategy	0149-5933	1521-0448	1997-01-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ucst20		ucst20		fulltext			serial											0149-5933	1521-0448					Current	
Comparative and Continental Philosophy	1757-0638	1757-0646	2009-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yccp20		yccp20		fulltext			serial									transfer in (2016): Maney		1757-0638	1757-0646			2015-12-01		Current	
Compare: A Journal of Comparative and International Education	0305-7925	1469-3623	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccom20		ccom20		fulltext			serial											0305-7925	1469-3623					Current	
Complex Metals		2164-232X	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tcme20		tcme20		fulltext			serial									Open Access			2164-232X					Current	
Complex Variables and Elliptic Equations	1747-6933	1747-6941	2006-01-01	51	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcov20		gcov20		fulltext			serial									previously: Complex Variables, Theory and Application: An International Journal (ISSN: 0278-1077, 1982-2005)		1747-6933	1747-6941					Current	
Complex Variables, Theory and Application: An International Journal	0278-1077	1563-5066	1997-01-01	32	1	2005-12-31	50	15	https://www.tandfonline.com/openurl?genre=journal&stitle=gcov19		gcov19		fulltext			serial									now: Complex Variables and Elliptic Equations (ISSN: 1747-6933, 2006- )		0278-1077	1563-5066					Current	
Composite Interfaces	0927-6440	1568-5543	1997-01-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tcoi20		tcoi20		fulltext			serial											0927-6440	1568-5543					Current	
Compost Science and Utilization	1065-657X	2326-2397	1997-01-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ucsu20		ucsu20		fulltext			serial											1065-657X	2326-2397					Current	
Comprehensive Child and Adolescent Nursing	2469-4193	2469-4207	2016-01-01	39	1				http://www.tandfonline.com/openurl?genre=journal&stitle=icpn21		icpn21		fulltext			serial									previously: Issues in Comprehensive Pediatric Nursing (ISSN: 0146-0862, 1976-2015)		2469-4193	2469-4207			2016-01-01		Current	
Comprehensive Results in Social Psychology	2374-3603	2374-3611	2016-01-01	1	1-3				http://www.tandfonline.com/openurl?genre=journal&stitle=rrsp20		rrsp20		fulltext			serial									New for 2016		2374-3603	2374-3611			2017-07-01		Current	
Journal of Image Guided Surgery	1078-7844	1522-712X	1995-01-01	1	1	1995-12-31	1	6	http://www.tandfonline.com/openurl?genre=journal&stitle=icsu20		icsu20		fulltext			serial									now: Computer Assisted Surgery. Continues: Computer Aided Surgery (1997-2015)	10.1002/(ISSN)1522-712X	1078-7844	1522-712X			2015-08-01		Current	
Computer Assisted Language Learning	0958-8221	1744-3210	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ncal20		ncal20		fulltext			serial											0958-8221	1744-3210					Current	
Computer Methods in Biomechanics and Biomedical Engineering	1025-5842	1476-8259	1997-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcmb20		gcmb20		fulltext			serial											1025-5842	1476-8259					Current	
Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visualization	2168-1163	2168-1171	2013-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tciv20		tciv20		fulltext			serial											2168-1163	2168-1171					Current	
Computer Science Education	0899-3408	1744-5175	1998-03-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ncse20		ncse20		fulltext			serial											0899-3408	1744-5175					Current	
Computer-Aided Design and Applications		1686-4360	2004-01-01	1	1-4	2018-12-31	15	6	http://www.tandfonline.com/openurl?genre=journal&stitle=tcad20		tcad20		fulltext			serial									transfer out (2019)			1686-4360					Current	
Computers in Human Services	0740-445X		1997-01-01	13	3	1999-04-30	15	4	https://www.tandfonline.com/openurl?genre=journal&stitle=wzch20		wzch20		fulltext			serial									now: Journal of Technology in Human Services (ISSN: 1522-8835, 1999- ), note: sequencing on the website does not make fully sense, and there is a problem with issue numbering sequence for 1999/2000		0740-445X						Current	
Computers in the Schools	0738-0569	1528-7033	1997-01-01	13	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=wcis20		wcis20		fulltext			serial											0738-0569	1528-7033					Current	
Cultura y Educacion: Culture and Education	1135-6405	1578-4118	1997-01-01	9	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcye20		rcye20		fulltext			serial									previously: Comunicación, Lenguaje y Educación (1989-1995)		1135-6405	1578-4118					Current	
Conflict, Security & Development	1467-8802	1478-1174	2001-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccsd20		ccsd20		fulltext			serial											1467-8802	1478-1174					Current	
Congress & the Presidency	0734-3469	1944-1053	1997-01-01	24	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uctp20		uctp20		fulltext			serial											0734-3469	1944-1053					Current	
Connection Science	0954-0091	1360-0494	1995-01-01	7	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccos20		ccos20		fulltext			serial											0954-0091	1360-0494					Current	
Connective Tissue Research	0300-8207	1607-8438	1997-01-01	36	1				https://www.tandfonline.com/openurl?genre=journal&stitle=icts20		icts20		fulltext			serial											0300-8207	1607-8438			2015-08-01		Current	
Conservation and Management of Archaeological Sites	1350-5033	1753-5522	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ycma20		ycma20		fulltext			serial									transfer in (2016): Maney		1350-5033	1753-5522			2016-01-05		Current	
Construction Management and Economics	0144-6193	1466-433X	1996-01-01	14	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcme20		rcme20		fulltext			serial											0144-6193	1466-433X					Current	
Construction Research and Innovation	2045-0249	2475-6822	2010-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tcri20		tcri20		fulltext			serial									Transfer in (2017):Chartered Institute of Building		2045-0249	2475-6822			2017-04-01		Current	
Consumption Markets & Culture	1025-3866	1477-223X	1997-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcmc20		gcmc20		fulltext			serial											1025-3866	1477-223X					Current	
Contact: The Interdisciplinary Journal of Pastoral Studies	1352-0806		1997-01-01	122	1	2007-12-31	154	1	https://www.tandfonline.com/openurl?genre=journal&stitle=yprt19		yprt19		fulltext			serial									Now: Practical Theology		1352-0806						Current	
Contemporary Arab Affairs	1755-0912	1755-0920	2008-01-01	1	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rcaa20		rcaa20		fulltext			serial											1755-0912	1755-0920					Current	
Contemporary British History	1361-9462	1743-7997	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fcbh20		fcbh20		fulltext			serial									Previously: Contemporary Record (1987-1995)		1361-9462	1743-7997					Current	
Contemporary Buddhism	1463-9947	1476-7953	2000-05-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcbh20		rcbh20		fulltext			serial											1463-9947	1476-7953					Current	
Contemporary French and Francophone Studies	1740-9292	1740-9306	2004-01-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gsit20		gsit20		fulltext			serial									Previously: Sites (199 -2003)		1740-9292	1740-9306					Current	
Contemporary Italian Politics	2324-8823	2324-8831	2013-04-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rita20		rita20		fulltext			serial									New to Routledge for 2013		2324-8823	2324-8831					Current	
Japanstudien	0938-6491		1997-01-01	8	1	2010-02-28	21	1	https://www.tandfonline.com/openurl?genre=journal&stitle=rcoj20		rcoj20		fulltext			serial									Now: Contemporary Japan		0938-6491						Current	
Contemporary Justice Review	1028-2580	1477-2248	2002-01-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcjr20		gcjr20		fulltext			serial									incorporates (2018): Restorative Justice (ISSN: 2050-4721)		1028-2580	1477-2248					Current	
Contemporary Levant	2058-1831	2058-184X	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ycol20		ycol20		fulltext			serial									New for 2016		2058-1831	2058-184X			2016-05-01		Current	
Contemporary Music Review	0749-4467	1477-2256	1984-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcmr20		gcmr20		fulltext			serial											0749-4467	1477-2256					Current	
Contemporary Nurse	1037-6178	1839-3535	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcnj20		rcnj20		fulltext			serial									transfer in (2015): Econtent Management		1037-6178	1839-3535			2015-01-01		Current	
Contemporary Physics	0010-7514	1366-5812	1997-01-01	38	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tcph20		tcph20		fulltext			serial											0010-7514	1366-5812					Current	
Contemporary Politics	1356-9775	1469-3631	1997-01-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccpo20		ccpo20		fulltext			serial											1356-9775	1469-3631					Current	
Contemporary Psychoanalysis	0010-7530	2330-9091	1997-01-01	33	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uucp20		uucp20		fulltext			serial									New to Routledge for 2014. T&F are publishing this title for 2014, beginning at Volume 50		0010-7530	2330-9091					Current	
Contemporary Record	0950-9224		1987-01-01	1	1	1995-12-31	9	3	http://www.tandfonline.com/openurl?genre=journal&stitle=fcbh19		fcbh19		fulltext			serial									Now: Contemporary British History		0950-9224						Current	
Contemporary Security Policy	1352-3260	1743-8764	1997-01-01	18	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fcsp20		fcsp20		fulltext			serial									Previously: Arms Control (1980-1993)		1352-3260	1743-8764					Current	
Contemporary Social Science	2158-2041	2158-205X	2011-02-01	6	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rsoc21		rsoc21		fulltext			serial									previously: Twenty-First Century Society: Journal of the Academy of Social Sciences (2006 - 2010)		2158-2041	2158-205X					Current	
Contemporary South Asia	0958-4935	1469-364X	1997-01-01	6	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccsa20		ccsa20		fulltext			serial											0958-4935	1469-364X					Current	
Contemporary Theatre Review	1048-6801	1477-2264	1997-01-01	6	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gctr20		gctr20		fulltext			serial											1048-6801	1477-2264					Current	
Continuum	1030-4312	1469-3666	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccon20		ccon20		fulltext			serial											1030-4312	1469-3666					Current	
Corrections: Policy, Practice and Research	2377-4657	2377-4665	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucor20		ucor20		fulltext			serial									New for 2016		2377-4657	2377-4665			2016-02-01		Current	
Costume: Journal of the Costume Society	0590-8876	1749-6306	1965-06-01	1	1	2016-12-31	50	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ycos20		ycos20		fulltext			serial									transfer out (2017): EUP		0590-8876	1749-6306			2016-01-05		Current	
Counseling Outcome Research and Evaluation	2150-1378	2150-1386	2010-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uore20		uore20		fulltext			serial									Transfer in (2017): Sage		2150-1378	2150-1386			2017-05-01		Current	
Counselling Psychology Quarterly	0951-5070	1469-3674	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ccpq20		ccpq20		fulltext			serial											0951-5070	1469-3674					Current	
Counselling and Psychotherapy Research	1473-3145	1746-1405	2001-01-01	1	1	2014-12-31	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rcpr20		rcpr20		fulltext			serial									transfer out (2015): Wiley	10.1002/(ISSN)1746-1405	1473-3145	1746-1405					Current	
Creative Industries Journal	1751-0694	1751-0708	2008-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcij20		rcij20		fulltext			serial									Transfer in (2014): Intellect		1751-0694	1751-0708					Current	
Creativity Research Journal	1040-0419	1532-6934	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hcrj20		hcrj20		fulltext			serial											1040-0419	1532-6934					Current	
Creativity Studies	2345-0479	2345-0487	2014-01-01	7	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=tlim22		tlim22		fulltext			serial									previously: Limes: Borderland Studies (2011 - 2013) LIMES: Cultural Regionalistics (2008 - 2010)		2345-0479	2345-0487					Current	
Crime Psychology Review	2374-4006	2374-4014	2015-01-01	1	1	2018-12-31	4	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rcrm20		rcrm20		fulltext			serial									Ceased publication: 2018		2374-4006	2374-4014					Current	
Criminal Justice Ethics	0731-129X	1937-5948	1997-01-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcre20		rcre20		fulltext			serial											0731-129X	1937-5948					Current	
Criminal Justice Matters	0962-7251	1934-6220	1989-01-01	1	1	2015-12-31	102	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rcjm20		rcjm20		fulltext			serial									Transfer out (2016): Centre for Crime and Justice Studies		0962-7251	1934-6220					Current	
Criminal Justice Studies	1478-601X	1478-6028	2003-03-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gjup20		gjup20		fulltext			serial									previously: The Justice Professional (1986 - 2002)		1478-601X	1478-6028					Current	
Crisis Intervention and Time-Limited Treatment	1064-5136		2000-01-01	6	1	2003-12-31	6	3	https://www.tandfonline.com/openurl?genre=journal&stitle=gcit19		gcit19		fulltext			serial									continues: Stress, Trauma and Crisis (2004-2006). Incorporated into: Journal of Loss and Trauma (2001-)		1064-5136						Current	
Critical African Studies	2168-1392	2040-7211	2009-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcaf20		rcaf20		fulltext			serial											2168-1392	2040-7211					Current	
Critical Arts	0256-0046	1992-6049	1997-01-01	11	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=rcrc20		rcrc20		fulltext			serial											0256-0046	1992-6049					Current	
Critical Asian Studies	1467-2715	1472-6033	2001-03-01	33	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcra20		rcra20		fulltext			serial											1467-2715	1472-6033					Current	
Critical Discourse Studies	1740-5904	1740-5912	2004-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcds20		rcds20		fulltext			serial											1740-5904	1740-5912					Current	
Critical Horizons: A Journal of Philosophy and Social Theory	1440-9917	1568-5160	2000-02-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ycrh20		ycrh20		fulltext			serial									transfer in (2016): Maney		1440-9917	1568-5160			2015-12-01		Current	
