publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
New Hibernia Review	1092-3977	1534-5815									new_hibernia_review				
New Labor Forum	1095-7960	1557-2978									new_labor_forum				
New Literary History	0028-6087	1080-661X									new_literary_history				
NINE: A Journal of Baseball History and Culture	1188-9330	1534-1844									nine				
Nineteenth-Century French Studies	0146-7891	1536-0172									nineteenth_century_french_studies				
Nka: Journal of Contemporary African Art	1075-7163	2152-7792									nka				
Northeast African Studies	0740-9133	1535-6574									northeast_african_studies				
Notes	0027-4380	1534-150X									notes				
Nouvelles Études Francophones	1552-3152	2156-9428									nouvelles_tudes_francophones				
Nuevo Texto Crítico	1048-6380	1940-9079									nuevo_texto_critico				
Oceanic Linguistics	0029-8115	1527-9421									oceanic_linguistics				
Ohio History	0030-0934	1934-6042									ohio_history				
The Opera Quarterly	0736-0053	1476-2870									opera_quarterly				
Oral History Review	0094-0798	1533-8592									oral_history_review				
Oral Tradition	0883-5365	1542-4308									oral_tradition				
Pacific Science	0030-8870	1534-6188									pacific_science				
PAJ: A Journal of Performance and Art	1520-281X	1537-9477									performing_arts_journal				
Palimpsest: A Journal on Women, Gender, and the Black International	2165-1604	2165-1612									palimpsest				
Paragraph	0264-8334	1750-0176									paragraph				
Parergon	0313-6221	1832-8334									parergon				
Parliamentary History	0264-2824	1750-0206									parliamentary_history				
Partial Answers: Journal of Literature and the History of Ideas	1565-3668	1936-9247									partial_answers				
Past & Present	0031-2746	1477-464X									past_and_present				
Pedagogy	1531-4200	1533-6255									pedagogy				
Pennsylvania History: A Journal of Mid-Atlantic Studies	0031-4528	2153-2109									pennsylvania_history				
Perspectives in Biology and Medicine	0031-5982	1529-8795									perspectives_in_biology_and_medicine				
Perspectives on Science	1063-6145	1530-9274									perspectives_on_science				
Philip Roth Studies	1547-3929	1940-5278									philip_roth_studies				
Philippine Studies: Historical and Ethnographic Viewpoints	2244-1093	2244-1638									philippine_studies				
philoSOPHIA	2155-0891	2155-0905									philosophia				
Philosophical Topics	0276-2080	2154-154X									philosophical_topics				
Philosophy and Literature	0190-0013	1086-329X									philosophy_and_literature				
Philosophy & Public Affairs	0048-3915	1088-4963									philosophy_and_public_affairs				
Philosophy and Rhetoric	0031-8213	1527-2079									philosophy_and_rhetoric				
Philosophy East and West	0031-8221	1529-1898									philosophy_east_and_west				
Philosophy of Music Education Review	1063-5734	1543-3412									philosophy_of_music_education_review				
Philosophy, Psychiatry, & Psychology	1071-6076	1086-3303									philosophy_psychiatry_and_psychology				
Ploughshares	0048-4474	2162-0903									ploughshares				
The Pluralist	1930-7365	1944-6489									the_pluralist				
Poe Studies	1947-4644	1754-6095									poe_studies				
Poetics Today	0333-5372	1527-5507									poetics_today				
Population, English edition	1634-2941	1958-9190									population				
Population Review	0032-471X	1549-0955									population_review				
portal: Libraries and the Academy	1531-2542	1530-7131									portal_libraries_and_the_academy				
positions: east asia cultures critique	1067-9847	1527-8271									positions				
Postmodern Culture		1053-1920									postmodern_culture				
Prairie Schooner	0032-6682	1542-426X									prairie_schooner				
Preternature: Critical and Historical Studies on the Preternatural	2161-2196	2161-2188									preternature				
Progress in Community Health Partnerships: Research, Education, and Action	1557-0541	1557-055X									progress_in_community_health_partnerships_research_education_and_action				
Prooftexts	0272-9601	1086-3311									prooftexts				
Public Culture	0899-2363	1527-8018									public_culture				
Pushkin Review	1526-1476	2165-0683									pushkin_review				
Quaker History	0033-5053	1934-1504									quaker_history				
Qui Parle: Critical Humanities and Social Sciences	1041-8385	1938-8020									qui_parle				
Race/Ethnicity: Multidisciplinary Global Contexts	1935-8644	1935-8652									race_ethnicity				
Radical History Review	0163-6545	1534-1453									radical_history_review				
Radical Teacher	0191-4847	1941-0832									radical_teacher				
Reception: Texts, Readers, Audiences, History	2155-7888	2155-7888									reception_texts_readers_audiences_history				
Red Cedar Review	0034-1967	1554-6721									red_cedar_review				
Region: Regional Studies of Russia, Eastern Europe, and Central Asia	2166-4307	2165-0659									region				
Register of the Kentucky Historical Society	0023-0243	2161-0355									register_of_the_kentucky_historical_society				
Renaissance Drama	0486-3739	2164-3415									renaissance_drama				
Renaissance Quarterly	0034-4338	1935-0236									renaissance_quarterly				
Research in African Literatures	0034-5210	1527-2044									research_in_african_literatures				
Resources for American Literary Study	0048-7384	1529-1502									resources_for_american_literary_study				
Restoration: Studies in English Literary Culture, 1660-1700	0162-9905	1941-952X									restoration				
The Review of Higher Education	0162-5748	1090-7009									review_of_higher_education				
Review of Japanese Culture and Society	0913-4700	2329-9770									review_of_japanese_culture_and_society				
Reviews in American History	0048-7511	1080-6628									reviews_in_american_history				
Revista de Estudios Hispánicos	0034-818X	2164-9308									revista_de_estudios_hispanicos				
Revista Hispánica Moderna	0034-9593	1944-6446									revista_hispanica_moderna				
Rhetoric & Public Affairs	1094-8392	1534-5238									rhetoric_and_public_affairs				
River Teeth: A Journal of Nonfiction Narrative	1544-1849	1548-3339									river_teeth				
Rocky Mountain Review	1948-2825	1948-2833									rocky_mountain_review				
Romance Notes	0035-7995	2165-7599									romance_notes				
Romani Studies	1528-0748	1757-2274									romani_studies				
Romanticism	1354-991X	1750-0192									romanticism				
SAIS Review of International Affairs	1945-4716	1945-4724									sais_review				
Scandinavian Studies	0036-5637	2163-8195									scandinavian_studies				
Science Fiction Film and Television	1754-3770	1754-3789									science_fiction_film_and_television				
The Scottish Historical Review	0036-9241	1750-0222									scottish_historical_review				
Scottish Literary Review	1756-5634	2050-6678									scottish_literary_review				
The Scriblerian and the Kit-Cats	0190-731X	2165-0624									the_scriblerian_and_the_kit-cats				
SEL Studies in English Literature 1500-1900	0039-3657	1522-9270									studies_in_english_literature				
Seminar: A Journal of Germanic Studies	0037-1939	1911-026X									seminar_a_journal_of_germanic_studies				
Seoul Journal of Korean Studies	1225-0201										seoul_journal_of_korean_studies				
Serbian Studies: Journal of the North American Society for Serbian Studies	0742-3330	1941-9511									serbian_studies				
Sewanee Review	0037-3052	1934-421X									sewanee_review				
Shakespeare Bulletin	0748-2558	1931-1427									shakespeare_bulletin				
Shakespeare Quarterly	0037-3222	1538-3555									shakespeare_quarterly				
SHAW The Annual of Bernard Shaw Studies	0741-5842	1529-1480									annual_of_bernard_shaw_studies				
Shofar: An Interdisciplinary Journal of Jewish Studies	0882-8539	1534-5165									shofar				
Sign Language Studies	0302-1475	1533-6263									sign_language_studies				
Sirena: poesia, arte y critica	1548-6400	1554-7655									sirena_poesia_arte_y_critica				
Small Axe	0799-0537	1534-6714									small_axe				
Social Forces	0037-7732	1534-7605									social_forces				
Social Politics: International Studies in Gender, State and Society	1072-4745	1468-2893									social_politics				
Social Science History	0145-5532	1527-8034									social_science_history				
Social Text	0164-2472	1527-1951									social_text				
Sojourn: Journal of Social Issues in Southeast Asia	0217-9520	1793-2858									sojourn_journal_of_social_issues_in_southeast_asia				
Soundings: A journal of politics and culture	1362-6620	1741-0797									soundings_a_journal_of_politics_and_culture				
Soundings: An Interdisciplinary Journal	0038-1861	2161-6302									soundings				
The South Atlantic Quarterly	0038-2876	1527-8026									south_atlantic_quarterly				
South Central Review	0743-6831	1549-3377									south_central_review				
Southeast Asian Affairs	0377-5437	1793-9135									southeast_asian_affairs				
Southeastern Geographer	0038-366X	1549-6929									southeastern_geographer				
Southern Cultures	1068-8218	1534-1488									southern_cultures				
The Southern Literary Journal	0038-4291	1534-1461									southern_literary_journal				
Southern Review	0038-4534	2168-5541									southern_review				
Southwestern Historical Quarterly	0038-478X	1558-9560									southwestern_historical_quarterly				
Spectrum: A Journal on Black Men	2162-3244	2162-3252									spectrum				
Spiritus: A Journal of Christian Spirituality	1533-1709	1535-3117									spiritus				
Steinbeck Review	1546-007x	1938-6214									steinbeck_review				
Steinbeck Studies	0898-7734	1551-6903									steinbeck_studies				
StoryWorlds: A Journal of Narrative Studies	1946-2204	2156-7204									storyworlds				
Studies in American Fiction	0091-8083	2158-415X									studies_in_american_fiction				
Studies in American Indian Literatures	0730-3238	1548-9590									studies_in_american_indian_literatures				
Studies in American Jewish Literature	0271-9274	1948-5077									studies_in_american_jewish_literature				
Studies in American Naturalism	1931-2555	1944-6519									studies_in_american_naturalism				
Studies in Bibliography	0081-7600	1553-3891									studies_in_bibliography				
Studies in Eighteenth Century Culture	0360-2370	1938-6133									studies_in_eighteenth_century_culture				
Studies in Latin American Popular Culture	0730-9139	2157-2941									studies_in_latin_american_popular_culture				
Studies in Philology	0039-3738	1543-0383									studies_in_philology				
Studies in the Age of Chaucer	0190-2407	1949-0755									studies_in_the_age_of_chaucer				
Studies in the Literary Imagination	0039-3819	2165-2678									studies_in_the_literary_imagination				
Studies in the Novel	0039-3827	1934-1512									studies_in_the_novel				
Studies in World Christianity	1354-9901	1750-0230									studies_in_world_christianity				
SubStance	0049-2426	1527-2095									substance				
Syllecta Classica	1040-3612	2160-5157									syllecta_classica				
symploke	1069-0697	1534-0627									symploke				
Tampa Review	0896-064X	2326-4101									tampa_review				
TDR: The Drama Review	1054-2043	1531-4715									the_drama_review				
Teaching and Learning Inquiry: The ISSOTL Journal	2167-4779	2167-4787									teaching_and_learning_inquiry__the_issotl_journal				
Technology and Culture	0040-165X	1097-3729									technology_and_culture				
Tenso	0890-3352	1944-0146									tenso				
Texas Studies in Literature and Language	0040-4691	1534-7303									texas_studies_in_literature_and_language				
Textual Cultures: Texts, Contexts, Interpretation	1559-2936	1933-7418									textual_cultures				
Theater	0161-0775	1527-196X									theater				
Theatre History Studies	0733-2033	2166-9953									theatre_history_studies				
Theatre Journal	0192-2882	1086-332X									theatre_journal				
Theatre Notebook	0040-5523	2051-8358									theatre_notebook				
Theatre Symposium	1065-4917	2166-9937									theatre_symposium				
Theatre Topics	1054-8378	1086-3346									theatre_topics				
Theoretical & Applied Ethics	2156-7174										theoretical_and_applied_ethics				
Theory & Event		1092-311X									theory_and_event				
Theory Into Practice	0040-5841	1543-0421									theory_into_practice				
Tikkun	0887-9982	2164-0041									tikkun				
The Tocqueville Review/La revue Tocqueville	0730-479X	1918-6649									tocqueville_reviewla_revue_tocqueville				
Tolkien Studies	1547-3155	1547-3163									tolkien_studies				
Toronto Journal of Theology	0826-9831	1918-6371									toronto_journal_of_theology				
Traditio	0362-1529	2166-5508									traditio				
Transactions of the American Philological Association	0360-5949	1533-0699									transactions_of_the_american_philological_association				
Transactions of the Charles S. Peirce Society: A Quarterly Journal in American Philosophy	0009-1774	1558-9587									transactions_of_the_charles_s_peirce_society				
Transformation: Critical Perspectives on Southern Africa	0258-7696	1726-1368									transformation				
Transition	0041-1191	1527-8042									transition				
Translation and Literature	0968-1361	1750-0214									translation_and_literature				
Transportation Journal	0041-1612	2157-328X									transportation_journal				
Tulsa Studies in Women's Literature	0732-7730	1936-1645									tulsa_studies_in_womens_literature				
Twentieth-Century China	1521-5385	1940-5065									twentiethcentury_china				
University of Toronto Law Journal	0042-0220	1710-1174									university_of_toronto_law_journal				
University of Toronto Quarterly	0042-0247	1712-5278									university_of_toronto_quarterly				
U.S. Catholic Historian	0735-8318	1947-8224									us_catholic_historian				
U.S.-Japan Women's Journal	1059-9770	2330-5029									us_japan_womens_journal				
Utopian Studies	1045-991X	2154-9648									utopian_studies				
The Velvet Light Trap	0149-1830	1542-4251									the_velvet_light_trap				
Victorian Periodicals Review	0709-4698	1712-526X									victorian_periodicals_review				
Victorian Poetry	0042-5206	1530-7190									victorian_poetry				
Victorian Review	0848-1512	1923-3280									victorian_review				
Victorian Studies	0042-5222	1527-2052									victorian_studies				
Visual Arts Research	0736-0770	2151-8009									visual_arts_research				
Wallace Stevens Journal	0148-7132	2160-0570									wallace_stevens_journal				
The Washington Quarterly	0163-660X	1530-9177									washington_quarterly				
West Virginia History: A Journal of Regional Studies	0043-325X	1940-5057									west_virginia_history				
Western American Literature	0043-3462	1948-7142									western_american_literature				
Wicazo Sa Review	0749-6427	1533-7901									wicazo_sa_review				
Wide Angle	0160-6840	1086-3354									wide_angle				
William Carlos Williams Review	0196-6286	1935-0244									william_carlos_williams_review				
Women and Music: A Journal of Gender and Culture	1090-7505	1553-0612									women_and_music				
Women, Gender, and Families of Color	2326-0939	2326-0947									women_gender_and_families_of_color				
Women in French Studies	1077-825x	2166-5486									women_in_french_studies				
Women in German Yearbook: Feminist Studies in German Literature & Culture	1058-7446	1940-512X									women_in_german_yearbook				
World Policy Journal	0740-2775	1936-0924									world_policy_journal				
World Politics	0043-8871	1086-3338									world_politics				
WSQ: Women's Studies Quarterly	0732-1562	1934-1520									wsq				
The Yale Journal of Criticism	0893-5378	1080-6636									yale_journal_of_criticism				
The Yearbook of Comparative Literature	0084-3695	1947-2978									yearbook_of_comparative_and_general_literature				
Yearbook of the Association of Pacific Coast Geographers	0066-9628	1551-3211									yearbook_of_the_association_of_pacific_coast_geographers				
Annales Histoire, Sciences Sociales	0395-2649										annales_histoire_sciences_sociales				
Anthropologica	0003-5459										anthropologica				
ARIEL: A Review of International English Literature	0004-1327										ariel_a_review_of_international_english_literature				
British Journal of Canadian Studies	0269-9222	1757-8078									british_journal_of_canadian_studies				
Bulletin of Medieval Canon Law	0146-2989										bulletin_of_medieval_canon_law				
Canadian Review of Comparative Literature / Revue Canadienne de Littérature Comparée	0319-051X										canadian_review_of_comparative_literature				
Cervantes: Bulletin of the Cervantes Society of America	0277-6995	1943-3840									cervantes				
Ghana Studies	1536-5514										ghana_studies				
Great Plains Quarterly	0275-7664										great_plains_quarterly				
Great Plains Research	1052-5165										great_plains_research				
International Journal of Canadian Studies	1180-3991										international_journal_of_canadian_studies				
Islamic Africa	2154-0993										islamic_africa				
Jewish Film & New Media: An International Journal	2169-0324	2169-0332									jewish_film_new_media_an_international_journal				
Journal of Ayn Rand Studies	1526-1018										journal_of_ayn_rand_studies				
Journal of Haitian Studies	1090-3488										journal_of_haitian_studies				
The Journal of Individual Psychology	1522-2527										the_journal_of_individual_psychology				
Journal of Japanese Philosophy	2327-0195	2327-0209									journal_of_japanese_philosophy				
Pacific Coast Philology	0078-7469	2326-067X									pacific_coast_philology				
QED: A Journal of GLBTQ Worldmaking	2327-1574	2327-1590									qed_a_journal_of_glbtq_worldmaking_				
Social Research: An International Quarterly	0037-783X	1944-768X									social_research				
The Undecidable Unconscious: A Journal of Deconstruction and Psychoanalysis	2328-4048										the_undecidable_unconscious_a_journal_of_deconstruction_and_psychoanalysis				
