publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Revue française d'administration publique	0152-7401	1965-0620							http://www.cairn.info/revue-francaise-d-administration-publique.htm		RFAP				
Revue française d'économie	0769-0479								http://www.cairn.info/revue-francaise-d-economie.htm		RFE				
Revue française d’études américaines	0397-7870	1776-3061							http://www.cairn.info/revue-francaise-d-etudes-americaines.htm		RFEA				
Revue Française d'Histoire des Idées Politiques	1266-7862	2119-3851							http://www.cairn.info/revue-francaise-d-histoire-des-idees-politiques.htm		RFHIP				
Revue française de droit constitutionnel	1151-2385	2105-2867							http://www.cairn.info/revue-francaise-de-droit-constitutionnel.htm		RFDC				
Revue française de gestion	0338-4551	1777-5663							http://www.cairn.info/revue-francaise-de-gestion.htm		RFG				
Revue française de linguistique appliquée	1386-1204	1875-368X							http://www.cairn.info/revue-francaise-de-linguistique-appliquee.htm		RFLA				
Revue française de pédagogie	0556-7807	2105-2913							http://www.cairn.info/revue-francaise-de-pedagogie.htm		RFPED				
Revue française de psychanalyse	0035-2942	2105-2964							http://www.cairn.info/revue-francaise-de-psychanalyse.htm		RFP				
Revue française de psychosomatique	1164-4796	2105-2603							http://www.cairn.info/revue-francaise-de-psychosomatique.htm		RFPS				
Revue française de science politique	0035-2950	1950-6686							http://www.cairn.info/revue-francaise-de-science-politique.htm		RFSP				
Revue française de science politique (English)	2263-7494								http://www.cairn.info/revue-francaise-de-science-politique-english.htm		RFSPE				
Revue Française de Socio-Économie	1966-6608	2104-3833							http://www.cairn.info/revue-francaise-de-socio-economie.htm		RFSE				
Revue française de sociologie	0035-2969	1958-5691							http://www.cairn.info/revue-francaise-de-sociologie.htm		RFS				
Revue française de sociologie  (English)									http://www.cairn.info/revue-revue-francaise-de-sociologie-english.htm		RFSEN				
Revue française des affaires sociales	0035-2985	2111-4358							http://www.cairn.info/revue-francaise-des-affaires-sociales.htm		RFAS				
Revue historique	0035-3264	2104-3825							http://www.cairn.info/revue-historique.htm		RHIS				
Revue internationale d'intelligence économique	2101-647X	2102-6408							http://www.cairn.info/revue-internationale-d-intelligence-economique.htm		RIIE				
Revue internationale de droit économique	1010-8831	1782-1525							http://www.cairn.info/revue-internationale-de-droit-economique.htm		RIDE				
Revue internationale de droit pénal	0223-5404	1951-6312							http://www.cairn.info/revue-internationale-de-droit-penal.htm		RIDP				
La revue internationale de l'éducation familiale	1279-7766	1968-388X							http://www.cairn.info/revue-la-revue-internationale-de-l-education-familiale.htm		RIEF				
Revue internationale de philosophie	0048-8143	2033-0138							http://www.cairn.info/revue-internationale-de-philosophie.htm		RIP				
Revue internationale de politique comparée	1370-0731	1782-1533							http://www.cairn.info/revue-internationale-de-politique-comparee.htm		RIPC				
Revue internationale de psychologie sociale	0992-986X	2119-4130							http://www.cairn.info/revue-internationale-de-psychologie-sociale.htm		RIPSO				
Revue internationale de psychosociologie et de gestion des comportements organisationnels	1260-1705	2105-2662							http://www.cairn.info/revue-internationale-de-psychosociologie.htm		RIPS				
Revue internationale de soins palliatifs	1664-1531								http://www.cairn.info/revue-infokara.htm		INKA				
Revue Internationale des Sciences Administratives	0303-965X								http://www.cairn.info/revue-internationale-des-sciences-administratives.htm		RISA				
Revue internationale des sciences sociales 	0304-3037	2222-4610							http://www.cairn.info/revue-internationale-des-sciences-sociales.htm		RISS				
Revue internationale et stratégique	1287-1672	2104-3876							http://www.cairn.info/revue-internationale-et-strategique.htm		RIS				
La revue lacanienne	1967-2055	2109-9553							http://www.cairn.info/revue-la-revue-lacanienne.htm		LRL				
Revue philosophique de la France et de l'étranger	0035-3833	2104-385X							http://www.cairn.info/revue-philosophique.htm		RPHI				
Revue Tiers Monde	1293-8882	1963-1359							http://www.cairn.info/revue-tiers-monde.htm		RTM				
RIMHE	2259-2490	2260-5584							http://www.cairn.info/revue-rimhe.htm		RIMHE				
Rives méditerranéennes	2103-4001	2119-4696							http://www.cairn.info/revue-rives-mediterraneennes.htm		RIVES				
Romantisme	0048-8593	1957-7958							http://www.cairn.info/revue-romantisme.htm		ROM				
Rue Descartes	1144-0821	2102-5819							http://www.cairn.info/revue-rue-descartes.htm		RDES				
Santé Publique	0995-3914	2104-3841							http://www.cairn.info/revue-sante-publique.htm		SPUB				
Savoirs	1763-4229	2111-4390							http://www.cairn.info/revue-savoirs.htm		SAVO				
Savoirs et clinique	1634-3298	1776-2871							http://www.cairn.info/revue-savoirs-et-cliniques.htm		SC				
Sciences Eaux & Territoires	1775-3783								http://www.cairn.info/revue-sciences-eaux-et-territoires.htm		SET				
Sociétés	0765-3697	1782-155X							http://www.cairn.info/revue-societes.htm		SOC				
Sociétés contemporaines	1150-1944	1950-6899							http://www.cairn.info/revue-societes-contemporaines.htm		SOCO				
Sociétés & Représentations	1262-2966	2104-404X							http://www.cairn.info/revue-societes-et-representations.htm		SR				
Le sociographe	1297-6628	2107-0636							http://www.cairn.info/revue-le-sociographe.htm		GRAPH				
Sociologie	2108-8845	2108-6915							http://www.cairn.info/revue-sociologie.htm		SOCIO				
Sociologies pratiques	1295-9278	2104-3787							http://www.cairn.info/revue-sociologies-pratiques.htm		SOPR				
Spirale	1278-4699	1951-6274							http://www.cairn.info/revue-spirale.htm		SPI				
Staps	0247-106X	1782-1568							http://www.cairn.info/revue-staps.htm		STA				
Sud/Nord	1265-2067	1776-288X							http://www.cairn.info/revue-sud-nord.htm		SN				
Techniques & Culture	0248-6016	1952-420X							http://www.cairn.info/revue-techniques-et-culture.htm		TC				
Le Télémaque	1263-588X	2118-2191							http://www.cairn.info/revue-le-telemaque.htm		TELE				
Le Temps des médias	1764-2507	2104-3671							http://www.cairn.info/revue-le-temps-des-medias.htm		TDM				
Terrain	0760-5668	1777-5450							http://www.cairn.info/revue-terrain.htm		TERR				
Terrains & travaux	1627-9506	2104-3779							http://www.cairn.info/revue-terrains-et-travaux.htm		TT				
Thérapie Familiale	0250-4952								http://www.cairn.info/revue-therapie-familiale.htm		TF				
Topique	0040-9375	1965-0604							http://www.cairn.info/revue-topique.htm		TOP				
Tracés	1763-0061	1963-1812							http://www.cairn.info/revue-traces.htm		TRAC				
Travail et emploi	0224-4365	1775-416X							http://www.cairn.info/revue-travail-et-emploi.htm		TE				
Le travail humain	0041-1868	2104-3663							http://www.cairn.info/revue-le-travail-humain.htm		TH				
Travail, genre et sociétés	1294-6303	2105-2174							http://www.cairn.info/revue-travail-genre-et-societes.htm		TGS				
Travailler	1620-5340	2102-5150							http://www.cairn.info/revue-travailler.htm		TRAV				
Travaux de linguistique	0082-6049	1782-1576							http://www.cairn.info/revue-travaux-de-linguistique.htm		TL				
Les Tribunes de la santé	1765-8888	2105-2182							http://www.cairn.info/revue-les-tribunes-de-la-sante.htm		SEVE				
Tumultes	1243-549X	2118-2892							http://www.cairn.info/revue-tumultes.htm		TUMU				
Vie & sciences de l'entreprise	0336-142X	2118-3325							http://www.cairn.info/revue-vie-et-sciences-de-l-entreprise.htm		VSE				
Vingtième Siècle. Revue d'histoire	0294-1759	1950-6678							http://www.cairn.info/revue-vingtieme-siecle-revue-d-histoire.htm		VING				
Volume !	1634-5495	1950-568X							http://www.cairn.info/revue-volume.htm		VOLU				
VST - Vie sociale et traitements	0396-8669	1776-2898							http://www.cairn.info/revue-vie-sociale-et-traitements.htm		VST				
L’Année psychanalytique internationale	1661-8009								http://www.cairn.info/revue-l-annee-psychanalytique-internationale.htm		LAPSY				
L'Autre	1626-5378								http://www.cairn.info/revue-l-autre.htm		LAUTR				
Les Cahiers du Centre Georges Canguilhem	1962-1086								http://www.cairn.info/revue-les-cahiers-du-centre-georges-canguilhem.htm		CCGC				
Cahiers philosophiques	0241-2799								http://www.cairn.info/revue-cahiers-philosophiques.htm		CAPH				
Carnet de notes sur les maltraitances infantiles									http://www.cairn.info/revue-carnet-de-notes-sur-les-maltraitances-infantiles.htm		CNMI				
Chimères	0986-6035	2111-4412							http://www.cairn.info/revue-chimeres.htm		CHIME				
Comptabilité - Contrôle - Audit	1262-2788								http://www.cairn.info/revue-comptabilite-controle-audit.htm		CCA				
Contraste	1254-7689								http://www.cairn.info/revue-contraste.htm		CONT				
Développements									http://www.cairn.info/revue-developpements.htm		DEVEL				
L'Espace géographique (English Edition)									http://www.cairn.info/revue-espace-geographique-english.htm		EGE				
Esprit	0014-0759	2111-4579							http://www.cairn.info/revue-esprit.htm		ESPRI				
Etudes économiques de l’OCDE	0304-3363	1684-3428							http://www.cairn.info/revue-etudes-economiques-de-l-ocde.htm		EE				
L'Expansion Management Review	1254-3179								http://www.cairn.info/revue-l-expansion-management-review.htm		EMR				
Gérer et comprendre	0295-4397								http://www.cairn.info/revue-gerer-et-comprendre.htm		GECO				
Gestion et management public		2116-8865							http://www.cairn.info/revue-gestion-et-management-public.htm		GMP				
Histoire de la justice	1639-4399								http://www.cairn.info/revue-histoire-de-la-justice.htm		RHJ				
Histoire, monde et cultures religieuses	1957-5246								http://www.cairn.info/revue-histoire-monde-et-cultures-religieuses.htm		HMC				
Hommes & Migrations	0223-3290								http://www.cairn.info/revue-hommes-et-migrations.htm		HOMI				
Idées économiques et sociales	2257-5111	2264-2749							http://www.cairn.info/revue-idees-economiques-et-sociales.htm		IDEE				
L'information psychiatrique	0020-0204								http://www.cairn.info/revue-l-information-psychiatrique.htm		INPSY				
Journal de gestion et d'économie médicales	2262-5305								http://www.cairn.info/revue-journal-de-gestion-et-d-economie-medicales.htm		JGEM				
Journal de la psychanalyse de l'enfant	0994-7949								http://www.cairn.info/revue-journal-de-la-psychanalyse-de-l-enfant.htm		JPE				
Journal du droit des jeunes	2114-2068								http://www.cairn.info/revue-journal-du-droit-des-jeunes.htm		JDJ				
Laennec	1272-520X	2262-483X							http://www.cairn.info/revue-laennec.htm		LAE				
Littératures classiques	2260-8478								http://www.cairn.info/revue-litteratures-classiques.htm		LICLA				
Marché et organisations	1953-6119								http://www.cairn.info/revue-marche-et-organisations.htm		MAORG				
Médium	1771-3757								http://www.cairn.info/revue-medium.htm		MEDIU				
Monde(s)									http://www.cairn.info/revue-mondes.htm		MOND				
Nouvelle revue d’esthétique	2264-2595								http://www.cairn.info/revue-nouvelle-revue-d-esthetique.htm		NRE				
Pardès	0295-5652								http://www.cairn.info/revue-pardes.htm		PARDE				
Perspectives économiques de l'OCDE	0304-3274	1684-3436							http://www.cairn.info/revue-perspectives-economiques-de-l-ocde.htm		PERS				
Politique africaine	0244-7827								http://www.cairn.info/revue-politique-africaine.htm		POLAF				
Politique américaine	1771-8848								http://www.cairn.info/revue-politique-americaine.htm		POLAM				
Politiques et gestion de l'enseignement supérieur	1682-346X	1684-3592							http://www.cairn.info/revue-politiques-et-gestion-de-l-enseignement-superieur.htm		POL				
Présence Africaine	0032-7638								http://www.cairn.info/revue-presence-africaine.htm		PRESA				
PSN	1955-2351								http://www.cairn.info/revue-psn.htm		PSN				
Quaderni	0987-1381	2105-2956							http://www.cairn.info/revue-quaderni.htm		QUAD				
Réalités industrielles	1148-7941								http://www.cairn.info/revue-realites-industrielles.htm		RINDU				
Réformes économiques	1813-2731	1813-274X							http://www.cairn.info/revue-reformes-economiques.htm		REF				
Repères, cahier de danse	2112-5147								http://www.cairn.info/revue-reperes-cahier-de-danse.htm		REPER				
Responsabilité et environnement	1268-4783								http://www.cairn.info/revue-responsabilite-et-environnement.htm		RE				
Revue de gestion des ressources humaines	1163-913X								http://www.cairn.info/revue-de-gestion-des-ressources-humaines.htm		GRHU				
Revue de l'OCDE sur le développement	1992-0490	1996-5753							http://www.cairn.info/revue-de-l-ocde-sur-le-developpement.htm		CAD				
Revue de neuropsychologie	2101-6739								http://www.cairn.info/revue-de-neuropsychologie.htm		RNE				
Revue de Psychologie Analytique									http://www.cairn.info/revue-de-psychologie-analytique.htm		RPA				
Revue du Nord	0035-2624								http://www.cairn.info/revue-du-nord.htm		RDN				
Revue économique de l'OCDE	0255-0830	1684-3444							http://www.cairn.info/revue-economique-de-l-ocde.htm		REVO				
Revue interdisciplinaire d'études juridiques	0770-2310								http://www.cairn.info/revue-interdisciplinaire-d-etudes-juridiques.htm		RIEJ				
Revue sur le droit et la politique de la concurrence	1560-7798	1684-3452							http://www.cairn.info/revue-sur-le-droit-et-la-politique-de-la-concurrence.htm		REVD				
Les Sciences de l'éducation - Pour l'Ère nouvelle	0755-9593								http://www.cairn.info/revue-les-sciences-de-l-education-pour-l-ere-nouvelle.htm		LSDLE				
Sciences sociales et santé	0294-0337	1777-5914							http://www.cairn.info/revue-sciences-sociales-et-sante.htm		SSS				
Sciences sociales et sport	1967-7359								http://www.cairn.info/revue-sciences-sociales-et-sport.htm		RSSS				
Sociologie de l'Art	0779-1674								http://www.cairn.info/revue-sociologie-de-l-art.htm		SOART				
Syntaxe et sémantique	1623-6742								http://www.cairn.info/revue-syntaxe-et-semantique.htm		SS				
Transversalités	1286-9449								http://www.cairn.info/revue-transversalites.htm		TRANS				
