publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	pkb-startdate	pkb-piddomain
Reproductive Biology and Endocrinology		1477-7827							http://www.rbej.com		www.rbej.com					2003	www.rbej.com
Regenerative Medicine Research		2050-490X							http://www.regenmedres.com		www.regenmedres.com					2013	www.regenmedres.com
Reproductive Health		1742-4755							http://www.reproductive-health-journal.com		www.reproductive-health-journal.com					2004	www.reproductive-health-journal.com
Cost Effectiveness and Resource Allocation		1478-7547							http://www.resource-allocation.com		www.resource-allocation.com					2003	www.resource-allocation.com
Retrovirology		1742-4690							http://www.retrovirology.com		www.retrovirology.com					2004	www.retrovirology.com
Radiation Oncology		1748-717X							http://www.ro-journal.com		www.ro-journal.com					2006	www.ro-journal.com
Source Code for Biology and Medicine		1751-0473							http://www.scfbm.org		www.scfbm.org					2006	www.scfbm.org
Scoliosis		1748-7161							http://www.scoliosisjournal.com		www.scoliosisjournal.com					2006	www.scoliosisjournal.com
Silence		1758-907X							http://www.silencejournal.com		www.silencejournal.com					2010	www.silencejournal.com
Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine		1757-7241							http://www.sjtrem.com		www.sjtrem.com					2008	www.sjtrem.com
Skeletal Muscle		2044-5040							http://www.skeletalmusclejournal.com		www.skeletalmusclejournal.com					2011	www.skeletalmusclejournal.com
SpringerPlus		2193-1801							http://www.springerplus.com		www.springerplus.com					2011	www.springerplus.com
Substance Abuse Treatment, Prevention, and Policy		1747-597X							http://www.substanceabusepolicy.com		www.substanceabusepolicy.com					2006	www.substanceabusepolicy.com
Sustainable Chemical Processes		2043-7129							http://www.sustainablechemicalprocesses.com		www.sustainablechemicalprocesses.com					2013	www.sustainablechemicalprocesses.com
Sustainable Healthcare		2045-998X							http://www.sustainablehealthcarejournal.com		www.sustainablehealthcarejournal.com					0	www.sustainablehealthcarejournal.com
Systematic Reviews		2046-4053							http://www.systematicreviewsjournal.com		www.systematicreviewsjournal.com					2012	www.systematicreviewsjournal.com
Theoretical Biology and Medical Modelling		1742-4682							http://www.tbiomed.com		www.tbiomed.com					2004	www.tbiomed.com
The HUGO Journal		1877-6566							http://www.thehugojournal.com		www.thehugojournal.com					2011	www.thehugojournal.com
The Journal of Headache and Pain		1129-2377							http://www.thejournalofheadacheandpain.com		www.thejournalofheadacheandpain.com					2013	www.thejournalofheadacheandpain.com
Rice		1939-8433							http://www.thericejournal.com		www.thericejournal.com					2011	www.thericejournal.com
Thrombosis Journal		1477-9560							http://www.thrombosisjournal.com		www.thrombosisjournal.com					2003	www.thrombosisjournal.com
Thyroid Research		1756-6614							http://www.thyroidresearchjournal.com		www.thyroidresearchjournal.com					2008	www.thyroidresearchjournal.com
Tobacco Induced Diseases		1617-9625							http://www.tobaccoinduceddiseases.com		www.tobaccoinduceddiseases.com					2002	www.tobaccoinduceddiseases.com
Journal of Translational Medicine		1479-5876							http://www.translational-medicine.com		www.translational-medicine.com					2003	www.translational-medicine.com
Translational Neurodegeneration		2047-9158							http://www.translationalneurodegeneration.com		www.translationalneurodegeneration.com					2012	www.translationalneurodegeneration.com
Transplantation Research		2047-1440							http://www.transplantationresearch.com		www.transplantationresearch.com					2011	www.transplantationresearch.com
Translational Respiratory Medicine		2213-0802							http://www.transrespmed.com		www.transrespmed.com					2012	www.transrespmed.com
Journal of Trauma Management & Outcomes		1752-2897							http://www.traumamanagement.org		www.traumamanagement.org					2007	www.traumamanagement.org
Trials		1745-6215							http://www.trialsjournal.com		www.trialsjournal.com					2000	www.trialsjournal.com
Vascular Cell		2045-824X							http://www.vascularcell.com		www.vascularcell.com					2009	www.vascularcell.com
Veterinary Research		1297-9716							http://www.veterinaryresearch.org		www.veterinaryresearch.org					2011	www.veterinaryresearch.org
Virology Journal		1743-422X							http://www.virologyj.com		www.virologyj.com					2004	www.virologyj.com
World Allergy Organization Journal		1939-4551							http://www.waojournal.org		www.waojournal.org					2013	www.waojournal.org
World Journal of Emergency Surgery		1749-7922							http://www.wjes.org		www.wjes.org					2006	www.wjes.org
World Journal of Surgical Oncology		1477-7819							http://www.wjso.com		www.wjso.com					2003	www.wjso.com
Zoological Studies		1810-522X							http://www.zoologicalstudies.com		www.zoologicalstudies.com					2013	www.zoologicalstudies.com
