publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	pkb-doi
Nietzsche	9780199534647	9780191749803							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199534647.001.0001/oxfordhb-9780199534647		oxfordhb/9780199534647					Handbook									10.1093/oxfordhb/9780199534647.001.0001
Sociology and Organization Studies: Classical Foundations	9780199535231	9780191577352							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199535231.001.0001/oxfordhb-9780199535231		oxfordhb/9780199535231					Handbook									10.1093/oxfordhb/9780199535231.001.0001
Eye Movements	9780199539789	9780191743665							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199539789.001.0001/oxfordhb-9780199539789		oxfordhb/9780199539789					Handbook									10.1093/oxfordhb/9780199539789.001.0001
Compositionality	9780199541072	9780191744129							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199541072.001.0001/oxfordhb-9780199541072		oxfordhb/9780199541072					Handbook									10.1093/oxfordhb/9780199541072.001.0001
Language Evolution	9780199541119	9780191743818							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199541119.001.0001/oxfordhb-9780199541119		oxfordhb/9780199541119					Handbook									10.1093/oxfordhb/9780199541119.001.0001
Chinese Psychology	9780199541850	9780191743542							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199541850.001.0001/oxfordhb-9780199541850		oxfordhb/9780199541850					Handbook									10.1093/oxfordhb/9780199541850.001.0001
Empirical Legal Research	9780199542475	9780191743641							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199542475.001.0001/oxfordhb-9780199542475		oxfordhb/9780199542475					Handbook									10.1093/oxfordhb/9780199542475.001.0001
American Political Parties and Interest Groups	9780199542628	9780191584862							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199542628.001.0001/oxfordhb-9780199542628		oxfordhb/9780199542628					Handbook									10.1093/oxfordhb/9780199542628.001.0001
Pricing Management	9780199543175	9780191750564							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199543175.001.0001/oxfordhb-9780199543175		oxfordhb/9780199543175					Handbook									10.1093/oxfordhb/9780199543175.001.0001
Religion and Science	9780199543656	9780191577369							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199543656.001.0001/oxfordhb-9780199543656		oxfordhb/9780199543656					Handbook									10.1093/oxfordhb/9780199543656.001.0001
Linguistic Analysis	9780199544004	9780191743849							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199544004.001.0001/oxfordhb-9780199544004		oxfordhb/9780199544004					Handbook									10.1093/oxfordhb/9780199544004.001.0001
English Literature and Theology	9780199544486	9780191577376							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199544486.001.0001/oxfordhb-9780199544486		oxfordhb/9780199544486					Handbook									10.1093/oxfordhb/9780199544486.001.0001
Modernisms	9780199545445	9780191743924							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199545445.001.0001/oxfordhb-9780199545445		oxfordhb/9780199545445					Handbook									10.1093/oxfordhb/9780199545445.001.0001
American Public Opinion and the Media	9780199545636	9780191728389							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199545636.001.0001/oxfordhb-9780199545636		oxfordhb/9780199545636					Handbook									10.1093/oxfordhb/9780199545636.001.0001
History of Ethics	9780199545971	9780191750359							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199545971.001.0001/oxfordhb-9780199545971		oxfordhb/9780199545971					Handbook									10.1093/oxfordhb/9780199545971.001.0001
The European Union	9780199546282	9780191750441							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199546282.001.0001/oxfordhb-9780199546282		oxfordhb/9780199546282					Handbook									10.1093/oxfordhb/9780199546282.001.0001
The History of Medicine	9780199546497	9780191744006							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199546497.001.0001/oxfordhb-9780199546497		oxfordhb/9780199546497					Handbook									10.1093/oxfordhb/9780199546497.001.0001
Credit Derivatives	9780199546787	9780191743580							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199546787.001.0001/oxfordhb-9780199546787		oxfordhb/9780199546787					Handbook									10.1093/oxfordhb/9780199546787.001.0001
Entrepreneurship	9780199546992	9780191577383							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199546992.001.0001/oxfordhb-9780199546992		oxfordhb/9780199546992					Handbook									10.1093/oxfordhb/9780199546992.001.0001
Human Resource Management	9780199547029	9780191577390							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199547029.001.0001/oxfordhb-9780199547029		oxfordhb/9780199547029					Handbook									10.1093/oxfordhb/9780199547029.001.0001
The Self	9780199548019	9780191724848							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199548019.001.0001/oxfordhb-9780199548019		oxfordhb/9780199548019					Handbook									10.1093/oxfordhb/9780199548019.001.0001
Political Theory	9780199548439	9780191577406							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199548439.001.0001/oxfordhb-9780199548439		oxfordhb/9780199548439					Handbook									10.1093/oxfordhb/9780199548439.001.0001
Public Policy	9780199548453	9780191577413							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199548453.001.0001/oxfordhb-9780199548453		oxfordhb/9780199548453					Handbook									10.1093/oxfordhb/9780199548453.001.0001
Political Institutions	9780199548460	9780191577420							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199548460.001.0001/oxfordhb-9780199548460		oxfordhb/9780199548460					Handbook									10.1093/oxfordhb/9780199548460.001.0001
Political Economy	9780199548477	9780191577437							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199548477.001.0001/oxfordhb-9780199548477		oxfordhb/9780199548477					Handbook									10.1093/oxfordhb/9780199548477.001.0001
Information and Communication Technologies	9780199548798	9780191577444							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199548798.001.0001/oxfordhb-9780199548798		oxfordhb/9780199548798					Handbook									10.1093/oxfordhb/9780199548798.001.0001
British Philosophy in the Eighteenth Century	9780199549023	9780191749766							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199549023.001.0001/oxfordhb-9780199549023		oxfordhb/9780199549023					Handbook									10.1093/oxfordhb/9780199549023.001.0001
Linguistic Minimalism	9780199549368	9780191743863							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199549368.001.0001/oxfordhb-9780199549368		oxfordhb/9780199549368					Handbook									10.1093/oxfordhb/9780199549368.001.0001
British Philosophy of the Seventeenth Century	9780199549993	9780191750397							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199549993.001.0001/oxfordhb-9780199549993		oxfordhb/9780199549993					Handbook									10.1093/oxfordhb/9780199549993.001.0001
The Archaeology and Anthropology of Hunter-Gatherers	9780199551224	9780191750083							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199551224.001.0001/oxfordhb-9780199551224		oxfordhb/9780199551224					Handbook									10.1093/oxfordhb/9780199551224.001.0001
International Environmental Law	9780199552153	9780191743740							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199552153.001.0001/oxfordhb-9780199552153		oxfordhb/9780199552153					Handbook									10.1093/oxfordhb/9780199552153.001.0001
Philosophy of Language	9780199552238	9780191577451							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199552238.001.0001/oxfordhb-9780199552238		oxfordhb/9780199552238					Handbook									10.1093/oxfordhb/9780199552238.001.0001
Business Groups	9780199552863	9780191593994							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199552863.001.0001/oxfordhb-9780199552863		oxfordhb/9780199552863					Handbook									10.1093/oxfordhb/9780199552863.001.0001
Quantitative Asset Management	9780199553433	9780191744082							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199553433.001.0001/oxfordhb-9780199553433		oxfordhb/9780199553433					Handbook									10.1093/oxfordhb/9780199553433.001.0001
Philosophy in Early Modern Europe	9780199556137	9780191724855							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199556137.001.0001/oxfordhb-9780199556137		oxfordhb/9780199556137					Handbook									10.1093/oxfordhb/9780199556137.001.0001
Natural Theology	9780199556939	9780191750496							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199556939.001.0001/oxfordhb-9780199556939		oxfordhb/9780199556939					Handbook									10.1093/oxfordhb/9780199556939.001.0001
Happiness	9780199557257	9780191751035							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199557257.001.0001/oxfordhb-9780199557257		oxfordhb/9780199557257					Handbook									10.1093/oxfordhb/9780199557257.001.0001
Cuneiform Culture	9780199557301	9780191743597							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199557301.001.0001/oxfordhb-9780199557301		oxfordhb/9780199557301					Handbook									10.1093/oxfordhb/9780199557301.001.0001
The Trinity	9780199557813	9780191735301							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199557813.001.0001/oxfordhb-9780199557813		oxfordhb/9780199557813					Handbook									10.1093/oxfordhb/9780199557813.001.0001
Percy Bysshe Shelley	9780199558360	9780191750403							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199558360.001.0001/oxfordhb-9780199558360		oxfordhb/9780199558360					Handbook									10.1093/oxfordhb/9780199558360.001.0001
Face Perception	9780199559053	9780191743672							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199559053.001.0001/oxfordhb-9780199559053		oxfordhb/9780199559053					Handbook									10.1093/oxfordhb/9780199559053.001.0001
Bayesian Econometrics	9780199559084	9780191743504							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199559084.001.0001/oxfordhb-9780199559084		oxfordhb/9780199559084					Handbook									10.1093/oxfordhb/9780199559084.001.0001
British and Irish War Poetry	9780199559602	9780191743511							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199559602.001.0001/oxfordhb-9780199559602		oxfordhb/9780199559602					Handbook									10.1093/oxfordhb/9780199559602.001.0001
International Law in Armed Conflict	9780199559695	9780191756528							www.oxfordhandbooks.com/view/10.1093/law/9780199559695.001.0001/law-9780199559695		oxfordhb/9780199559695					Handbook									10.1093/oxfordhb/9780199559695.001.0001
Thomas Middleton	9780199559886	9780191751950							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199559886.001.0001/oxfordhb-9780199559886		oxfordhb/9780199559886					Handbook									10.1093/oxfordhb/9780199559886.001.0001
The American Congress	9780199559947	9780191724862							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199559947.001.0001/oxfordhb-9780199559947		oxfordhb/9780199559947					Handbook									10.1093/oxfordhb/9780199559947.001.0001
The United Nations	9780199560103	9780191577468							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199560103.001.0001/oxfordhb-9780199560103		oxfordhb/9780199560103					Handbook									10.1093/oxfordhb/9780199560103.001.0001
Regulation	9780199560219	9780191594007							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199560219.001.0001/oxfordhb-9780199560219		oxfordhb/9780199560219					Handbook									10.1093/oxfordhb/9780199560219.001.0001
Governance	9780199560530	9780191749483							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199560530.001.0001/oxfordhb-9780199560530		oxfordhb/9780199560530					Handbook									10.1093/oxfordhb/9780199560530.001.0001
Literature and the English Revolution	9780199560608	9780191750465							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199560608.001.0001/oxfordhb-9780199560608		oxfordhb/9780199560608					Handbook									10.1093/oxfordhb/9780199560608.001.0001
Postwar European History	9780199560981	9780191749490							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199560981.001.0001/oxfordhb-9780199560981		oxfordhb/9780199560981					Handbook									10.1093/oxfordhb/9780199560981.001.0001
The History of Consumption	9780199561216	9780191744099							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199561216.001.0001/oxfordhb-9780199561216		oxfordhb/9780199561216					Handbook									10.1093/oxfordhb/9780199561216.001.0001
Modern Irish Poetry	9780199561247	9780191750410							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199561247.001.0001/oxfordhb-9780199561247		oxfordhb/9780199561247					Handbook									10.1093/oxfordhb/9780199561247.001.0001
Internet Psychology	9780199561803	9780191743771							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199561803.001.0001/oxfordhb-9780199561803		oxfordhb/9780199561803					Handbook									10.1093/oxfordhb/9780199561803.001.0001
Bioethics	9780199562411	9780191577475							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199562411.001.0001/oxfordhb-9780199562411		oxfordhb/9780199562411					Handbook									10.1093/oxfordhb/9780199562411.001.0001
War	9780199562930	9780191744143							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199562930.001.0001/oxfordhb-9780199562930		oxfordhb/9780199562930					Handbook									10.1093/oxfordhb/9780199562930.001.0001
Local and Regional Democracy in Europe	9780199562978	9780191594717							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199562978.001.0001/oxfordhb-9780199562978		oxfordhb/9780199562978					Handbook									10.1093/oxfordhb/9780199562978.001.0001
Project Management	9780199563142	9780191724879							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199563142.001.0001/oxfordhb-9780199563142		oxfordhb/9780199563142					Handbook									10.1093/oxfordhb/9780199563142.001.0001
Modern Scottish History	9780199563692	9780191750687							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199563692.001.0001/oxfordhb-9780199563692		oxfordhb/9780199563692					Handbook									10.1093/oxfordhb/9780199563692.001.0001
Holinshed's Chronicles	9780199565757	9780191750533							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199565757.001.0001/oxfordhb-9780199565757		oxfordhb/9780199565757					Handbook									10.1093/oxfordhb/9780199565757.001.0001
Comparative Politics	9780199566020	9780191577482							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199566020.001.0001/oxfordhb-9780199566020		oxfordhb/9780199566020					Handbook									10.1093/oxfordhb/9780199566020.001.0001
Shakespeare	9780199566105	9780191744136							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199566105.001.0001/oxfordhb-9780199566105		oxfordhb/9780199566105					Handbook									10.1093/oxfordhb/9780199566105.001.0001
Tudor Drama	9780199566471	9780191750427							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199566471.001.0001/oxfordhb-9780199566471		oxfordhb/9780199566471					Handbook									10.1093/oxfordhb/9780199566471.001.0001
Climate Change and Society	9780199566600	9780191735271							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199566600.001.0001/oxfordhb-9780199566600		oxfordhb/9780199566600					Handbook									10.1093/oxfordhb/9780199566600.001.0001
Archaeology of Death and Burial	9780199569069	9780191750144							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199569069.001.0001/oxfordhb-9780199569069		oxfordhb/9780199569069					Handbook									10.1093/oxfordhb/9780199569069.001.0001
The Economics of Food Consumption and Policy	9780199569441	9780191743986							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199569441.001.0001/oxfordhb-9780199569441		oxfordhb/9780199569441					Handbook									10.1093/oxfordhb/9780199569441.001.0001
Strategic Sales and Sales Management	9780199569458	9780191724886							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199569458.001.0001/oxfordhb-9780199569458		oxfordhb/9780199569458					Handbook									10.1093/oxfordhb/9780199569458.001.0001
African Archaeology	9780199569885	9780191750090							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199569885.001.0001/oxfordhb-9780199569885		oxfordhb/9780199569885					Handbook									10.1093/oxfordhb/9780199569885.001.0001
Neuroethics	9780199570706	9780191743948							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199570706.001.0001/oxfordhb-9780199570706		oxfordhb/9780199570706					Handbook									10.1093/oxfordhb/9780199570706.001.0001
Latin American Economics	9780199571048	9780191743825							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199571048.001.0001/oxfordhb-9780199571048		oxfordhb/9780199571048					Handbook									10.1093/oxfordhb/9780199571048.001.0001
Roman Egypt	9780199571451	9780191750540							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199571451.001.0001/oxfordhb-9780199571451		oxfordhb/9780199571451					Handbook									10.1093/oxfordhb/9780199571451.001.0001
Linguistic Fieldwork	9780199571888	9780191744112							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199571888.001.0001/oxfordhb-9780199571888		oxfordhb/9780199571888					Handbook									10.1093/oxfordhb/9780199571888.001.0001
Corpus Phonology	9780199571932	9780191750250							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199571932.001.0001/oxfordhb-9780199571932		oxfordhb/9780199571932					Handbook									10.1093/oxfordhb/9780199571932.001.0001
Language and Law	9780199572120	9780191750694							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199572120.001.0001/oxfordhb-9780199572120		oxfordhb/9780199572120					Handbook									10.1093/oxfordhb/9780199572120.001.0001
Modern African History	9780199572472	9780191749988							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199572472.001.0001/oxfordhb-9780199572472		oxfordhb/9780199572472					Handbook									10.1093/oxfordhb/9780199572472.001.0001
The European Bronze Age	9780199572861	9780191750526							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199572861.001.0001/oxfordhb-9780199572861		oxfordhb/9780199572861					Handbook									10.1093/oxfordhb/9780199572861.001.0001
Wetland Archaeology	9780199573493	9780191750519							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199573493.001.0001/oxfordhb-9780199573493		oxfordhb/9780199573493					Handbook									10.1093/oxfordhb/9780199573493.001.0001
Laboratory Phonology	9780199575039	9780191744068							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199575039.001.0001/oxfordhb-9780199575039		oxfordhb/9780199575039					Handbook									10.1093/oxfordhb/9780199575039.001.0001
Victorian Poetry	9780199576463	9780191750168							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199576463.001.0001/oxfordhb-9780199576463		oxfordhb/9780199576463					Handbook									10.1093/oxfordhb/9780199576463.001.0001
Witchcraft in Early Modern Europe and Colonial America	9780199578160	9780191744631							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199578160.001.0001/oxfordhb-9780199578160		oxfordhb/9780199578160					Handbook									10.1093/oxfordhb/9780199578160.001.0001
Comparative Constitutional Law	9780199578610	9780191751967							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199578610.001.0001/oxfordhb-9780199578610		oxfordhb/9780199578610					Handbook									10.1093/oxfordhb/9780199578610.001.0001
The Welfare State	9780199579396	9780191594014							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199579396.001.0001/oxfordhb-9780199579396		oxfordhb/9780199579396					Handbook									10.1093/oxfordhb/9780199579396.001.0001
Philosophy and Psychiatry	9780199579563	9780191742538							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199579563.001.0001/oxfordhb-9780199579563		oxfordhb/9780199579563					Handbook									10.1093/oxfordhb/9780199579563.001.0001
State and Local Government	9780199579679	9780191749735							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199579679.001.0001/oxfordhb-9780199579679		oxfordhb/9780199579679					Handbook									10.1093/oxfordhb/9780199579679.001.0001
Psychology of Appearance	9780199580521	9780191751042							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199580521.001.0001/oxfordhb-9780199580521		oxfordhb/9780199580521					Handbook									10.1093/oxfordhb/9780199580521.001.0001
Management Information Systems: Critical Perspectives and New Directions	9780199580583	9780191728402							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199580583.001.0001/oxfordhb-9780199580583		oxfordhb/9780199580583					Handbook									10.1093/oxfordhb/9780199580583.001.0001
English Prose 1500-1640	9780199580682	9780191750311							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199580682.001.0001/oxfordhb-9780199580682		oxfordhb/9780199580682					Handbook									10.1093/oxfordhb/9780199580682.001.0001
Women and Gender in Medieval Europe	9780199582174	9780191749919							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199582174.001.0001/oxfordhb-9780199582174		oxfordhb/9780199582174					Handbook									10.1093/oxfordhb/9780199582174.001.0001
the British Sermon 1689-1901	9780199583591	9780191750335							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199583591.001.0001/oxfordhb-9780199583591		oxfordhb/9780199583591					Handbook									10.1093/oxfordhb/9780199583591.001.0001
Business and the Natural Environment	9780199584451	9780191735318							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199584451.001.0001/oxfordhb-9780199584451		oxfordhb/9780199584451					Handbook									10.1093/oxfordhb/9780199584451.001.0001
Management Theorists	9780199585762	9780191750342							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199585762.001.0001/oxfordhb-9780199585762		oxfordhb/9780199585762					Handbook									10.1093/oxfordhb/9780199585762.001.0001
History of Linguistics	9780199585847	9780191750434							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199585847.001.0001/oxfordhb-9780199585847		oxfordhb/9780199585847					Handbook									10.1093/oxfordhb/9780199585847.001.0001
Political Ideologies	9780199585977	9780191749759							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199585977.001.0001/oxfordhb-9780199585977		oxfordhb/9780199585977					Handbook									10.1093/oxfordhb/9780199585977.001.0001
The World Trade Organization	9780199586103	9780191750557							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199586103.001.0001/oxfordhb-9780199586103		oxfordhb/9780199586103					Handbook									10.1093/oxfordhb/9780199586103.001.0001
Grammaticalization	9780199586783	9780191743702							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199586783.001.0001/oxfordhb-9780199586783		oxfordhb/9780199586783					Handbook									10.1093/oxfordhb/9780199586783.001.0001
Postcolonial Studies	9780199588251	9780191749902							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199588251.001.0001/oxfordhb-9780199588251		oxfordhb/9780199588251					Handbook									10.1093/oxfordhb/9780199588251.001.0001
Modern Diplomacy	9780199588862	9780191750298							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199588862.001.0001/oxfordhb-9780199588862		oxfordhb/9780199588862					Handbook									10.1093/oxfordhb/9780199588862.001.0001
The Sociology of Religion	9780199588961	9780191577253							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199588961.001.0001/oxfordhb-9780199588961		oxfordhb/9780199588961					Handbook									10.1093/oxfordhb/9780199588961.001.0001
Internet Studies	9780199589074	9780191750373							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199589074.001.0001/oxfordhb-9780199589074		oxfordhb/9780199589074					Handbook									10.1093/oxfordhb/9780199589074.001.0001
Cities in World History	9780199589531	9780191750366							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199589531.001.0001/oxfordhb-9780199589531		oxfordhb/9780199589531					Handbook									10.1093/oxfordhb/9780199589531.001.0001
Sociology of Finance	9780199590162	9780191750502							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199590162.001.0001/oxfordhb-9780199590162		oxfordhb/9780199590162					Handbook									10.1093/oxfordhb/9780199590162.001.0001
British Philosophy in the Nineteenth Century	9780199594474	9780191755408							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199594474.001.0001/oxfordhb-9780199594474		oxfordhb/9780199594474					Handbook									10.1093/oxfordhb/9780199594474.001.0001
Fascism	9780199594788	9780191743689							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199594788.001.0001/oxfordhb-9780199594788		oxfordhb/9780199594788					Handbook									10.1093/oxfordhb/9780199594788.001.0001
Contemporary Phenomenology	9780199594900	9780191750458							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199594900.001.0001/oxfordhb-9780199594900		oxfordhb/9780199594900					Handbook									10.1093/oxfordhb/9780199594900.001.0001
Critical Management Studies	9780199595686	9780191577123							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199595686.001.0001/oxfordhb-9780199595686		oxfordhb/9780199595686					Handbook									10.1093/oxfordhb/9780199595686.001.0001
Philosophical Theology	9780199596539	9780191577321							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199596539.001.0001/oxfordhb-9780199596539		oxfordhb/9780199596539					Handbook									10.1093/oxfordhb/9780199596539.001.0001
Corporate Reputation	9780199596706	9780191750380							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199596706.001.0001/oxfordhb-9780199596706		oxfordhb/9780199596706					Handbook									10.1093/oxfordhb/9780199596706.001.0001
Contemporary British and Irish Poetry	9780199596805	9780191751318							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199596805.001.0001/oxfordhb-9780199596805		oxfordhb/9780199596805					Handbook									10.1093/oxfordhb/9780199596805.001.0001
History of International Law	9780199599752	#9.7819E+12							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199599752.001.0001/oxfordhb-9780199599752		oxfordhb/9780199599752					Handbook									10.1093/oxfordhb/9780199599752.001.0001
The Georgian Theatre 1737-1832	9780199600304	9780191756559							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199600304.001.0001/oxfordhb-9780199600304		oxfordhb/9780199600304					Handbook									10.1093/oxfordhb/9780199600304.001.0001
Kierkegaard	9780199601301	9780191750489							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199601301.001.0001/oxfordhb-9780199601301		oxfordhb/9780199601301					Handbook									10.1093/oxfordhb/9780199601301.001.0001
Theology and Modern European Thought	9780199601998	9780191750472							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199601998.001.0001/oxfordhb-9780199601998		oxfordhb/9780199601998					Handbook									10.1093/oxfordhb/9780199601998.001.0001
Archaeology of the Contemporary World	9780199602001	9780191755859							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199602001.001.0001/oxfordhb-9780199602001		oxfordhb/9780199602001					Handbook									10.1093/oxfordhb/9780199602001.001.0001
The History of Communism	9780199602056	9780191756603							http://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199602056.001.0001/oxfordhb-9780199602056		oxfordhb/9780199602056					Handbook									10.1093/oxfordhb/9780199602056.001.0001
Synaesthesia	9780199603329	9780191750885							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199603329.001.0001/oxfordhb-9780199603329		oxfordhb/9780199603329					Handbook									10.1093/oxfordhb/9780199603329.001.0001
Political Science	9780199604456	9780191766879							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199604456.001.0001/oxfordhb-9780199604456		oxfordhb/9780199604456					Handbook									10.1093/oxfordhb/9780199604456.001.0001
Martin Luther's Theology	9780199604708	9780191756610							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199604708.001.0001/oxfordhb-9780199604708		oxfordhb/9780199604708					Handbook									10.1093/oxfordhb/9780199604708.001.0001
Adam Smith	9780199605064	9780191750076							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199605064.001.0001/oxfordhb-9780199605064		oxfordhb/9780199605064					Handbook									10.1093/oxfordhb/9780199605064.001.0001
Economic Inequality	9780199606061	9780191743627							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199606061.001.0001/oxfordhb-9780199606061		oxfordhb/9780199606061					Handbook									10.1093/oxfordhb/9780199606061.001.0001
Shakespeare’s Poetry and Poetics	9780199607747	9780191756634							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199607747.001.0001/oxfordhb-9780199607747		oxfordhb/9780199607747					Handbook									10.1093/oxfordhb/9780199607747.001.0001
