publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Bayesian Inference and Computing for Spatial Point Patterns	978-0-940600-85-0								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/bayesian-inference-and-computing-for-spatial-point-patterns/toc/10.1214/cbms/1530065028	Gelfand	euclid.cbms/1530065028		fulltext		Institute of Mathematical Statistics	Monograph	2018	43278.0	10			euclid.cbms/2329-0978		F
NSF-CBMS Regional Conference Series in Probability and Statistics		2329-0978							https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics		euclid.cbms/2329-0978		fulltext	All content is open.	Institute of Mathematical Statistics	Serial								F
Current Developments in Mathematics, 2002	978-1-57146-102-5								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2002/toc/cdm/1088530396		euclid.cdm/1088530396		fulltext		International Press of Boston	Monograph	2003	38167.0	2002		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics	1089-6384		2002	2002.0		2011-01-01	2010.0	0	https://projecteuclid.org/proceedings/current-developments-in-mathematics		euclid.cdm/1089-6384		fulltext	Titles older than 5 years are open.	International Press of Boston	Monograph								F
Current Developments in Mathematics, 2003	978-1-57146-103-2								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2003/toc/cdm/1118755013		euclid.cdm/1118755013		fulltext		International Press of Boston	Monograph	2004	38517.0	2003		de Jong	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2004	978-1-57146-105-6								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2004/toc/cdm/1223654506		euclid.cdm/1223654506		fulltext		International Press of Boston	Monograph	2006-06	39731.0	2004		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2005	978-1-57146-166-7								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2005/toc/cdm/1223654522		euclid.cdm/1223654522		fulltext		International Press of Boston	Monograph	2007	39731.0	2005		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2006	978-1-57146-167-4								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2006/toc/cdm/1223654539		euclid.cdm/1223654539		fulltext		International Press of Boston	Monograph	2008-02	39731.0	2006		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2007	978-1-57146-134-6								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2007/toc/cdm/1254748600		euclid.cdm/1254748600		fulltext		International Press of Boston	Monograph	2009-04	40091.0	2007		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2008		978-1-57146-139-1							https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2008/toc/cdm/1254748653		euclid.cdm/1254748653		fulltext		International Press of Boston	Monograph	2009-10	40091.0	2008		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2009	978-1-57146-146-9								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2009/toc/cdm/1335196619		euclid.cdm/1335196619		fulltext		International Press of Boston	Monograph	2010-11	41022.0	2009		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2010	978-1-57146-228-2								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2010/toc/cdm/1335196630		euclid.cdm/1335196630		fulltext		International Press of Boston	Monograph	2011-11	41022.0	2010		Jerison	euclid.cdm/1089-6384		F
Address of professor Benjamin Peirce, President of the American Association for the year 1853, on retiring from the duties of President	1-4297-0039-4								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/address-of-professor-benjamin-peirce-president-of-the-american-association-for-the-advancement-of-science-for-the-year-1853-on-retiring-from-the-duties-of-president/toc/10.3792/chmm/1263240516	Peirce	euclid.chmm/1263240516		fulltext		Cornell University Library	Monograph	1853	40189.0				euclid.chmm/2694-5118		F
The algebra of logic	1-4297-0440-3								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/the-algebra-of-logic/toc/10.3792/chmm/1263313783	Couturat	euclid.chmm/1263313783		fulltext		Cornell University Library	Monograph	1914	42313.0			Robinson	euclid.chmm/2694-5118		F
Bibliography of quaternions and allied systems of mathematics	1-4297-0087-4								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/bibliography-of-quaternions-and-allied-systems-of-mathematics/toc/10.3792/chmm/1263317072	Macfarlane	euclid.chmm/1263317072		fulltext		Cornell University Library	Monograph	1904	42313.0				euclid.chmm/2694-5118		F
Bibliographie der höheren algebraischen kurven für den zeitabschnitt von 1890-1904	1-4297-0086-6								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/bibliographie-der-hoheren-algebraischen-kurven-fur-den-zeitabschnitt-von-1890-1904/toc/10.3792/chmm/1263317190	Wieleitner	euclid.chmm/1263317190		fulltext		Cornell University Library	Monograph	1905	42313.0				euclid.chmm/2694-5118		F
Algebraic invariants	1-4297-0042-4								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/algebraic-invariants/toc/10.3792/chmm/1263317248	Dickson	euclid.chmm/1263317248		fulltext		Cornell University Library	Monograph	1914	42313.0				euclid.chmm/2694-5118		F
The algebraic theory of modular systems	1-4297-0441-1								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/the-algebraic-theory-of-modular-systems/toc/10.3792/chmm/1263317740	Macaulay	euclid.chmm/1263317740		fulltext		Cornell University Library	Monograph	1916	42313.0				euclid.chmm/2694-5118		F
Anicii Manlii Torquati Severini Boetii: De institutione arithmetica libri duo. De institutione musica libri quinque. Accedit geometria quae fertur Boetii: E libris manu scriptis edidit Godofredus Friedlein	1-4297-0071-8								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/anicii-manlii-torquati-severini-boetii-de-institutione-arithmetica-libri-duo-de-institutione-musica-libri-quinque-accedit-geometria-quae-fertur-boetii/toc/10.3792/chmm/1424377199	Boëthius	euclid.chmm/1424377199		fulltext		Cornell University Library	Monograph	1867	42313.0			Friedlein	euclid.chmm/2694-5118		F
Applicazioni geometriche del calcolo infinitesimale	1-4297-0077-7								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/applicazioni-geometriche-del-calcolo-infinitesimale/toc/10.3792/chmm/1424377228	Peano	euclid.chmm/1424377228		fulltext		Cornell University Library	Monograph	1887	42313.0				euclid.chmm/2694-5118		F
Apolarität und rationale Curven: Eine systematische Voruntersuchung zu einer allgemeinen Theorie der linearen Räume	1-4297-0074-2								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/apolaritat-und-rationale-curven/toc/10.3792/chmm/1424377263	Meyer	euclid.chmm/1424377263		fulltext		Cornell University Library	Monograph	1883	42313.0				euclid.chmm/2694-5118		F
Advanced calculus: a text upon select parts of differential calculus, differential equations, integral calculus, theory of functions; with numerous exercises	1-4297-0040-8								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/advanced-calculus/toc/10.3792/chmm/1428682280	Wilson	euclid.chmm/1428682280		fulltext		Cornell University Library	Monograph	1912	42313.0				euclid.chmm/2694-5118		F
Astronomie sphérique: notes sur le cours professé pendant l'année 1887	1-4297-0078-5								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/astronomie-spherique/toc/10.3792/chmm/1428684841	Bonnet	euclid.chmm/1428684841		fulltext		Cornell University Library	Monograph	1889	42313.0			Blondin	euclid.chmm/2694-5118		F
Allgemeine Üntersuchungen aus der Theorie der Differentialgleichungen	1-4297-0044-0								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/allgemeine-untersuchungen-aus-der-theorie-der-differentialgleichungen/toc/10.3792/chmm/1428685512	Koenigsberger	euclid.chmm/1428685512		fulltext		Cornell University Library	Monograph	1882	42313.0				euclid.chmm/2694-5118		F
Analytische Geometrie des Punktepaares, des Kegelschnittes und der fläche zweiter Ordnung, zweiter Teilband	1-4297-0069-6								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/analytische-geometrie-des-punktepaares-des-kegelschnittes-und-der-flache-zweiter-ordnung-zweiter-teilband/toc/10.3792/chmm/1428686350	Staude	euclid.chmm/1428686350		fulltext		Cornell University Library	Monograph	1910	42313.0				euclid.chmm/2694-5118		F
Abel's theorem and the allied theory: including the theory of the theta functions	1-4297-0033-5								https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs/abel-s-theorem-and-the-allied-theory/toc/10.3792/chmm/1428686976	Baker	euclid.chmm/1428686976		fulltext		Cornell University Library	Monograph	1897	42313.0				euclid.chmm/2694-5118		F
Cornell University Library Historical Math Monographs		2694-5118							https://projecteuclid.org/ebooks/cornell-university-library-historical-math-monographs		euclid.chmm/2694-5118		fulltext	All content is open.	Cornell University Library	Serial								F
Communications in Information & Systems	1526-7555	2163-4548	2003	3.0	3	2010-01-01	10.0	4	https://projecteuclid.org/journals/communications-in-information-and-systems		communications-in-information-and-systems		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Communications in Mathematical Analysis		1938-9787	2010	8.0	1				https://projecteuclid.org/journals/communications-in-mathematical-analysis		communications-in-mathematical-analysis		fulltext	Articles older than 5 years are open.	Mathematical Research Publishers	Serial								P
Communications in Mathematical Physics	0010-3616	1432-0916	1965	1.0	1	1997-02-01	183.0	3	https://projecteuclid.org/journals/communications-in-mathematical-physics		communications-in-mathematical-physics		fulltext	All content is open.	Springer	Serial								F
Communications in Mathematical Sciences	1539-6746	1945-0796	2003-03	1.0	1	2010-12-01	8.0	4	https://projecteuclid.org/journals/communications-in-mathematical-sciences		communications-in-mathematical-sciences		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Differential and Integral Equations	0893-4983		1988	1.0	1				https://projecteuclid.org/journals/differential-and-integral-equations		differential-and-integral-equations		fulltext	Articles older than 10 years are open.	Khayyam Publishing, Inc.	Serial								P
Duke Mathematical Journal	0012-7094	1547-7398	1935-03	1.0	1				https://projecteuclid.org/journals/duke-mathematical-journal		duke-mathematical-journal		fulltext	Available by subscription only.	Duke University Press	Serial								P
Electronic Communications in Probability		1083-589X	1996	1.0					https://projecteuclid.org/journals/electronic-communications-in-probability		electronic-communications-in-probability		fulltext	All content is open.	Institute of Mathematical Statistics and Bernoulli Society	Serial								F
Electronic Journal of Probability		1083-6489	1996	1.0					https://projecteuclid.org/journals/electronic-journal-of-probability		electronic-journal-of-probability		fulltext	All content is open.	Institute of Mathematical Statistics and Bernoulli Society	Serial								F
Electronic Journal of Statistics		1935-7524	2007	1.0					https://projecteuclid.org/journals/electronic-journal-of-statistics		electronic-journal-of-statistics		fulltext	All content is open.	Institute of Mathematical Statistics and Bernoulli Society	Serial								F
Experimental Mathematics	1058-6458	1944-950X	1992	1.0	1	2012-01-01	21.0	4	https://projecteuclid.org/journals/experimental-mathematics		experimental-mathematics		fulltext	Articles older than 5 years are open.	A K Peters, Ltd.	Serial								F
Functiones et Approximatio Commentarii Mathematici	0208-6573	2080-9433	2006-01	35.0	1				https://projecteuclid.org/journals/functiones-et-approximatio-commentarii-mathematici		functiones-et-approximatio-commentarii-mathematici		fulltext	Articles older than 5 years are open.	Adam Mickiewicz University, Faculty of Mathematics and Computer Science	Serial								P
Geometry & Topology	1465-3060	1364-0380	1997	1.0	1				https://projecteuclid.org/journals/geometry-and-topology		geometry-and-topology		fulltext	Articles older than 5 years are open.	MSP	Serial								P
Homology, Homotopy and Applications	1532-0073	1532-0081	1999	1.0	1	2014-01-01	16.0	2	https://projecteuclid.org/journals/homology-homotopy-and-applications		homology-homotopy-and-applications		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Journal of Science of the Hiroshima University, Series A-I (Mathematics)	0386-3026		1961	25.0	1	1970-01-01	34.0	2	https://projecteuclid.org/journals/hiroshima-mathematical-journal		hiroshima-mathematical-journal		fulltext		Hiroshima University, Mathematics Program	Serial							euclid.hmj/0386-3018	F
Journal of Faculty of Science, Hokkaido Imperial University. Series I. Mathematics		2434-2904	1930	1.0	1	1946-01-01	11.0	1	https://projecteuclid.org/journals/hokkaido-mathematical-journal		hokkaido-mathematical-journal		fulltext		Hokkaido University, Department of Mathematics	Serial							euclid.hokmj/2189-3187	F
Innovations in Incidence Geometry  Algebraic, Topological and Combinatorial	2640-7337	2640-7345	2018	16.0	1				https://projecteuclid.org/journals/innovations-in-incidence-geometry-algebraic-topological-and-combinatorial		innovations-in-incidence-geometry-algebraic-topological-and-combinatorial		fulltext		MSP	Serial							euclid.iig/1781-6475	F
International Journal of Differential Equations	1687-9643	1687-9651	2009	2009.0					https://projecteuclid.org/journals/international-journal-of-differential-equations		international-journal-of-differential-equations		fulltext	Articles older than 5 years are open.	Hindawi	Serial							euclid.ijde/1687-4099	P
Illinois Journal of Mathematics	0019-2082	1945-6581	1957-03	1.0	1				https://projecteuclid.org/journals/illinois-journal-of-mathematics		illinois-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Duke University Press	Serial								P
Internet Mathematics	1542-7951	1944-9488	2003	1.0	1	2012-01-01	8.0	4	https://projecteuclid.org/journals/internet-mathematics		internet-mathematics		fulltext	Articles older than 5 years are open.	A K Peters, Ltd.	Serial								F
Beyond Parametrics in Interdisciplinary Research: Festschrift in Honor of Professor Pranab K. Sen	978-0-940600-73-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/beyond-parametrics-in-interdisciplinary-research-festschrift-in-honor-of-professor-pranab-k-sen/toc/10.1214/imsc/1207058254		euclid.imsc/1207058254		fulltext		Institute of Mathematical Statistics	Monograph	2008	42313.0	1		Balakrishnan	euclid.imsc/1939-4039		F
Probability and Statistics: Essays in Honor of David A. Freedman	978-0-940600-74-4								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/probability-and-statistics-essays-in-honor-of-david-a-freedman/toc/10.1214/imsc/1207580069		euclid.imsc/1207580069		fulltext		Institute of Mathematical Statistics	Monograph	2008	42313.0	2		Nolan	euclid.imsc/1939-4039		F
Pushing the Limits of Contemporary Statistics: Contributions in Honor of Jayanta K. Ghosh	978-0-940600-75-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/pushing-the-limits-of-contemporary-statistics-contributions-in-honor-of-jayanta-k-ghosh/toc/10.1214/imsc/1209398451		euclid.imsc/1209398451		fulltext		Institute of Mathematical Statistics	Monograph	2008	42313.0	3		Clarke	euclid.imsc/1939-4039		F
Markov Processes and Related Topics: A Festschrift for Thomas G. Kurtz	978-0-940600-76-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/markov-processes-and-related-topics-a-festschrift-for-thomas-g-kurtz/toc/10.1214/074921708		euclid.imsc/1233152925		fulltext		Institute of Mathematical Statistics	Monograph	2008	42313.0	4		Ethier	euclid.imsc/1939-4039		F
High Dimensional Probability V: The Luminy Volume	978-0-940600-78-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/high-dimensional-probability-v-the-luminy-volume/toc/10.1214/imsc/1265119251		euclid.imsc/1265119251		fulltext		Institute of Mathematical Statistics	Monograph	2009	42313.0	5		Houdré	euclid.imsc/1939-4039		F
Borrowing Strength: Theory Powering Applications  A Festschrift for Lawrence D. Brown	978-0-940600-79-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/borrowing-strength-theory-powering-applications-a-festschrift-for-lawrence-d-brown/toc/10.1214/10-IMSCOLL6		euclid.imsc/1288098997		fulltext		Institute of Mathematical Statistics	Monograph	2010	42866.0	6		Berger	euclid.imsc/1939-4039		F
Nonparametrics and Robustness in Modern Statistical Inference and Time Series Analysis: A Festschrift in honor of Professor Jana Jure?ková	978-0-940600-80-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/nonparametrics-and-robustness-in-modern-statistical-inference-and-time-series-analysis-a-festschrift-in-honor-of-professor-jana-jureckova/toc/10.1214/10-IMSCOLL7		euclid.imsc/1291044731		fulltext		Institute of Mathematical Statistics	Monograph	2010	42867.0	7		Antoch	euclid.imsc/1939-4039		F
Contemporary Developments in Bayesian Analysis and Statistical Decision Theory: A Festschrift for William E. Strawderman	978-0-940600-81-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/contemporary-developments-in-bayesian-analysis-and-statistical-decision-theory-a-festschrift-for-william-e-strawderman/toc/10.1214/11-IMSCOLL8		euclid.imsc/1331731600		fulltext		Institute of Mathematical Statistics	Monograph	2012	42313.0	8		Fourdrinier	euclid.imsc/1939-4039		F
From Probability to Statistics and Back: High-Dimensional Models and Processes -- A Festschrift in Honor of Jon A. Wellner	978-0-940600-83-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/from-probability-to-statistics-and-back-high-dimensional-models-and-processes-a-festschrift-in-honor-of-jon-a-wellner/toc/10.1214/12-IMSCOLL9		euclid.imsc/1362751167		fulltext		Institute of Mathematical Statistics	Monograph	2013	42313.0	9		Banerjee	euclid.imsc/1939-4039		F
Advances in Modern Statistical Theory and Applications: A Festschrift in honor of Morris L. Eaton	978-0-940600-84-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/advances-in-modern-statistical-theory-and-applications-a-festschrift-in-honor-of-morris-l-eaton/toc/10.1214/12-IMSCOLL10		euclid.imsc/1379942038		fulltext		Institute of Mathematical Statistics	Monograph	2013	42313.0	10		Jones	euclid.imsc/1939-4039		F
Institute of Mathematical Statistics Collections	1939-4039		2008	1.0		2013-01-01	10.0		https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections		euclid.imsc/1939-4039		fulltext	All content is open.	Institute of Mathematical Statistics	Serial								F
Involve: A Journal of Mathematics	1944-4176	1944-4184	2008	1.0	1				https://projecteuclid.org/journals/involve-a-journal-of-mathematics		involve-a-journal-of-mathematics		fulltext	Articles older than 5 years are open.	MSP	Serial								P
International Statistical Review	0306-7734		2003-04	71.0	1	2006-12-01	74.0	3	https://projecteuclid.org/journals/international-statistical-review		international-statistical-review		fulltext	Available by subscription only.	International Statistical Institute	Serial								P
Journal of Applied Mathematics	1110-757X	1687-0042	2001	1.0	1				https://projecteuclid.org/journals/journal-of-applied-mathematics		journal-of-applied-mathematics		fulltext	Articles older than 5 years are open.	Hindawi	Serial								P
Journal of Applied Probability	0021-9002	1475-6072	2011-03	48.0	1	2016-12-01	53.0	4	https://projecteuclid.org/journals/journal-of-applied-probability		journal-of-applied-probability		fulltext	Available by subscription only.	Applied Probability Trust	Serial								P
Journal of Commutative Algebra	1939-2346		2009	1.0	1				https://projecteuclid.org/journals/journal-of-commutative-algebra		journal-of-commutative-algebra		fulltext	Articles older than 5 years are open.	Rocky Mountain Mathematics Consortium	Serial								P
Journal of Differential Geometry	0022-040X		1967	1.0	1-2				https://projecteuclid.org/journals/journal-of-differential-geometry		journal-of-differential-geometry		fulltext	Articles older than 4 years are open.	Lehigh University	Serial								P
Journal of Generalized Lie Theory and Applications	1736-5279	1736-4337	2009-03	3.0	1	2016-01-01	10.0	S2	https://projecteuclid.org/journals/journal-of-generalized-lie-theory-and-applications		journal-of-generalized-lie-theory-and-applications		fulltext	Articles older than 5 years are open.	Ashdin Publishing	Serial								F
Journal of Geometry and Symmetry in Physics	1312-5192	1314-5673	2004	1.0					https://projecteuclid.org/journals/journal-of-geometry-and-symmetry-in-physics		journal-of-geometry-and-symmetry-in-physics		fulltext	Articles older than 5 years are open.	Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Serial								P
Journal of Integral Equations and Applications	0897-3962		1988	1.0	1				https://projecteuclid.org/journals/journal-of-integral-equations-and-applications		journal-of-integral-equations-and-applications		fulltext	Articles older than 5 years are open.	Rocky Mountain Mathematics Consortium	Serial								P
Japan Journal of Industrial and Applied Mathematics	0916-7005		2006-02	23.0	1	2009-10-01	26.0	2-3	https://projecteuclid.org/journals/japan-journal-of-industrial-and-applied-mathematics		japan-journal-of-industrial-and-applied-mathematics		fulltext	Articles older than 5 years are open.	Japan Society for Industrial and Applied Mathematics	Serial								F
Journal of the Mathematical Society of Japan	0025-5645	1881-1167	1948-09	1.0	1				https://projecteuclid.org/journals/journal-of-the-mathematical-society-of-japan		journal-of-the-mathematical-society-of-japan		fulltext	Articles older than 3 years are open.	Mathematical Society of Japan	Serial								P
Journal of Physical Mathematics	2090-0899	2090-0902	2009-12	1.0		2016-01-01	7.0	4	https://projecteuclid.org/journals/journal-of-physical-mathematics		journal-of-physical-mathematics		fulltext	Articles older than 5 years are open.	Ashdin Publishing	Serial								F
Journal of Symplectic Geometry	1527-5256	1540-2347	2001-12	1.0	1	2014-12-01	12.0	4	https://projecteuclid.org/journals/journal-of-symplectic-geometry		journal-of-symplectic-geometry		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Journal of Symbolic Logic	0022-4812	1943-5886	2002-03	67.0	1	2013-12-01	78.0	4	https://projecteuclid.org/journals/journal-of-symbolic-logic		journal-of-symbolic-logic		fulltext	Available by subscription only.	Association for Symbolic Logic	Serial								P
Kyoto Journal of Mathematics	2156-2261	2154-3321	2010	50.0	1				https://projecteuclid.org/journals/kyoto-journal-of-mathematics		kyoto-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Duke University Press	Serial							euclid.kjm/0023-608X	P
Kodai Mathematical Journal	0386-5991	1881-5472	1978	1.0	1				https://projecteuclid.org/journals/kodai-mathematical-journal		kodai-mathematical-journal		fulltext	Articles older than 5 years are open.	Tokyo Institute of Technology, Department of Mathematics	Serial							euclid.kmj/0023-2599	P
Lecture Notes in Logic			1993	1.0		1998-01-01	12.0		https://projecteuclid.org/ebooks/lecture-notes-in-logic		euclid.lnl		fulltext	All content is open.	Association for Symbolic Logic	Serial								F
Logic Colloquium '96: Proceedings of the Colloquium held in San Sebastián, Spain, July 9-15, 1996	3-540-64668-X								https://projecteuclid.org/ebooks/lecture-notes-in-logic/logic-colloquium-96-proceedings-of-the-colloquium-held-in-san-sebastian-spain-july-9-15-1996/toc/lnl/1235413586		euclid.lnl/1235413586		fulltext		Association for Symbolic Logic	Monograph	1998	39867.0	12		Larrazabal	euclid.lnl		F
Logic Colloquium '95: Proceedings of the Annual European Summer Meeting of the Association of Symbolic Logic, held in Haifa, Israel, August 9-18, 1995	3-540-63994-2								https://projecteuclid.org/ebooks/lecture-notes-in-logic/logic-colloquium-95-proceedings-of-the-annual-european-summer-meeting-of-the-association-of-symbolic-logic-held-in-haifa-israel-august-9-18-1995/toc/lnl/1235415894		euclid.lnl/1235415894		fulltext		Association for Symbolic Logic	Monograph	1998	39867.0	11		Makowsky	euclid.lnl		F
Aspects of Incompleteness	3-540-63213-1								https://projecteuclid.org/ebooks/lecture-notes-in-logic/aspects-of-incompleteness/toc/lnl/1235416274	Lindström	euclid.lnl/1235416274		fulltext		Association for Symbolic Logic	Monograph	1997	39867.0	10			euclid.lnl		F
Bounded Variable Logics and Counting: A Study in Finite Models	3-540-62037-0								https://projecteuclid.org/ebooks/lecture-notes-in-logic/bounded-variable-logics-and-counting-a-study-in-finite-models/toc/lnl/1235416490	Otto	euclid.lnl/1235416490		fulltext		Association for Symbolic Logic	Monograph	1997	39867.0	9			euclid.lnl		F
The Core Model Iterability Problem	3-540-61938-0								https://projecteuclid.org/ebooks/lecture-notes-in-logic/the-core-model-iterability-problem/toc/lnl/1235416883	Steel	euclid.lnl/1235416883		fulltext		Association for Symbolic Logic	Monograph	1996	39867.0	8			euclid.lnl		F
A General Algebraic Semantics for Sentential Logics, 2nd Edition									https://projecteuclid.org/ebooks/lecture-notes-in-logic/a-general-algebraic-semantics-for-sentential-logics-2nd-edition/toc/lnl/1235416965	Font	euclid.lnl/1235416965		fulltext		Association for Symbolic Logic	Monograph	2009	39867.0	7	2nd edition		euclid.lnl		F
Gödel '96: Logical foundations of mathematics, computer science and physics---Kurt Gödel's legacy, Brno, Czech Republic, August 1996, proceedings	3-540-61434-6								https://projecteuclid.org/ebooks/lecture-notes-in-logic/godel-96-logical-foundations-of-mathematics-computer-science-and-physics-kurt-godel-s-legacy-brno-czech-republic-august-1996-proceedings/toc/lnl/1235417007		euclid.lnl/1235417007		fulltext		Association for Symbolic Logic	Monograph	1996	39867.0	6		Hájek	euclid.lnl		F
Model Theory of Fields	3-540-60741-2								https://projecteuclid.org/ebooks/lecture-notes-in-logic/model-theory-of-fields/toc/lnl/1235423151	Marker	euclid.lnl/1235423151		fulltext		Association for Symbolic Logic	Monograph	1996	39867.0	5			euclid.lnl		F
Descriptive Set Theory and Forcing: How to Prove Theorems about Borel Sets the Hard Way	3-540-60059-0								https://projecteuclid.org/ebooks/lecture-notes-in-logic/descriptive-set-theory-and-forcing-how-to-prove-theorems-about-borel-sets-the-hard-way/toc/lnl/1235423343	Miller	euclid.lnl/1235423343		fulltext		Association for Symbolic Logic	Monograph	1995	39867.0	4			euclid.lnl		F
Fine Structure and Iteration Trees	3-540-57494-8								https://projecteuclid.org/ebooks/lecture-notes-in-logic/fine-structure-and-iteration-trees/toc/lnl/1235423427	Mitchell	euclid.lnl/1235423427		fulltext		Association for Symbolic Logic	Monograph	1994	39867.0	3			euclid.lnl		F
Logic Colloquium '90: ASL Summer Meeting in Helsinki	3-540-57094-2								https://projecteuclid.org/ebooks/lecture-notes-in-logic/logic-colloquium-90-asl-summer-meeting-in-helsinki/toc/lnl/1235423701		euclid.lnl/1235423701		fulltext		Association for Symbolic Logic	Monograph	1993	39867.0	2		Oikkonen	euclid.lnl		F
Recursion Theory	3-540-57093-4								https://projecteuclid.org/ebooks/lecture-notes-in-logic/recursion-theory/toc/lnl/1235423973	Shoenfield	euclid.lnl/1235423973		fulltext		Association for Symbolic Logic	Monograph	1993	39867.0	1			euclid.lnl		F
Institute of Mathematical Statistics Lecture Notes - Monograph Series	0749-2170		1981	1.0		2009-01-01	57.0		https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series		euclid.lnms/0749-2170		fulltext	All content is open.	Institute of Mathematical Statistics	Serial								F
Stein's Method: Expository Lectures and Applications	0-940600-62-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stein-s-method/toc/10.1214/lnms/1196283792		euclid.lnms/1196283792		fulltext		Institute of Mathematical Statistics	Monograph	2004	39414.0	46		Diaconis	euclid.lnms/0749-2170		F
Optimality: The Second Erich L. Lehmann Symposium, May 1922, 2004, Rice University	0-940600-66-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/optimality/toc/10.1214/lnms/1196283943		euclid.lnms/1196283943		fulltext		Institute of Mathematical Statistics	Monograph	2006	39414.0	49		Rojo	euclid.lnms/0749-2170		F
Recent Developments in Nonparametric Inference and Probability: Festschrift for Michael Woodroofe	0-940600-66-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/recent-developments-in-nonparametric-inference-and-probability/toc/10.1214/lnms/1196284044		euclid.lnms/1196284044		fulltext		Institute of Mathematical Statistics	Monograph	2006	39414.0	50		Sun	euclid.lnms/0749-2170		F
High Dimensional Probability: Proceedings of the Fourth International Conference	978-0-940600-67-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/high-dimensional-probability/toc/10.1214/lnms/1196284095		euclid.lnms/1196284095		fulltext		Institute of Mathematical Statistics	Monograph	2006	39414.0	51		Giné	euclid.lnms/0749-2170		F
