publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
High Dimensional Probability V: The Luminy Volume	978-0-940600-78-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/high-dimensional-probability-v-the-luminy-volume/toc/10.1214/imsc/1265119251		euclid.imsc/1265119251		fulltext		Institute of Mathematical Statistics	Monograph	2009.0	42313.0	5		Houdré	euclid.imsc/1939-4039		F
Borrowing Strength: Theory Powering Applications  A Festschrift for Lawrence D. Brown	978-0-940600-79-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/borrowing-strength-theory-powering-applications-a-festschrift-for-lawrence-d-brown/toc/10.1214/10-IMSCOLL6		euclid.imsc/1288098997		fulltext		Institute of Mathematical Statistics	Monograph	2010.0	42866.0	6		Berger	euclid.imsc/1939-4039		F
Nonparametrics and Robustness in Modern Statistical Inference and Time Series Analysis: A Festschrift in honor of Professor Jana Jure?ková	978-0-940600-80-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/nonparametrics-and-robustness-in-modern-statistical-inference-and-time-series-analysis-a-festschrift-in-honor-of-professor-jana-jureckova/toc/10.1214/10-IMSCOLL7		euclid.imsc/1291044731		fulltext		Institute of Mathematical Statistics	Monograph	2010.0	42867.0	7		Antoch	euclid.imsc/1939-4039		F
Contemporary Developments in Bayesian Analysis and Statistical Decision Theory: A Festschrift for William E. Strawderman	978-0-940600-81-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/contemporary-developments-in-bayesian-analysis-and-statistical-decision-theory-a-festschrift-for-william-e-strawderman/toc/10.1214/11-IMSCOLL8		euclid.imsc/1331731600		fulltext		Institute of Mathematical Statistics	Monograph	2012.0	42313.0	8		Fourdrinier	euclid.imsc/1939-4039		F
From Probability to Statistics and Back: High-Dimensional Models and Processes -- A Festschrift in Honor of Jon A. Wellner	978-0-940600-83-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/from-probability-to-statistics-and-back-high-dimensional-models-and-processes-a-festschrift-in-honor-of-jon-a-wellner/toc/10.1214/12-IMSCOLL9		euclid.imsc/1362751167		fulltext		Institute of Mathematical Statistics	Monograph	2013.0	42313.0	9		Banerjee	euclid.imsc/1939-4039		F
Advances in Modern Statistical Theory and Applications: A Festschrift in honor of Morris L. Eaton	978-0-940600-84-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections/advances-in-modern-statistical-theory-and-applications-a-festschrift-in-honor-of-morris-l-eaton/toc/10.1214/12-IMSCOLL10		euclid.imsc/1379942038		fulltext		Institute of Mathematical Statistics	Monograph	2013.0	42313.0	10		Jones	euclid.imsc/1939-4039		F
Institute of Mathematical Statistics Collections	1939-4039		2008	1.0		2013-01-01	10.0		https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-collections		euclid.imsc/1939-4039		fulltext	All content is open.	Institute of Mathematical Statistics	Serial								F
Lecture Notes in Logic			1993	1.0		1998-01-01	12.0		https://projecteuclid.org/ebooks/lecture-notes-in-logic		euclid.lnl		fulltext	All content is open.	Association for Symbolic Logic	Serial								F
Logic Colloquium '96: Proceedings of the Colloquium held in San Sebastián, Spain, July 9-15, 1996	3-540-64668-X								https://projecteuclid.org/ebooks/lecture-notes-in-logic/logic-colloquium-96-proceedings-of-the-colloquium-held-in-san-sebastian-spain-july-9-15-1996/toc/lnl/1235413586		euclid.lnl/1235413586		fulltext		Association for Symbolic Logic	Monograph	1998.0	39867.0	12		Larrazabal	euclid.lnl		F
Logic Colloquium '95: Proceedings of the Annual European Summer Meeting of the Association of Symbolic Logic, held in Haifa, Israel, August 9-18, 1995	3-540-63994-2								https://projecteuclid.org/ebooks/lecture-notes-in-logic/logic-colloquium-95-proceedings-of-the-annual-european-summer-meeting-of-the-association-of-symbolic-logic-held-in-haifa-israel-august-9-18-1995/toc/lnl/1235415894		euclid.lnl/1235415894		fulltext		Association for Symbolic Logic	Monograph	1998.0	39867.0	11		Makowsky	euclid.lnl		F
Aspects of Incompleteness	3-540-63213-1								https://projecteuclid.org/ebooks/lecture-notes-in-logic/aspects-of-incompleteness/toc/lnl/1235416274	Lindström	euclid.lnl/1235416274		fulltext		Association for Symbolic Logic	Monograph	1997.0	39867.0	10			euclid.lnl		F
Bounded Variable Logics and Counting: A Study in Finite Models	3-540-62037-0								https://projecteuclid.org/ebooks/lecture-notes-in-logic/bounded-variable-logics-and-counting-a-study-in-finite-models/toc/lnl/1235416490	Otto	euclid.lnl/1235416490		fulltext		Association for Symbolic Logic	Monograph	1997.0	39867.0	9			euclid.lnl		F
The Core Model Iterability Problem	3-540-61938-0								https://projecteuclid.org/ebooks/lecture-notes-in-logic/the-core-model-iterability-problem/toc/lnl/1235416883	Steel	euclid.lnl/1235416883		fulltext		Association for Symbolic Logic	Monograph	1996.0	39867.0	8			euclid.lnl		F
A General Algebraic Semantics for Sentential Logics, 2nd Edition									https://projecteuclid.org/ebooks/lecture-notes-in-logic/a-general-algebraic-semantics-for-sentential-logics-2nd-edition/toc/lnl/1235416965	Font	euclid.lnl/1235416965		fulltext		Association for Symbolic Logic	Monograph	2009.0	39867.0	7	2nd edition		euclid.lnl		F
Gödel '96: Logical foundations of mathematics, computer science and physics---Kurt Gödel's legacy, Brno, Czech Republic, August 1996, proceedings	3-540-61434-6								https://projecteuclid.org/ebooks/lecture-notes-in-logic/godel-96-logical-foundations-of-mathematics-computer-science-and-physics-kurt-godel-s-legacy-brno-czech-republic-august-1996-proceedings/toc/lnl/1235417007		euclid.lnl/1235417007		fulltext		Association for Symbolic Logic	Monograph	1996.0	39867.0	6		Hájek	euclid.lnl		F
Model Theory of Fields	3-540-60741-2								https://projecteuclid.org/ebooks/lecture-notes-in-logic/model-theory-of-fields/toc/lnl/1235423151	Marker	euclid.lnl/1235423151		fulltext		Association for Symbolic Logic	Monograph	1996.0	39867.0	5			euclid.lnl		F
Descriptive Set Theory and Forcing: How to Prove Theorems about Borel Sets the Hard Way	3-540-60059-0								https://projecteuclid.org/ebooks/lecture-notes-in-logic/descriptive-set-theory-and-forcing-how-to-prove-theorems-about-borel-sets-the-hard-way/toc/lnl/1235423343	Miller	euclid.lnl/1235423343		fulltext		Association for Symbolic Logic	Monograph	1995.0	39867.0	4			euclid.lnl		F
Fine Structure and Iteration Trees	3-540-57494-8								https://projecteuclid.org/ebooks/lecture-notes-in-logic/fine-structure-and-iteration-trees/toc/lnl/1235423427	Mitchell	euclid.lnl/1235423427		fulltext		Association for Symbolic Logic	Monograph	1994.0	39867.0	3			euclid.lnl		F
Logic Colloquium '90: ASL Summer Meeting in Helsinki	3-540-57094-2								https://projecteuclid.org/ebooks/lecture-notes-in-logic/logic-colloquium-90-asl-summer-meeting-in-helsinki/toc/lnl/1235423701		euclid.lnl/1235423701		fulltext		Association for Symbolic Logic	Monograph	1993.0	39867.0	2		Oikkonen	euclid.lnl		F
Recursion Theory	3-540-57093-4								https://projecteuclid.org/ebooks/lecture-notes-in-logic/recursion-theory/toc/lnl/1235423973	Shoenfield	euclid.lnl/1235423973		fulltext		Association for Symbolic Logic	Monograph	1993.0	39867.0	1			euclid.lnl		F
Institute of Mathematical Statistics Lecture Notes - Monograph Series	0749-2170		1981	1.0		2009-01-01	57.0		https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series		euclid.lnms/0749-2170		fulltext	All content is open.	Institute of Mathematical Statistics	Serial								F
Stein's Method: Expository Lectures and Applications	0-940600-62-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stein-s-method/toc/10.1214/lnms/1196283792		euclid.lnms/1196283792		fulltext		Institute of Mathematical Statistics	Monograph	2004.0	39414.0	46		Diaconis	euclid.lnms/0749-2170		F
Optimality: The Second Erich L. Lehmann Symposium, May 1922, 2004, Rice University	0-940600-66-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/optimality/toc/10.1214/lnms/1196283943		euclid.lnms/1196283943		fulltext		Institute of Mathematical Statistics	Monograph	2006.0	39414.0	49		Rojo	euclid.lnms/0749-2170		F
Recent Developments in Nonparametric Inference and Probability: Festschrift for Michael Woodroofe	0-940600-66-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/recent-developments-in-nonparametric-inference-and-probability/toc/10.1214/lnms/1196284044		euclid.lnms/1196284044		fulltext		Institute of Mathematical Statistics	Monograph	2006.0	39414.0	50		Sun	euclid.lnms/0749-2170		F
High Dimensional Probability: Proceedings of the Fourth International Conference	978-0-940600-67-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/high-dimensional-probability/toc/10.1214/lnms/1196284095		euclid.lnms/1196284095		fulltext		Institute of Mathematical Statistics	Monograph	2006.0	39414.0	51		Giné	euclid.lnms/0749-2170		F
Multivariate Statistics: A Vector Space Approach	978-0-940600-69-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/multivariate-statistics/toc/10.1214/lnms/1196285102	Eaton	euclid.lnms/1196285102		fulltext		Institute of Mathematical Statistics	Monograph	2007.0	39414.0	53			euclid.lnms/0749-2170		F
A Festschrift for Herman Rubin	0-940600-61-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/a-festschrift-for-herman-rubin/toc/10.1214/lnms/1196285369		euclid.lnms/1196285369		fulltext		Institute of Mathematical Statistics	Monograph	2004.0	39414.0	45		DasGupta	euclid.lnms/0749-2170		F
Recent Developments in Multiple Comparison Procedures	0-940600-63-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/recent-developments-in-multiple-comparison-procedures/toc/10.1214/lnms/1196285619		euclid.lnms/1196285619		fulltext		Institute of Mathematical Statistics	Monograph	2004.0	39414.0	47		Benjamini	euclid.lnms/0749-2170		F
Dynamics & Stochastics: Festschrift in honor of M. S. Keane	0-940600-64-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/dynamics-stochastics/toc/10.1214/lnms/1196285797		euclid.lnms/1196285797		fulltext		Institute of Mathematical Statistics	Monograph	2006.0	39414.0	48		Denteneer	euclid.lnms/0749-2170		F
Time Series and Related Topics: In Memory of Ching-Zong Wei	978-0-940600-68-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/time-series-and-related-topics/toc/10.1214/lnms/1196285955		euclid.lnms/1196285955		fulltext		Institute of Mathematical Statistics	Monograph	2006.0	39414.0	52		Ho	euclid.lnms/0749-2170		F
Complex Datasets and Inverse Problems: Tomography, Networks and Beyond	978-0-940600-70-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/complex-datasets-and-inverse-problems/toc/10.1214/lnms/1196794933		euclid.lnms/1196794933		fulltext		Institute of Mathematical Statistics	Monograph	2007.0	39420.0	54		Liu	euclid.lnms/0749-2170		F
Asymptotics: Particles, Processes and Inverse Problems: Festschrift for Piet Groeneboom	978-0-940600-71-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/asymptotics-particles-processes-and-inverse-problems/toc/10.1214/lnms/1196797058		euclid.lnms/1196797058		fulltext		Institute of Mathematical Statistics	Monograph	2007.0	39420.0	55		Cator	euclid.lnms/0749-2170		F
Pac-Bayesian Supervised Classification: The Thermodynamics of Statistical Learning	978-0-940600-72-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/pac-bayesian-supervised-classification/toc/10.1214/074921707000000391	Catoni	euclid.lnms/1199996410		fulltext		Institute of Mathematical Statistics	Monograph	2007.0	39457.0	56			euclid.lnms/0749-2170		F
The First Erich L. Lehmann Symposium---Optimality: Papers from the symposium held in Guanajuato, May 23--25, 2002	0-940600-59-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/the-first-erich-l-lehmann-symposium-optimality/toc/10.1214/lnms/1215006758		euclid.lnms/1215006758		fulltext		Institute of Mathematical Statistics	Monograph	2004.0	39631.0	44		Rojo	euclid.lnms/0749-2170		F
Game theory, optimal stopping, probability and statistics: Papers in honor of Thomas S. Ferguson	0-940600-48-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/game-theory-optimal-stopping-probability-and-statistics/toc/10.1214/lnms/1215089731		euclid.lnms/1215089731		fulltext		Institute of Mathematical Statistics	Monograph	2000.0	39632.0	35		Bruss	euclid.lnms/0749-2170		F
State of the art in probability and statistics: Festschrift for Willem R. van Zwet, Papers from the symposium held at the University of Leiden, Leiden, March 23--26, 1999	0-940600-50-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/state-of-the-art-in-probability-and-statistics/toc/10.1214/lnms/1215090053		euclid.lnms/1215090053		fulltext		Institute of Mathematical Statistics	Monograph	2001.0	39632.0	36		de Gunst	euclid.lnms/0749-2170		F
Selected Proceedings of the Symposium on Inference for Stochastic Processes: Held at the University of Georgia, Athens, GA, May 10--12, 2000	0-940600-51-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/selected-proceedings-of-the-symposium-on-inference-for-stochastic-processes/toc/10.1214/lnms/1215090677		euclid.lnms/1215090677		fulltext		Institute of Mathematical Statistics	Monograph	2001.0	39632.0	37		Basawa	euclid.lnms/0749-2170		F
R. R. Bahadur's lectures on the theory of estimation: Edited and with a preface by Stephen M. Stigler, Wing Hung Wong and Daming Xu	0-940600-53-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/r-r-bahadur-s-lectures-on-the-theory-of-estimation/toc/10.1214/lnms/1215091005	Bahadur	euclid.lnms/1215091005		fulltext		Institute of Mathematical Statistics	Monograph	2002.0	39632.0	39		Stigler	euclid.lnms/0749-2170		F
Statistics and science: a Festschrift for Terry Speed	0-940600-56-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/statistics-and-science-a-festschrift-for-terry-speed/toc/10.1214/lnms/1215091126		euclid.lnms/1215091126		fulltext		Institute of Mathematical Statistics	Monograph	2003.0	39632.0	40		Goldstein	euclid.lnms/0749-2170		F
Probability, statistics and their applications: papers in honor of Rabi Bhattacharya	0-940600-55-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/probability-statistics-and-their-applications-papers-in-honor-of-rabi-bhattacharya/toc/10.1214/lnms/1215091650		euclid.lnms/1215091650		fulltext		Institute of Mathematical Statistics	Monograph	2003.0	39632.0	41		Athreya	euclid.lnms/0749-2170		F
Mathematical statistics and applications: Festschrift for Constance van Eeden	0-940600-57-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/mathematical-statistics-and-applications/toc/10.1214/lnms/1215091920		euclid.lnms/1215091920		fulltext		Institute of Mathematical Statistics	Monograph	2003.0	39632.0	42		Moore	euclid.lnms/0749-2170		F
Crossing boundaries: statistical essays in honor of Jack Hall	0-940600-58-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/crossing-boundaries-statistical-essays-in-honor-of-jack-hall/toc/10.1214/lnms/1215092381		euclid.lnms/1215092381		fulltext		Institute of Mathematical Statistics	Monograph	2003.0	39632.0	43		Kolassa	euclid.lnms/0749-2170		F
Adaptive designs: Papers from the Joint AMS-IMS-SIAM Summer Conference held at Mt. Holyoke College, South Hadley, MA, July 1992	0-940600-36-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/adaptive-designs/toc/10.1214/lnms/1215451468		euclid.lnms/1215451468		fulltext		Institute of Mathematical Statistics	Monograph	1995.0	39636.0	25		Flournoy	euclid.lnms/0749-2170		F
Stochastic differential equations in infinite-dimensional spaces: An extended version of the lectures delivered by Gopinath Kallianpur as part of the 1993 Barrett Lectures at the University of Tennessee, Knoxville, TN.	0-940600-38-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stochastic-differential-equations-in-infinite-dimensional-spaces/toc/10.1214/lnms/1215451864	Kallianpur	euclid.lnms/1215451864		fulltext		Institute of Mathematical Statistics	Monograph	1995.0	39636.0	26			euclid.lnms/0749-2170		F
Analysis of censored data	0-940600-39-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/analysis-of-censored-data/toc/10.1214/lnms/1215452207		euclid.lnms/1215452207		fulltext		Institute of Mathematical Statistics	Monograph	1995.0	39636.0	27		Koul	euclid.lnms/0749-2170		F
Distributions with fixed marginals and related topics	0-940600-40-4								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/distributions-with-fixed-marginals-and-related-topics/toc/10.1214/lnms/1215452598		euclid.lnms/1215452598		fulltext		Institute of Mathematical Statistics	Monograph	1996.0	39636.0	28		Rüschendorf	euclid.lnms/0749-2170		F
Bayesian robustness	0-940600-41-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/bayesian-robustness/toc/10.1214/lnms/1215453054		euclid.lnms/1215453054		fulltext		Institute of Mathematical Statistics	Monograph	1996.0	39636.0	29		Berger	euclid.lnms/0749-2170		F
Statistics, probability and game theory: Papers in honor of David Blackwell	0-940600-42-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/statistics-probability-and-game-theory/toc/10.1214/lnms/1215453556		euclid.lnms/1215453556		fulltext		Institute of Mathematical Statistics	Monograph	1996.0	39636.0	30		Ferguson	euclid.lnms/0749-2170		F
$L\sb 1$-statistical procedures and related topics: Papers from the 3rd International Conference on $L\sb 1$-Norm and Related Methods held in Neuchâtel, August 11--15, 1997	0-940600-43-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/l-sb-1-statistical-procedures-and-related-topics/toc/10.1214/lnms/1215454115		euclid.lnms/1215454115		fulltext		Institute of Mathematical Statistics	Monograph	1997.0	39636.0	31		Dodge	euclid.lnms/0749-2170		F
Selected Proceedings of the Symposium on Estimating Functions: Held at the University of Georgia, Athens, GA, March 21--23, 1996	0-940600-44-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/selected-proceedings-of-the-symposium-on-estimating-functions/toc/10.1214/lnms/1215455031		euclid.lnms/1215455031		fulltext		Institute of Mathematical Statistics	Monograph	1997.0	39636.0	32		Basawa	euclid.lnms/0749-2170		F
Statistics in molecular biology and genetics: Selected proceedings of the Joint AMS-IMS-SIAM Summer Conference on Statistics in Molecular Biology held in Seattle, WA, June 22--26, 1997	0-940600-47-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/statistics-in-molecular-biology-and-genetics/toc/10.1214/lnms/1215455541		euclid.lnms/1215455541		fulltext		Institute of Mathematical Statistics	Monograph	1999.0	39636.0	33		Seillier-Moiseiwitsch	euclid.lnms/0749-2170		F
New developments and applications in experimental design	0-940600-46-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/new-developments-and-applications-in-experimental-design/toc/10.1214/lnms/1215456177		euclid.lnms/1215456177		fulltext		Institute of Mathematical Statistics	Monograph	1998.0	42313.0	34		Flournoy	euclid.lnms/0749-2170		F
Analytic statistical models	0-940600-20-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/analytic-statistical-models/toc/10.1214/lnms/1215456842	Skovgaard	euclid.lnms/1215456842		fulltext		Institute of Mathematical Statistics	Monograph	1990.0	39636.0	15			euclid.lnms/0749-2170		F
Topics in statistical dependence	0-940600-23-4								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/topics-in-statistical-dependence/toc/10.1214/lnms/1215457539		euclid.lnms/1215457539		fulltext		Institute of Mathematical Statistics	Monograph	1990.0	39636.0	16		Block	euclid.lnms/0749-2170		F
Current issues in statistical inference: Essays in honor of D. Basu	0-940600-24-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/current-issues-in-statistical-inference-essays-in-honor-of-d-basu/toc/10.1214/lnms/1215458833		euclid.lnms/1215458833		fulltext		Institute of Mathematical Statistics	Monograph	1992.0	39636.0	17		Ghosh	euclid.lnms/0749-2170		F
Selected Proceedings of the Sheffield Symposium on Applied Probability: Held at the University of Sheffield, Sheffield, August 16--19, 1989	0-940600-25-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/selected-proceedings-of-the-sheffield-symposium-on-applied-probability/toc/10.1214/lnms/1215459277		euclid.lnms/1215459277		fulltext		Institute of Mathematical Statistics	Monograph	1991.0	39636.0	18		Basawa	euclid.lnms/0749-2170		F
Stochastic orders and decision under risk: Papers from the International Workshop held in Hamburg, May 16--20, 1989	0-940600-26-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stochastic-orders-and-decision-under-risk/toc/10.1214/lnms/1215459838		euclid.lnms/1215459838		fulltext		Institute of Mathematical Statistics	Monograph	1991.0	39636.0	19		Mosler	euclid.lnms/0749-2170		F
Spatial statistics and imaging: Papers from the Research Conference on Image Analysis and Spatial Statistics held at Bowdoin College, Brunswick, Maine, Summer 1988	0-940600-27-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/spatial-statistics-and-imaging/toc/10.1214/lnms/1215460484		euclid.lnms/1215460484		fulltext		Institute of Mathematical Statistics	Monograph	1991.0	39636.0	20		Possolo	euclid.lnms/0749-2170		F
Weighted empiricals and linear models	0-940600-28-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/weighted-empiricals-and-linear-models/toc/10.1214/lnms/1215461502	Koul	euclid.lnms/1215461502		fulltext		Institute of Mathematical Statistics	Monograph	1992.0	39636.0	21			euclid.lnms/0749-2170		F
Stochastic inequalities: Papers from the AMS-IMS-SIAM Joint Summer Research Conference held in Seattle, Washington, July 1991	0-940600-29-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stochastic-inequalities/toc/10.1214/lnms/1215461930		euclid.lnms/1215461930		fulltext		Institute of Mathematical Statistics	Monograph	1992.0	39636.0	22		Shaked	euclid.lnms/0749-2170		F
Change-point problems: Papers from the AMS-IMS-SIAM Summer Research Conference held at Mt. Holyoke College, South Hadley, MA, July 11--16, 1992	0-940600-34-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/change-point-problems/toc/10.1214/lnms/1215463106		euclid.lnms/1215463106		fulltext		Institute of Mathematical Statistics	Monograph	1994.0	39636.0	23		Carlstein	euclid.lnms/0749-2170		F
Multivariate analysis and its applications	0-940600-35-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/multivariate-analysis-and-its-applications/toc/10.1214/lnms/1215463776		euclid.lnms/1215463776		fulltext		Institute of Mathematical Statistics	Monograph	1994.0	39636.0	24		Anderson	euclid.lnms/0749-2170		F
Essays on the prediction process	0-940600-00-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/essays-on-the-prediction-process/toc/10.1214/lnms/1215464503	Knight	euclid.lnms/1215464503		fulltext		Institute of Mathematical Statistics	Monograph	1981.0	39636.0	1		Gupta	euclid.lnms/0749-2170		F
Survival Analysis: Proceedings of the Special Topics Meeting sponsored by the Institute of Mathematical Statistics, October 26-28, 1981, Columbus, Ohio	0-940600-02-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/survival-analysis/toc/10.1214/lnms/1215464834		euclid.lnms/1215464834		fulltext		Institute of Mathematical Statistics	Monograph	1982.0	39636.0	2		Crowley	euclid.lnms/0749-2170		F
Empirical processes	0-940600-03-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/empirical-processes/toc/10.1214/lnms/1215465233	Gänssler	euclid.lnms/1215465233		fulltext		Institute of Mathematical Statistics	Monograph	1983.0	39636.0	3		Gupta	euclid.lnms/0749-2170		F
Zonal polynomials	0-940600-05-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/zonal-polynomials/toc/10.1214/lnms/1215465457	Takemura	euclid.lnms/1215465457		fulltext		Institute of Mathematical Statistics	Monograph	1984.0	39636.0	4		Gupta	euclid.lnms/0749-2170		F
Inequalities in Statistics and Probability: Proceedings of the Symposium on Inequalities in Statistics and Probability, October 27-30, 1982, Lincoln, Nebraska	0-940600-04-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/inequalities-in-statistics-and-probability/toc/10.1214/lnms/1215465617		euclid.lnms/1215465617		fulltext		Institute of Mathematical Statistics	Monograph	1984.0	39636.0	5		Tong	euclid.lnms/0749-2170		F
The likelihood principle: a review, generalizations, and statistical implications	0-940600-13-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/the-likelihood-principle/toc/10.1214/lnms/1215466210	Berger	euclid.lnms/1215466210		fulltext		Institute of Mathematical Statistics	Monograph	1988.0	39636.0	6		Gupta	euclid.lnms/0749-2170		F
Approximate computation of expectations	0-940600-08-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/approximate-computation-of-expectations/toc/10.1214/lnms/1215466568	Stein	euclid.lnms/1215466568		fulltext		Institute of Mathematical Statistics	Monograph	1986.0	39636.0	7		Gupta	euclid.lnms/0749-2170		F
Fundamentals of statistical exponential families with applications in statistical decision theory	0-940600-10-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/fundamentals-of-statistical-exponential-families-with-applications-in-statistical-decision-theory/toc/10.1214/lnms/1215466757	Brown	euclid.lnms/1215466757		fulltext		Institute of Mathematical Statistics	Monograph	1986.0	39636.0	9		Gupta	euclid.lnms/0749-2170		F
Differential geometry in statistical inference	0-940600-12-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/differential-geometry-in-statistical-inference/toc/10.1214/lnms/1215467056	Amari	euclid.lnms/1215467056		fulltext		Institute of Mathematical Statistics	Monograph	1987.0	39636.0	10		Gupta	euclid.lnms/0749-2170		F
Group representations in probability and statistics	0-940600-14-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/group-representations-in-probability-and-statistics/toc/10.1214/lnms/1215467407	Diaconis	euclid.lnms/1215467407		fulltext		Institute of Mathematical Statistics	Monograph	1988.0	39636.0	11		Gupta	euclid.lnms/0749-2170		F
An introduction to continuity, extrema, and related topics for general Gaussian processes	0-940600-17-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/an-introduction-to-continuity-extrema-and-related-topics-for-general-gaussian-processes/toc/10.1214/lnms/1215467924	Adler	euclid.lnms/1215467924		fulltext		Institute of Mathematical Statistics	Monograph	1990.0	39636.0	12			euclid.lnms/0749-2170		F
Small sample asymptotics	0-940600-18-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/small-sample-asymptotics/toc/10.1214/lnms/1215468235	Field	euclid.lnms/1215468235		fulltext		Institute of Mathematical Statistics	Monograph	1990.0	39636.0	13			euclid.lnms/0749-2170		F
