publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Operator Algebras and Applications	978-4-931469-23-5	978-4-931469-88-4							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/operator-algebras-and-applications/toc/10.2969/aspm/03810000		euclid.aspm/1546368819		fulltext		Mathematical Society of Japan	Monograph	2004	43466.0	38		Kosaki	euclid.aspm/0920-1971		F
Stochastic Analysis on Large Scale Interacting Systems	978-4-931469-24-2	978-4-931469-89-1							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/stochastic-analysis-on-large-scale-interacting-systems/toc/10.2969/aspm/03910000		euclid.aspm/1546369028		fulltext		Mathematical Society of Japan	Monograph	2004	43466.0	39		Funaki	euclid.aspm/0920-1971		F
Representation Theory of Algebraic Groups and Quantum Groups	978-4-931469-25-9	978-4-931469-90-7							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/representation-theory-of-algebraic-groups-and-quantum-groups/toc/10.2969/aspm/04010000		euclid.aspm/1546542374		fulltext		Mathematical Society of Japan	Monograph	2004	43468.0	40		Shoji	euclid.aspm/0920-1971		F
Stochastic Analysis and Related Topics in Kyoto: In honour of Kiyosi Itô	978-4-931469-26-6	978-4-931469-91-4							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/stochastic-analysis-and-related-topics-in-kyoto-in-honour-of-kiyosi-ito/toc/10.2969/aspm/04110000		euclid.aspm/1546542597		fulltext		Mathematical Society of Japan	Monograph	2004	43468.0	41		Kunita	euclid.aspm/0920-1971		F
Complex Analysis in Several Variables  Memorial Conference of Kiyoshi Oka's Centennial Birthday, Kyoto/Nara 2001	978-4-931469-27-3	978-4-931469-92-1							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/complex-analysis-in-several-variables-memorial-conference-of-kiyoshi-oka-s-centennial-birthday-kyoto-nara-2001/toc/10.2969/aspm/04210000		euclid.aspm/1546542826		fulltext		Mathematical Society of Japan	Monograph	2004	43468.0	42		Miyajima	euclid.aspm/0920-1971		F
Singularity Theory and Its Applications	978-4-931469-32-7	978-4-931469-93-8							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/singularity-theory-and-its-applications/toc/10.2969/aspm/04310000		euclid.aspm/1546543225		fulltext		Mathematical Society of Japan	Monograph	2006	43468.0	43		Izumiya	euclid.aspm/0920-1971		F
Moduli Spaces and Arithmetic Geometry (Kyoto, 2004)	978-4-931469-38-9	978-4-931469-95-2							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/moduli-spaces-and-arithmetic-geometry-kyoto-2004/toc/10.2969/aspm/04510000		euclid.aspm/1546543569		fulltext		Mathematical Society of Japan	Monograph	2006	43468.0	45		Mukai	euclid.aspm/0920-1971		F
Algebraic Geometry 2000, Azumino	978-4-931469-20-4	978-4-931469-86-0							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/algebraic-geometry-2000-azumino/toc/10.2969/aspm/03610000		euclid.aspm/1548550669		fulltext		Mathematical Society of Japan	Monograph	2002	43492.0	36		Usui	euclid.aspm/0920-1971		F
Probability and Number Theory  Kanazawa 2005	978-4-931469-43-3	978-4-931469-99-0							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/probability-and-number-theory-kanazawa-2005/toc/10.2969/aspm/04910000		euclid.aspm/1548550883		fulltext		Mathematical Society of Japan	Monograph	2007	43492.0	49		Akiyama	euclid.aspm/0920-1971		F
Operator Algebras and Mathematical Physics	978-4-86497-079-2	978-4-86497-080-8							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/operator-algebras-and-mathematical-physics/toc/10.2969/aspm/08010000		euclid.aspm/1566404302		fulltext		Mathematical Society of Japan	Monograph	2019	43698.0	80		Izumi	euclid.aspm/0920-1971		P
Asymptotic Analysis for Nonlinear Dispersive and Wave Equations	978-4-86497-081-5	978-4-86497-082-2							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/asymptotic-analysis-for-nonlinear-dispersive-and-wave-equations/toc/10.2969/aspm/08110000		euclid.aspm/1572545233		fulltext		Mathematical Society of Japan	Monograph	2019	43769.0	81		Kato	euclid.aspm/0920-1971		P
Differential Geometry and Tanaka Theory  Differential System and Hypersurface Theory 	978-4-86497-083-9	978-4-86497-084-6							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/differential-geometry-and-tanaka-theory-differential-system-and-hypersurface-theory/toc/10.2969/aspm/08210000		euclid.aspm/1574872393		fulltext		Mathematical Society of Japan	Monograph	2019	43796.0	82		Shoda	euclid.aspm/0920-1971		P
Primitive Forms and Related Subjects  Kavli IPMU 2014	978-4-86497-085-3	978-4-86497-086-0							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/primitive-forms-and-related-subjects-kavli-ipmu-2014/toc/10.2969/aspm/08310000		euclid.aspm/1577379876		fulltext		Mathematical Society of Japan	Monograph	2019	43825.0	83		Hori	euclid.aspm/0920-1971		P
Various Aspects of Multiple Zeta Functions  in honor of Professor Kohji Matsumoto's 60th birthday	978-4-86497-088-4	978-4-86497-089-1							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/various-aspects-of-multiple-zeta-functions-in-honor-of-professor-kohji-matsumoto-s-60th-birthday/toc/10.2969/aspm/08410000		euclid.aspm/1590597075		fulltext		Mathematical Society of Japan	Monograph	2020	43978.0	84		Mishou	euclid.aspm/0920-1971		P
The Role of Metrics in the Theory of Partial Differential Equations	978-4-86497-091-4								https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/the-role-of-metrics-in-the-theory-of-partial-differential-equations/toc/10.2969/aspm/08510000		euclid.aspm/160926		fulltext		Mathematical Society of Japan	Monograph	2020		85		Giga	euclid.aspm/0920-1971		P
Development of Iwasawa Theory  the Centennial of K. Iwasawa's Birt	978-4-86497-093-8								https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/development-of-iwasawa-theory-the-centennial-of-k-iwasawa-s-birth/toc/10.2969/aspm/08610000		euclid.aspm/161049		fulltext		Mathematical Society of Japan	Monograph	2020		86		Kurihara	euclid.aspm/0920-1971		P
Bulletin of the Belgian Mathematical Society - Simon Stevin	1370-1444	2034-1970	1994	1.0	1				https://projecteuclid.org/journals/bulletin-of-the-belgian-mathematical-society-simon-stevin		bulletin-of-the-belgian-mathematical-society-simon-stevin		fulltext	Articles older than 5 years are open.	Belgian Mathematical Society	Serial								P
Banach Journal of Mathematical Analysis		1735-8787	2007	1.0	1	2019-10-01	13.0	4	https://projecteuclid.org/journals/banach-journal-of-mathematical-analysis		banach-journal-of-mathematical-analysis		fulltext	Articles older than 5 years are open.	Tusi Mathematical Research Group	Serial								P
Communications in Mathematical Analysis		1938-9787	2010	8.0	1				https://projecteuclid.org/journals/communications-in-mathematical-analysis		communications-in-mathematical-analysis		fulltext	Articles older than 5 years are open.	Mathematical Research Publishers	Serial								P
Functiones et Approximatio Commentarii Mathematici	0208-6573	2080-9433	2006-01	35.0	1				https://projecteuclid.org/journals/functiones-et-approximatio-commentarii-mathematici		functiones-et-approximatio-commentarii-mathematici		fulltext	Articles older than 5 years are open.	Adam Mickiewicz University, Faculty of Mathematics and Computer Science	Serial								P
Hokkaido Mathematical Journal	0385-4035		1972-02	1.0	1				https://projecteuclid.org/journals/hokkaido-mathematical-journal		hokkaido-mathematical-journal		fulltext	Articles older than 5 years are open.	Hokkaido University, Department of Mathematics	Serial							euclid.hokmj/2189-3187	P
Journal of Faculty of Science, Hokkaido University. Series I. Mathematics		2189-3187	1948	11.0	2	1972-01-01	22.0	3-4	https://projecteuclid.org/journals/hokkaido-mathematical-journal		hokkaido-mathematical-journal		fulltext		Hokkaido University, Department of Mathematics	Serial							euclid.hokmj/2434-2904	F
Journal of Faculty of Science, Hokkaido Imperial University. Series I. Mathematics		2434-2904	1930	1.0	1	1946-01-01	11.0	1	https://projecteuclid.org/journals/hokkaido-mathematical-journal		hokkaido-mathematical-journal		fulltext		Hokkaido University, Department of Mathematics	Serial							euclid.hokmj/2189-3187	F
Differential Equations and Nonlinear Mechanics	1687-4099	1687-4102	2006	2006.0		2010-01-01	2010.0		https://projecteuclid.org/journals/international-journal-of-differential-equations		international-journal-of-differential-equations		fulltext		Hindawi	Serial								F
International Journal of Differential Equations	1687-9643	1687-9651	2009	2009.0					https://projecteuclid.org/journals/international-journal-of-differential-equations		international-journal-of-differential-equations		fulltext	Articles older than 5 years are open.	Hindawi	Serial							euclid.ijde/1687-4099	P
Illinois Journal of Mathematics	0019-2082	1945-6581	1957-03	1.0	1				https://projecteuclid.org/journals/illinois-journal-of-mathematics		illinois-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Duke University Press	Serial								P
Journal of Applied Mathematics	1110-757X	1687-0042	2001	1.0	1				https://projecteuclid.org/journals/journal-of-applied-mathematics		journal-of-applied-mathematics		fulltext	Articles older than 5 years are open.	Hindawi	Serial								P
Journal of Commutative Algebra	1939-2346		2009	1.0	1				https://projecteuclid.org/journals/journal-of-commutative-algebra		journal-of-commutative-algebra		fulltext	Articles older than 5 years are open.	Rocky Mountain Mathematics Consortium	Serial								P
Journal of Geometry and Symmetry in Physics	1312-5192	1314-5673	2004	1.0					https://projecteuclid.org/journals/journal-of-geometry-and-symmetry-in-physics		journal-of-geometry-and-symmetry-in-physics		fulltext	Articles older than 5 years are open.	Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Serial								P
Journal of Integral Equations and Applications	0897-3962		1988	1.0	1				https://projecteuclid.org/journals/journal-of-integral-equations-and-applications		journal-of-integral-equations-and-applications		fulltext	Articles older than 5 years are open.	Rocky Mountain Mathematics Consortium	Serial								P
Journal of Mathematics of Kyoto University	0023-608X		1961	1.0	1	2009-01-01	49.0	4	https://projecteuclid.org/journals/kyoto-journal-of-mathematics		kyoto-journal-of-mathematics		fulltext		Duke University Press	Serial							euclid.kjm/0368-8887	F
Memoirs of the College of Science, University of Kyoto. Series A: Mathematics	0368-8887		1950	26.0	1	1961-01-01	33.0	3	https://projecteuclid.org/journals/kyoto-journal-of-mathematics		kyoto-journal-of-mathematics		fulltext		Duke University Press	Serial								F
Kyoto Journal of Mathematics	2156-2261	2154-3321	2010	50.0	1				https://projecteuclid.org/journals/kyoto-journal-of-mathematics		kyoto-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Duke University Press	Serial							euclid.kjm/0023-608X	P
Kodai Mathematical Seminar Reports	0023-2599		1949	1.0	1	1979-01-01	29.0	4	https://projecteuclid.org/journals/kodai-mathematical-journal		kodai-mathematical-journal		fulltext		Tokyo Institute of Technology, Department of Mathematics	Serial								F
Kodai Mathematical Journal	0386-5991	1881-5472	1978	1.0	1				https://projecteuclid.org/journals/kodai-mathematical-journal		kodai-mathematical-journal		fulltext	Articles older than 5 years are open.	Tokyo Institute of Technology, Department of Mathematics	Serial							euclid.kmj/0023-2599	P
Missouri Journal of Mathematical Sciences	0899-6180	1085-2581	1989-02	1.0	1				https://projecteuclid.org/journals/missouri-journal-of-mathematical-sciences		missouri-journal-of-mathematical-sciences		fulltext	Articles older than 5 years are open.	University of Central Missouri, Department of Mathematics and Computer Science	Serial								P
Lectures on Complements on Log Surfaces	978-4-931469-12-9								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/lectures-on-complements-on-log-surfaces/toc/10.2969/msjmemoirs/010010000	Prokhorov	euclid.msjm/1389800286		fulltext		Mathematical Society of Japan	Monograph	2001	41654.0	10			euclid.msjm/2189-1494		F
Theories of Types and Proofs	978-4-931469-02-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/theories-of-types-and-proofs/toc/10.2969/msjmemoirs/002010000		euclid.msjm/1389985695		fulltext		Mathematical Society of Japan	Monograph	1998	41656.0	2		Takahashi	euclid.msjm/2189-1494		F
Lecture Notes on Dunkl Operators for Real and Complex Reflection Groups	978-4-931469-08-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/lecture-notes-on-dunkl-operators-for-real-and-complex-reflection-groups/toc/10.2969/msjmemoirs/008010000	Opdam	euclid.msjm/1389985754		fulltext		Mathematical Society of Japan	Monograph	2000	41656.0	8			euclid.msjm/2189-1494		F
Quantum Many-Body Problems and Representation Theory	978-4-931469-01-3								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/quantum-many-body-problems-and-representation-theory/toc/10.2969/msjmemoirs/001010000	Cherednik	euclid.msjm/1389985789		fulltext		Mathematical Society of Japan	Monograph	1998	41656.0	1			euclid.msjm/2189-1494		F
Three-dimensional Orbifolds and Cone-Manifolds	978-4-931469-05-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/three-dimensional-orbifolds-and-cone-manifolds/toc/10.2969/msjmemoirs/005010000	Cooper	euclid.msjm/1389985812		fulltext		Mathematical Society of Japan	Monograph	2000	41656.0	5			euclid.msjm/2189-1494		F
Interaction of Combinatorics and Representation Theory	978-4-931469-14-3								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/interaction-of-combinatorics-and-representation-theory/toc/10.2969/msjmemoirs/011010000	Stembridge	euclid.msjm/1389985959		fulltext		Mathematical Society of Japan	Monograph	2001	41656.0	11			euclid.msjm/2189-1494		F
Cauchy Problem for Quasilinear Hyperbolic Systems	978-4-931469-06-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/cauchy-problem-for-quasilinear-hyperbolic-systems/toc/10.2969/msjmemoirs/006010000	De-xing	euclid.msjm/1389985988		fulltext		Mathematical Society of Japan	Monograph	2000	41656.0	6			euclid.msjm/2189-1494		F
Period mappings and differential equations. From $\mathbb{C}$ to $\mathbb{C}_{p}$: T?hoku-Hokkaid? lectures in arithmetic geometry	978-4-931469-22-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/period-mappings-and-differential-equations-from-mathbb-c-to-mathbb-c-p/toc/10.2969/msjmemoirs/012010000	André	euclid.msjm/1389986016		fulltext		Mathematical Society of Japan	Monograph	2003	41656.0	12			euclid.msjm/2189-1494		F
Zariski-decomposition and Abundance	978-4-931469-31-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/zariski-decomposition-and-abundance/toc/10.2969/msjmemoirs/014010000	Nakayama	euclid.msjm/1389986103		fulltext		Mathematical Society of Japan	Monograph	2004	41656.0	14			euclid.msjm/2189-1494		F
Arrangements and Hypergeometric Integrals	978-4-931469-10-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/arrangements-and-hypergeometric-integrals/toc/10.2969/msjmemoirs/009020000	Orlik	euclid.msjm/1390426233		fulltext		Mathematical Society of Japan	Monograph	2007	41661.0	9			euclid.msjm/2189-1494		F
Axioms for a Vertex Algebra and the Locality of Quantum Fields	978-4-931469-04-4								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/axioms-for-a-vertex-algebra-and-the-locality-of-quantum-fields/toc/10.2969/msjmemoirs/004010000	Matsuo	euclid.msjm/1390426253		fulltext		Mathematical Society of Japan	Monograph	1999	41661.0	4			euclid.msjm/2189-1494		F
Combinatorial Quantum Method in 3-dimensional Topology	978-4-931469-03-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/combinatorial-quantum-method-in-3-dimensional-topology/toc/10.2969/msjmemoirs/003010000	Ohtsuki	euclid.msjm/1390600531		fulltext		Mathematical Society of Japan	Monograph	1999	41663.0	3			euclid.msjm/2189-1494		F
Cauchy Problem for Noneffectively Hyperbolic Operators	978-4-86497-018-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/cauchy-problem-for-noneffectively-hyperbolic-operators/toc/10.2969/msjmemoirs/030010000	Nishitani	euclid.msjm/1411503742		fulltext		Mathematical Society of Japan	Monograph	2013	41905.0	30			euclid.msjm/2189-1494		F
Bohr-Jessen Limit Theorem, Revisited	978-4-86497-019-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/bohr-jessen-limit-theorem-revisited/toc/10.2969/msjmemoirs/031010000	Takanobu	euclid.msjm/1412101938		fulltext		Mathematical Society of Japan	Monograph	2013	41912.0	31			euclid.msjm/2189-1494		F
Fractional Calculus of Weyl Algebra and Fuchsian Differential Equations	978-4-86497-016-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/fractional-calculus-of-weyl-algebra-and-fuchsian-differential-equations/toc/10.2969/msjmemoirs/028010000	Oshima	euclid.msjm/1413220558		fulltext		Mathematical Society of Japan	Monograph	2012	41925.0	28			euclid.msjm/2189-1494		F
Projective Representations and Spin Characters of Complex Reflection Groups $G(m,p,n)$ and $G(m,p,\infty)$	978-4-86497-017-4								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/projective-representations-and-spin-characters-of-complex-reflection-groups-g-m-p-n-and-g-m-p-infty/toc/10.2969/msjmemoirs/029010000	Hirai	euclid.msjm/1413220871		fulltext		Mathematical Society of Japan	Monograph	2013	41925.0	29			euclid.msjm/2189-1494		F
Introduction to spectral theory and inverse problem on asymptotically hyperbolic manifolds	978-4-86497-021-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/introduction-to-spectral-theory-and-inverse-problem-on-asymptotically-hyperbolic-manifolds/toc/10.2969/msjmemoirs/032010000	Isozaki	euclid.msjm/1414003154		fulltext		Mathematical Society of Japan	Monograph	2014	41934.0	32			euclid.msjm/2189-1494		P
Semilinear Hyperbolic Equations	978-4-931469-07-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/semilinear-hyperbolic-equations/toc/10.2969/msjmemoirs/007020000	Georgiev	euclid.msjm/1416320829		fulltext		Mathematical Society of Japan	Monograph	2005	41961.0	7			euclid.msjm/2189-1494		F
A Course on Geometric Group Theory	978-4-931469-35-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/a-course-on-geometric-group-theory/toc/10.2969/msjmemoirs/016010000	Bowditch	euclid.msjm/1416864640		fulltext		Mathematical Society of Japan	Monograph	2006	41967.0	16			euclid.msjm/2189-1494		F
Combinatorial Aspect of Integrable Systems	978-4-931469-37-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/combinatorial-aspect-of-integrable-systems/toc/10.2969/msjmemoirs/017010000	Berenstein	euclid.msjm/1416864656		fulltext		Mathematical Society of Japan	Monograph	2007	41967.0	17			euclid.msjm/2189-1494		F
scl	978-4-931469-53-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/scl/toc/10.2969/msjmemoirs/020010000	Calegari	euclid.msjm/1416864672		fulltext		Mathematical Society of Japan	Monograph	2009	41967.0	20			euclid.msjm/2189-1494		F
On Congruence Monodromy Problems	978-4-931469-50-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/on-congruence-monodromy-problems/toc/10.2969/msjmemoirs/018010000	Ihara	euclid.msjm/1416927754		fulltext		Mathematical Society of Japan	Monograph	2008	41968.0	18			euclid.msjm/2189-1494		F
A Global View of Brownian Penalisations	978-4-931469-52-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/a-global-view-of-brownian-penalisations/toc/10.2969/msjmemoirs/019010000	Najnudel	euclid.msjm/1416929510		fulltext		Mathematical Society of Japan	Monograph	2009	41968.0	19			euclid.msjm/2189-1494		F
Del Pezzo and K3 Surfaces	978-4-931469-34-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/del-pezzo-and-k3-surfaces/toc/10.2969/msjmemoirs/015010000	Alexeev	euclid.msjm/1418310898		fulltext		Mathematical Society of Japan	Monograph	2006	41984.0	15			euclid.msjm/2189-1494		F
Dispersive and Strichartz Estimates for Hyperbolic Equations with Constant Coefficients	978-4-931469-57-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/dispersive-and-strichartz-estimates-for-hyperbolic-equations-with-constant-coefficients/toc/10.2969/msjmemoirs/022010000	Ruzhansky	euclid.msjm/1418311175		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	22			euclid.msjm/2189-1494		F
Algebraic and Analytic Aspects of Zeta Functions and $L$-functions	978-4-931469-56-3								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/algebraic-and-analytic-aspects-of-zeta-functions-and-l-functions/toc/10.2969/msjmemoirs/021010000		euclid.msjm/1418311405		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	21		Bhowmik	euclid.msjm/2189-1494		F
Kähler Geometry of Loop Spaces	978-4-931469-60-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/kahler-geometry-of-loop-spaces/toc/10.2969/msjmemoirs/023010000	Sergeev	euclid.msjm/1418311586		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	23			euclid.msjm/2189-1494		F
Monte Carlo Method, Random Number, and Pseudorandom Number	978-4-931469-65-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/monte-carlo-method-random-number-and-pseudorandom-number/toc/10.2969/msjmemoirs/025010000	Sugita	euclid.msjm/1418311624		fulltext		Mathematical Society of Japan	Monograph	2011	41984.0	25			euclid.msjm/2189-1494		F
Hierarchy of Semiconductor Equations: Relaxation Limits with Initial Layers for Large Initial Data	978-4-931469-66-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/hierarchy-of-semiconductor-equations-relaxation-limits-with-initial-layers-for-large-initial-data/toc/10.2969/msjmemoirs/026010000	Nishibata	euclid.msjm/1418311657		fulltext		Mathematical Society of Japan	Monograph	2011	41984.0	26			euclid.msjm/2189-1494		F
A Beginner's Guide to the Theory of Viscosity Solutions	978-4-931469-28-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/a-beginner-s-guide-to-the-theory-of-viscosity-solutions/toc/10.2969/msjmemoirs/013020000	Koike	euclid.msjm/1418313496		fulltext		Mathematical Society of Japan	Monograph	2014	41984.0	13			euclid.msjm/2189-1494		P
Godbillon-Vey Class of Transversely Holomorphic Foliations	978-4-931469-61-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/godbillon-vey-class-of-transversely-holomorphic-foliations/toc/10.2969/msjmemoirs/024010000	Asuke	euclid.msjm/1418313739		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	24			euclid.msjm/2189-1494		F
Geometric Structures on 2-Orbifolds: Exploration of Discrete Symmetry	978-4-931469-68-6								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/geometric-structures-on-2-orbifolds-exploration-of-discrete-symmetry/toc/10.2969/msjmemoirs/027010000	Choi	euclid.msjm/1418313992		fulltext		Mathematical Society of Japan	Monograph	2012	41984.0	27			euclid.msjm/2189-1494		F
Discrete Geometric Analysis	978-4-86497-035-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/discrete-geometric-analysis/toc/10.2969/msjmemoirs/034010000	Barlow	euclid.msjm/1464020503		fulltext		Mathematical Society of Japan	Monograph	2016	42513.0	34			euclid.msjm/2189-1494		P
Moduli spaces of stable sheaves on schemes: restriction theorems, boundedness and the GIT construction	978-4-86497-034-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/moduli-spaces-of-stable-sheaves-on-schemes/toc/10.2969/msjmemoirs/033010000	Maruyama	euclid.msjm/1467400243		fulltext		Mathematical Society of Japan	Monograph	2016	42552.0	33		Abe	euclid.msjm/2189-1494		P
Foundations of the minimal model program	978-4-86497-045-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/foundations-of-the-minimal-model-program/toc/10.2969/msjmemoirs/035010000	Fujino	euclid.msjm/1496245040		fulltext		Mathematical Society of Japan	Monograph	2017	42886.0	35			euclid.msjm/2189-1494		P
Global Solutions and the Asymptotic Behavior for Nonlinear Wave Equations with Small Initial Data	978-4-86497-054-9								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/global-solutions-and-the-asymptotic-behavior-for-nonlinear-wave-equations-with-small-initial-data/toc/10.2969/msjmemoirs/036010000	Katayama	euclid.msjm/1511805567		fulltext		Mathematical Society of Japan	Monograph	2017	43066.0	36			euclid.msjm/2189-1494		P
4-dimensional Painlevé-type equations	978-4-86497-087-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/4-dimensional-painleve-type-equations/toc/10.2969/msjmemoirs/037010000	Hiroe	euclid.msjm/1544642043		fulltext		Mathematical Society of Japan	Monograph	2018	43446.0	37			euclid.msjm/2189-1494		P
Moduli spaces of real projective structures on surfaces	978-4-86497-096-9								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/moduli-spaces-of-real-projective-structures-on-surfaces/toc/10.2969/msjmemoirs/038010000	Casella	euclid.msjm/1583965078		fulltext		Mathematical Society of Japan	Monograph	2020	43901.0	38			euclid.msjm/2189-1494		P
Mathematical Society of Japan Memoirs		2189-1494							https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs		euclid.msjm/2189-1494		fulltext	Titles older than 8 years are open.	Mathematical Society of Japan	Serial								P
Notre Dame Journal of Formal Logic	0029-4527	1939-0726	1960	1.0	1-2				https://projecteuclid.org/journals/notre-dame-journal-of-formal-logic		notre-dame-journal-of-formal-logic		fulltext	Articles older than 5 years are open.	Duke University Press	Serial								P
Science Reports of Niigata University. Series A, Mathematics	0369-576X		1964	1.0		1989-01-01	25.0		https://projecteuclid.org/journals/nihonkai-mathematical-journal		nihonkai-mathematical-journal		fulltext		Niigata University, Department of Mathematics	Serial							euclid.nihmj/0549-4834	F
Journal of the Faculty of Science, Niigata University. Series I, Mathematics, Physics and Chemistry	0549-4834		1954	1.0	2	1963-01-01	3.0	3	https://projecteuclid.org/journals/nihonkai-mathematical-journal		nihonkai-mathematical-journal		fulltext		Niigata University, Department of Mathematics	Serial								F
Nihonkai Mathematical Journal	1341-9951		1990	1.0	1				https://projecteuclid.org/journals/nihonkai-mathematical-journal		nihonkai-mathematical-journal		fulltext	Articles older than 5 years are open.	Niigata University, Department of Mathematics	Serial							euclid.nihmj/0369-576X	P
Proceedings of the International Conference on Geometry, Integrability and Quantization	1314-3247	2367-7147							https://projecteuclid.org/proceedings/proceedings-of-the-international-conference-on-geometry-integrability-and-quantization		euclid.pgiq/1314-3247		fulltext	Volumes older than 5 years are open.	Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Serial								P
Proceedings of the International Conference on Geometry, Integrability and Quantization	954-90618-1-7								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1433524872		euclid.pgiq/1433524872		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2000	42931.0	1		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Second International Conference on Geometry, Integrability and Quantization	954-90618-2-5								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-second-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1433528461		euclid.pgiq/1433528461		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2001	42931.0	2		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Third International Conference on Geometry, Integrability and Quantization	954-90618-3-3								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-third-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434145459		euclid.pgiq/1434145459		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2002	43175.0	3		Mladenov	euclid.pgiq/1314-3247		F
