publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Checkpoint Controls and Cancer	978-1-58829-500-2	978-1-59259-811-3							http://link.springer.com/10.1385/1592598110		10.1385/1592598110		fulltext		Humana Press	Monograph	2004		281		Schönthal	7651	
Chemical Biology	978-1-4939-2268-0	978-1-4939-2269-7							http://link.springer.com/10.1007/978-1-4939-2269-7		10.1007/978-1-4939-2269-7		fulltext		Springer New York	Monograph	2015		1263	2015	Hempel	7651	
Chemical Genomics	978-1-58829-399-2	978-1-59259-948-6							http://link.springer.com/10.1007/978-1-59259-948-6		10.1007/978-1-59259-948-6		fulltext		Humana Press	Monograph	2005		310		Zanders	7651	
Chemical Genomics and Proteomics	978-1-61779-348-6	978-1-61779-349-3							http://link.springer.com/10.1007/978-1-61779-349-3		10.1007/978-1-61779-349-3		fulltext		Humana Press	Monograph	2012		800		Zanders	7651	
Chemical Library Design	978-1-60761-930-7	978-1-60761-931-4							http://link.springer.com/10.1007/978-1-60761-931-4		10.1007/978-1-60761-931-4		fulltext		Humana Press	Monograph	2011		685		Zhou	7651	
Chemical Neurobiology	978-1-62703-344-2	978-1-62703-345-9							http://link.springer.com/10.1007/978-1-62703-345-9		10.1007/978-1-62703-345-9		fulltext		Humana Press	Monograph	2013		995	2013	Banghart	7651	
Chemical Proteomics	978-1-61779-363-9	978-1-61779-364-6							http://link.springer.com/10.1007/978-1-61779-364-6		10.1007/978-1-61779-364-6		fulltext		Humana Press	Monograph	2012		803		Drewes	7651	
Chemogenomics	978-1-60761-273-5	978-1-60761-274-2							http://link.springer.com/10.1007/978-1-60761-274-2		10.1007/978-1-60761-274-2		fulltext		Humana Press	Monograph	2009		575		Jacoby	7651	
Chemoinformatics	978-1-58829-261-2	978-1-59259-802-1							http://link.springer.com/10.1385/1592598021		10.1385/1592598021		fulltext		Humana Press	Monograph	2004		275		Bajorath	7651	
Chemoinformatics and Computational Chemical Biology	978-1-60761-838-6	978-1-60761-839-3							http://link.springer.com/10.1007/978-1-60761-839-3		10.1007/978-1-60761-839-3		fulltext		Humana Press	Monograph	2011		672		Bajorath	7651	
Chemokine Protocols	978-0-89603-722-9	978-1-59259-058-2							http://link.springer.com/10.1385/1592590586		10.1385/1592590586		fulltext		Humana Press	Monograph	2000		138		Proudfoot	7651	
Chemokines	978-1-62703-425-8	978-1-62703-426-5							http://link.springer.com/10.1007/978-1-62703-426-5		10.1007/978-1-62703-426-5		fulltext		Humana Press	Monograph	2013		1013	2013	Cardona	7651	
Chemosensitivity	978-1-58829-345-9	978-1-59259-869-4							http://link.springer.com/10.1385/1592598692		10.1385/1592598692		fulltext		Humana Press	Monograph	2005		110		Blumenthal	7652	
Chemosensitivity: Volume II	978-1-58829-586-6	978-1-59259-889-2							http://link.springer.com/10.1385/1592598897		10.1385/1592598897		fulltext		Humana Press	Monograph	2005		111		Blumenthal	7652	
Chemotaxis	978-1-4939-3478-2	978-1-4939-3480-5							http://link.springer.com/10.1007/978-1-4939-3480-5		10.1007/978-1-4939-3480-5		fulltext		Springer New York	Monograph	2016		1407	2nd ed. 2016	Jin	7651	
Chemotaxis	978-1-60761-197-4	978-1-60761-198-1							http://link.springer.com/10.1007/978-1-60761-198-1		10.1007/978-1-60761-198-1		fulltext		Humana Press	Monograph	2009		571		Jin	7651	
Chikungunya Virus	978-1-4939-3616-8	978-1-4939-3618-2							http://link.springer.com/10.1007/978-1-4939-3618-2		10.1007/978-1-4939-3618-2		fulltext		Springer New York	Monograph	2016		1426		Chu	7651	
Chiral Separations	978-1-58829-150-9	978-1-59259-648-5							http://link.springer.com/10.1385/1592596487		10.1385/1592596487		fulltext		Humana Press	Monograph	2004		243		Gübitz	7651	
Chiral Separations	978-1-62703-262-9	978-1-62703-263-6							http://link.springer.com/10.1007/978-1-62703-263-6		10.1007/978-1-62703-263-6		fulltext		Humana Press	Monograph	2013		970	2nd ed. 2013	Scriba	7651	
Chloroplast Biotechnology	978-1-62703-994-9	978-1-62703-995-6							http://link.springer.com/10.1007/978-1-62703-995-6		10.1007/978-1-62703-995-6		fulltext		Humana Press	Monograph	2014		1132	2014	Maliga	7651	
Chloroplast Research in Arabidopsis	978-1-61779-233-5	978-1-61779-234-2							http://link.springer.com/10.1007/978-1-61779-234-2		10.1007/978-1-61779-234-2		fulltext		Humana Press	Monograph	2011		774	1	Jarvis	7651	
Chloroplast Research in Arabidopsis	978-1-61779-236-6	978-1-61779-237-3							http://link.springer.com/10.1007/978-1-61779-237-3		10.1007/978-1-61779-237-3		fulltext		Humana Press	Monograph	2011		775		Jarvis	7651	
Chromatin Immunoprecipitation Assays	978-1-60327-413-5	978-1-60327-414-2							http://link.springer.com/10.1007/978-1-60327-414-2		10.1007/978-1-60327-414-2		fulltext		Humana Press	Monograph	2009		567		Collas	7651	
Chromatin Protocols	978-0-89603-665-9	978-1-59259-681-2							http://link.springer.com/10.1385/1592596819		10.1385/1592596819		fulltext		Humana Press	Monograph	1999		119		Becker	7651	
Chromatin Protocols	978-1-4939-2473-8	978-1-4939-2474-5							http://link.springer.com/10.1007/978-1-4939-2474-5		10.1007/978-1-4939-2474-5		fulltext		Springer New York	Monograph	2015		1288	3rd ed. 2015	Chellappan	7651	
Chromatin Protocols	978-1-58829-873-7	978-1-59745-190-1							http://link.springer.com/10.1007/978-1-59745-190-1		10.1007/978-1-59745-190-1		fulltext		Humana Press	Monograph	2009		523		Chellappan	7651	
Chromatin Remodeling	978-1-61779-476-6	978-1-61779-477-3							http://link.springer.com/10.1007/978-1-61779-477-3		10.1007/978-1-61779-477-3		fulltext		Humana Press	Monograph	2012		833	2012	Morse	7651	
Chromosomal Mutagenesis	978-1-4939-1861-4	978-1-4939-1862-1							http://link.springer.com/10.1007/978-1-4939-1862-1		10.1007/978-1-4939-1862-1		fulltext		Springer New York	Monograph	2015		1239	2nd ed. 2015	Pruett-Miller	7651	
Chromosomal Mutagenesis	978-1-58829-899-7	978-1-59745-232-8							http://link.springer.com/10.1007/978-1-59745-232-8		10.1007/978-1-59745-232-8		fulltext		Humana Press	Monograph	2008		435		Davis	7651	
Chromosome Analysis Protocols	978-0-89603-289-7	978-1-59259-516-7							http://link.springer.com/10.1385/0896032892		10.1385/0896032892		fulltext		Humana Press	Monograph	1994		29		Gosden	7651	
Chromosome Architecture	978-1-4939-3629-8	978-1-4939-3631-1							http://link.springer.com/10.1007/978-1-4939-3631-1		10.1007/978-1-4939-3631-1		fulltext		Springer New York	Monograph	2016		1431		Leake	7651	
Circadian Rhythms	978-1-58829-417-3	978-1-59745-257-1							http://link.springer.com/10.1007/978-1-59745-257-1		10.1007/978-1-59745-257-1		fulltext		Humana Press	Monograph	2007		362		Rosato	7651	
Circulating MicroRNAs	978-1-62703-452-4	978-1-62703-453-1							http://link.springer.com/10.1007/978-1-62703-453-1		10.1007/978-1-62703-453-1		fulltext		Humana Press	Monograph	2013		1024	2013	Kosaka	7651	
Claudins	978-1-61779-184-0	978-1-61779-185-7							http://link.springer.com/10.1007/978-1-61779-185-7		10.1007/978-1-61779-185-7		fulltext		Humana Press	Monograph	2011		762		Turksen	7651	
Clinical Applications of Capillary Electrophoresis	978-0-89603-639-0	978-1-59259-689-8							http://link.springer.com/10.1385/1592596894		10.1385/1592596894		fulltext		Humana Press	Monograph	1999		27		Palfrey	7652	
Clinical Applications of Capillary Electrophoresis	978-1-62703-028-1	978-1-62703-029-8							http://link.springer.com/10.1007/978-1-62703-029-8		10.1007/978-1-62703-029-8		fulltext		Humana Press	Monograph	2013		919	2013	Phillips	7651	
Clinical Applications of Mass Spectrometry	978-1-60761-458-6	978-1-60761-459-3							http://link.springer.com/10.1007/978-1-60761-459-3		10.1007/978-1-60761-459-3		fulltext		Humana Press	Monograph	2010		603		Garg	7651	
Clinical Applications of Mass Spectrometry in Biomolecular Analysis	978-1-4939-3181-1	978-1-4939-3182-8							http://link.springer.com/10.1007/978-1-4939-3182-8		10.1007/978-1-4939-3182-8		fulltext		Springer New York	Monograph	2016		1378	1st ed. 2016	Garg	7651	
Clinical Applications of Mass Spectrometry in Drug Analysis	978-1-4939-3251-1	978-1-4939-3252-8							http://link.springer.com/10.1007/978-1-4939-3252-8		10.1007/978-1-4939-3252-8		fulltext		Springer New York	Monograph	2016		1383	1st ed. 2016	Garg	7651	
Clinical Applications of PCR	978-0-89603-499-0	978-1-59259-600-3							http://link.springer.com/10.1385/0896034992		10.1385/0896034992		fulltext		Humana Press	Monograph	1998		16		Lo	7652	
Clinical Applications of PCR	978-1-4939-3358-7	978-1-4939-3360-0							http://link.springer.com/10.1007/978-1-4939-3360-0		10.1007/978-1-4939-3360-0		fulltext		Springer New York	Monograph	2016		1392	3rd ed. 2016	Luthra	7651	
Clinical Applications of PCR	978-1-58829-348-0	978-1-59745-074-4							http://link.springer.com/10.1385/159745074X		10.1385/159745074X		fulltext		Humana Press	Monograph	2006		336	Second Edition	Lo	7651	
Clinical Bioinformatics	978-1-4939-0846-2	978-1-4939-0847-9							http://link.springer.com/10.1007/978-1-4939-0847-9		10.1007/978-1-4939-0847-9		fulltext		Springer New York	Monograph	2014		1168	2nd ed. 2014	Trent	7651	
Clinical Bioinformatics	978-1-58829-791-4	978-1-60327-148-6							http://link.springer.com/10.1007/978-1-60327-148-6		10.1007/978-1-60327-148-6		fulltext		Humana Press	Monograph	2008		141		Trent	7652	
Clinical Epidemiology	978-1-4939-2427-1	978-1-4939-2428-8							http://link.springer.com/10.1007/978-1-4939-2428-8		10.1007/978-1-4939-2428-8		fulltext		Springer New York	Monograph	2015		1281	2nd ed. 2015	Parfrey	7651	
Clinical Epidemiology	978-1-58829-964-2	978-1-59745-385-1							http://link.springer.com/10.1007/978-1-59745-385-1		10.1007/978-1-59745-385-1		fulltext		Humana Press	Monograph	2009		473		Barrett	7651	
Clinical Proteomics	978-1-4939-1871-3	978-1-4939-1872-0							http://link.springer.com/10.1007/978-1-4939-1872-0		10.1007/978-1-4939-1872-0		fulltext		Springer New York	Monograph	2015		1243	2nd ed. 2015	Vlahou	7651	
Clinical Proteomics	978-1-58829-837-9	978-1-59745-117-8							http://link.springer.com/10.1007/978-1-59745-117-8		10.1007/978-1-59745-117-8		fulltext		Humana Press	Monograph	2008		428		Vlahou	7651	
Clostridium difficile	978-1-60327-364-0	978-1-60327-365-7							http://link.springer.com/10.1007/978-1-60327-365-7		10.1007/978-1-60327-365-7		fulltext		Humana Press	Monograph	2010		646		Mullany	7651	
Colorectal Cancer	978-0-89603-767-0	978-1-59259-084-1							http://link.springer.com/10.1385/1592590845		10.1385/1592590845		fulltext		Humana Press	Monograph	2001		50		M.	7652	
Combinatorial Library	978-0-89603-980-3	978-1-59259-285-2							http://link.springer.com/10.1385/1592592856		10.1385/1592592856		fulltext		Springer New York	Monograph	2002		201		English	7651	
Combinatorial Peptide Library Protocols	978-0-89603-392-4	978-1-59259-571-6							http://link.springer.com/10.1385/0896033929		10.1385/0896033929		fulltext		Humana Press	Monograph	1998		87		Cabilly	7651	
Comparative Genomics	978-1-58829-693-1	978-1-59745-514-5							http://link.springer.com/10.1007/978-1-59745-514-5		10.1007/978-1-59745-514-5		fulltext		Humana Press	Monograph	2008		395		Bergman	7651	
Comparative Genomics	978-1-934115-37-4	978-1-59745-515-2							http://link.springer.com/10.1007/978-1-59745-515-2		10.1007/978-1-59745-515-2		fulltext		Humana Press	Monograph	2007		396		Bergman	7651	
Complement Methods and Protocols	978-0-89603-654-3	978-1-59259-056-8							http://link.springer.com/10.1385/159259056X		10.1385/159259056X		fulltext		Humana Press	Monograph	2000		150		Morgan	7651	
Computational Biology	978-1-60761-841-6	978-1-60761-842-3							http://link.springer.com/10.1007/978-1-60761-842-3		10.1007/978-1-60761-842-3		fulltext		Humana Press	Monograph	2010		673		Fenyö	7651	
Computational Biology of Transcription Factor Binding	978-1-60761-853-9	978-1-60761-854-6							http://link.springer.com/10.1007/978-1-60761-854-6		10.1007/978-1-60761-854-6		fulltext		Humana Press	Monograph	2010		674		Ladunga	7651	
Computational Design of Ligand Binding Proteins	978-1-4939-3567-3	978-1-4939-3569-7							http://link.springer.com/10.1007/978-1-4939-3569-7		10.1007/978-1-4939-3569-7		fulltext		Springer New York	Monograph	2016		1414		Stoddard	7651	
Computational Drug Discovery and Design	978-1-61779-464-3	978-1-61779-465-0							http://link.springer.com/10.1007/978-1-61779-465-0		10.1007/978-1-61779-465-0		fulltext		Springer New York	Monograph	2012		819		Baron	7651	
Computational Methods in Synthetic Biology	978-1-4939-1877-5	978-1-4939-1878-2							http://link.springer.com/10.1007/978-1-4939-1878-2		10.1007/978-1-4939-1878-2		fulltext		Springer New York	Monograph	2015		1244	2015	Marchisio	7651	
Computational Modeling of Signaling Networks	978-1-61779-832-0	978-1-61779-833-7							http://link.springer.com/10.1007/978-1-61779-833-7		10.1007/978-1-61779-833-7		fulltext		Humana Press	Monograph	2012		880	2012	Liu	7651	
Computational Peptidology	978-1-4939-2284-0	978-1-4939-2285-7							http://link.springer.com/10.1007/978-1-4939-2285-7		10.1007/978-1-4939-2285-7		fulltext		Springer New York	Monograph	2015		1268	2015	Zhou	7651	
Computational Systems Biology	978-1-58829-905-5	978-1-59745-243-4							http://link.springer.com/10.1007/978-1-59745-243-4		10.1007/978-1-59745-243-4		fulltext		Humana Press	Monograph	2009		541		Ireton	7651	
Computational Systems Toxicology	978-1-4939-2777-7	978-1-4939-2778-4							http://link.springer.com/10.1007/978-1-4939-2778-4		10.1007/978-1-4939-2778-4		fulltext		Springer New York	Monograph	2015			1st ed. 2015	Hoeng	7653	
Computational Toxicology	978-1-62703-049-6	978-1-62703-050-2							http://link.springer.com/10.1007/978-1-62703-050-2		10.1007/978-1-62703-050-2		fulltext		Humana Press	Monograph	2013		929	2013	Reisfeld	7651	
Computational Toxicology	978-1-62703-058-8	978-1-62703-059-5							http://link.springer.com/10.1007/978-1-62703-059-5		10.1007/978-1-62703-059-5		fulltext		Humana Press	Monograph	2013		930	2013	Reisfeld	7651	
Computer Analysis of Sequence Data	978-0-89603-246-0	978-1-59259-511-2							http://link.springer.com/10.1385/0896032469		10.1385/0896032469		fulltext		Humana Press	Monograph	1994		24		Griffin	7651	
Computer Analysis of Sequence Data	978-0-89603-276-7	978-1-59259-512-9							http://link.springer.com/10.1385/0896032760	Griffin	10.1385/0896032760		fulltext		Springer New York	Monograph	1994		25			7651	
Computer-Aided Drug Discovery	978-1-4939-3519-2	978-1-4939-3521-5							http://link.springer.com/10.1007/978-1-4939-3521-5		10.1007/978-1-4939-3521-5		fulltext		Springer New York	Monograph	2016				Zhang	7653	
Computer-Aided Tissue Engineering	978-1-61779-763-7	978-1-61779-764-4							http://link.springer.com/10.1007/978-1-61779-764-4		10.1007/978-1-61779-764-4		fulltext		Humana Press	Monograph	2012		868	2012	Liebschner	7651	
Confocal Microscopy	978-1-58829-351-0	978-1-60761-847-8							http://link.springer.com/10.1007/978-1-60761-847-8		10.1007/978-1-60761-847-8		fulltext		Springer New York	Monograph	2014		1075	2nd ed. 2014	Paddock	7651	
Confocal Microscopy Methods and Protocols	978-0-89603-526-3	978-1-59259-722-2							http://link.springer.com/10.1385/159259722X		10.1385/159259722X		fulltext		Humana Press	Monograph	1999		122		Paddock	7651	
Congenital Heart Disease	978-1-58829-375-6	978-1-59745-088-1							http://link.springer.com/10.1385/159745088X		10.1385/159745088X		fulltext		Humana Press	Monograph	2006		126		Kearns-Jonker	7652	
Connexin Methods and Protocols	978-0-89603-658-1	978-1-59259-043-8							http://link.springer.com/10.1385/1592590438		10.1385/1592590438		fulltext		Humana Press	Monograph	2001		154		Bruzzone	7651	
Controlled Genetic Manipulations	978-1-61779-532-9	978-1-61779-533-6							http://link.springer.com/10.1007/978-1-61779-533-6		10.1007/978-1-61779-533-6		fulltext		Humana Press	Monograph	2012		65	2012	Morozov	7657	
Corneal Regenerative Medicine	978-1-62703-431-9	978-1-62703-432-6							http://link.springer.com/10.1007/978-1-62703-432-6		10.1007/978-1-62703-432-6		fulltext		Humana Press	Monograph	2013		1014	2013	Wright	7651	
Coronaviruses	978-1-4939-2437-0	978-1-4939-2438-7							http://link.springer.com/10.1007/978-1-4939-2438-7		10.1007/978-1-4939-2438-7		fulltext		Springer New York	Monograph	2015		1282	2015	Maier	7651	
Crop Breeding	978-1-4939-0445-7	978-1-4939-0446-4							http://link.springer.com/10.1007/978-1-4939-0446-4		10.1007/978-1-4939-0446-4		fulltext		Springer New York	Monograph	2014		1145	2014	Fleury	7651	
Cryopreservation and Freeze-Drying Protocols	978-0-89603-296-5	978-1-59259-525-9							http://link.springer.com/10.1385/0896032965		10.1385/0896032965		fulltext		Humana Press	Monograph	1995		38		Day	7651	
Cryopreservation and Freeze-Drying Protocols	978-1-4939-2192-8	978-1-4939-2193-5							http://link.springer.com/10.1007/978-1-4939-2193-5		10.1007/978-1-4939-2193-5		fulltext		Springer New York	Monograph	2015		1257	3rd ed. 2015	Wolkers	7651	
Cryopreservation and Freeze-Drying Protocols	978-1-58829-377-0	978-1-59745-362-2							http://link.springer.com/10.1007/978-1-59745-362-2		10.1007/978-1-59745-362-2		fulltext		Humana Press	Monograph	2007		368	Second Edition	Day	7651	
Crystallographic Methods and Protocols	978-0-89603-259-0	978-1-59259-543-3							http://link.springer.com/10.1385/0896032590		10.1385/0896032590		fulltext		Humana Press	Monograph	1996		56		Jones	7651	
Cyclic Nucleotide Signaling in Plants	978-1-62703-440-1	978-1-62703-441-8							http://link.springer.com/10.1007/978-1-62703-441-8		10.1007/978-1-62703-441-8		fulltext		Humana Press	Monograph	2013		1016	2013	Gehring	7651	
Cyclin-Dependent Kinase (CDK) Inhibitors	978-1-4939-2925-2	978-1-4939-2926-9							http://link.springer.com/10.1007/978-1-4939-2926-9		10.1007/978-1-4939-2926-9		fulltext		Springer New York	Monograph	2016		1336	1st ed. 2016	Orzáez	7651	
Cyclooxygenases	978-1-58829-953-6	978-1-59745-364-6							http://link.springer.com/10.1007/978-1-59745-364-6		10.1007/978-1-59745-364-6		fulltext		Humana Press	Monograph	2010		644	1	Ayoub	7651	
Cystic Fibrosis	978-1-61779-116-1	978-1-61779-117-8							http://link.springer.com/10.1007/978-1-61779-117-8		10.1007/978-1-61779-117-8		fulltext		Humana Press	Monograph	2011		741		Amaral	7651	
Cystic Fibrosis	978-1-61779-119-2	978-1-61779-120-8							http://link.springer.com/10.1007/978-1-61779-120-8		10.1007/978-1-61779-120-8		fulltext		Humana Press	Monograph	2011		742		Amaral	7651	
Cystic Fibrosis Methods and Protocols	978-0-89603-897-4	978-1-59259-187-9							http://link.springer.com/10.1385/1592591876		10.1385/1592591876		fulltext		Humana Press	Monograph	2002		70		Skach	7652	
Cytochrome P450 Protocols	978-0-89603-519-5	978-1-59259-580-8							http://link.springer.com/10.1385/0896035190		10.1385/0896035190		fulltext		Humana Press	Monograph	1998		107		Phillips	7651	
Cytochrome P450 Protocols	978-1-58829-441-8	978-1-59259-998-1							http://link.springer.com/10.1385/1592599982		10.1385/1592599982		fulltext		Humana Press	Monograph	2006		320	Second Edition	Phillips	7651	
Cytochrome P450 Protocols	978-1-62703-320-6	978-1-62703-321-3							http://link.springer.com/10.1007/978-1-62703-321-3		10.1007/978-1-62703-321-3		fulltext		Humana Press	Monograph	2013		987	3rd ed. 2013	Phillips	7651	
Cytokine Bioassays	978-1-4939-0927-8	978-1-4939-0928-5							http://link.springer.com/10.1007/978-1-4939-0928-5		10.1007/978-1-4939-0928-5		fulltext		Springer New York	Monograph	2014		1172	2014	Vancurova	7651	
Cytokine Protocols	978-0-89603-948-3	978-1-59259-667-6							http://link.springer.com/10.1385/1592596673		10.1385/1592596673		fulltext		Humana Press	Monograph	2004		249		Ley	7651	
Cytokine Protocols	978-1-61779-438-4	978-1-61779-439-1							http://link.springer.com/10.1007/978-1-61779-439-1		10.1007/978-1-61779-439-1		fulltext		Humana Press	Monograph	2012		820	2	De Ley	7651	
Cytokines and Colony Stimulating Factors	978-1-58829-035-9	978-1-59259-345-3							http://link.springer.com/10.1385/1592593453		10.1385/1592593453		fulltext		Humana Press	Monograph	2003		215		Körholz	7651	
Cytokines in Human Health	978-1-58829-467-8	978-1-59745-350-9							http://link.springer.com/10.1007/978-1-59745-350-9		10.1007/978-1-59745-350-9		fulltext		Humana Press	Monograph	2007				House	7653	
Cytomegalovirus Protocols	978-0-89603-749-6	978-1-59259-244-9							http://link.springer.com/10.1385/1592592449		10.1385/1592592449		fulltext		Humana Press	Monograph	2000		33		Sinclair	7652	
Cytoskeleton Methods and Protocols	978-0-89603-771-7	978-1-59259-051-3							http://link.springer.com/10.1385/1592590519		10.1385/1592590519		fulltext		Humana Press	Monograph	2001		161		Gavin	7651	
Cytoskeleton Methods and Protocols	978-1-4939-3123-1	978-1-4939-3124-8							http://link.springer.com/10.1007/978-1-4939-3124-8		10.1007/978-1-4939-3124-8		fulltext		Springer New York	Monograph	2016		1365	3rd ed. 2016	Gavin	7651	
Cytoskeleton Methods and Protocols	978-1-60761-375-6	978-1-60761-376-3							http://link.springer.com/10.1007/978-1-60761-376-3		10.1007/978-1-60761-376-3		fulltext		Humana Press	Monograph	2010		586		Gavin	7651	
Cytotoxic Drug Resistance Mechanisms	978-0-89603-603-1	978-1-59259-687-4							http://link.springer.com/10.1385/1592596878		10.1385/1592596878		fulltext		Humana Press	Monograph	1999		28		Brown	7652	
Cytotoxic T-Cells	978-1-4939-1157-8	978-1-4939-1158-5							http://link.springer.com/10.1007/978-1-4939-1158-5		10.1007/978-1-4939-1158-5		fulltext		Springer New York	Monograph	2014		1186	2014	Ranieri	7651	
DNA Arrays	978-0-89603-822-6	978-1-59259-234-0							http://link.springer.com/10.1385/1592592341		10.1385/1592592341		fulltext		Humana Press	Monograph	2001		170		Rampal	7651	
DNA Barcodes	978-1-61779-590-9	978-1-61779-591-6							http://link.springer.com/10.1007/978-1-61779-591-6		10.1007/978-1-61779-591-6		fulltext		Humana Press	Monograph	2012		858	2012	Kress	7651	
DNA Cloning and Assembly Methods	978-1-62703-763-1	978-1-62703-764-8							http://link.springer.com/10.1007/978-1-62703-764-8		10.1007/978-1-62703-764-8		fulltext		Humana Press	Monograph	2014		1116	2014	Valla	7651	
DNA Damage Detection In Situ, Ex Vivo, and In Vivo	978-1-60327-408-1	978-1-60327-409-8							http://link.springer.com/10.1007/978-1-60327-409-8		10.1007/978-1-60327-409-8		fulltext		Humana Press	Monograph	2011		682		Didenko	7651	
DNA Electrophoresis	978-1-62703-564-4	978-1-62703-565-1							http://link.springer.com/10.1007/978-1-62703-565-1		10.1007/978-1-62703-565-1		fulltext		Humana Press	Monograph	2013		1054	2013	Makovets	7651	
DNA Electrophoresis Protocols for Forensic Genetics	978-1-61779-460-5	978-1-61779-461-2							http://link.springer.com/10.1007/978-1-61779-461-2		10.1007/978-1-61779-461-2		fulltext		Humana Press	Monograph	2012		830		Alonso	7651	
DNA Methylation	978-1-934115-61-9	978-1-59745-522-0							http://link.springer.com/10.1007/978-1-59745-522-0		10.1007/978-1-59745-522-0		fulltext		Humana Press	Monograph	2009		507	2	Tost	7651	
DNA Methylation Protocols	978-0-89603-618-5	978-1-59259-182-4							http://link.springer.com/10.1385/1592591825		10.1385/1592591825		fulltext		Springer New York	Monograph	2002		200		Mills	7651	
DNA Microarrays for Biomedical Research	978-1-934115-69-5	978-1-59745-538-1							http://link.springer.com/10.1007/978-1-59745-538-1		10.1007/978-1-59745-538-1		fulltext		Humana Press	Monograph	2009		529		Dufva	7651	
DNA Nanotechnology	978-1-61779-141-3	978-1-61779-142-0							http://link.springer.com/10.1007/978-1-61779-142-0		10.1007/978-1-61779-142-0		fulltext		Humana Press	Monograph	2011		749	1	Zuccheri	7651	
DNA Recombination	978-1-61779-128-4	978-1-61779-129-1							http://link.springer.com/10.1007/978-1-61779-129-1		10.1007/978-1-61779-129-1		fulltext		Humana Press	Monograph	2011		745	1	Tsubouchi	7651	
DNA Repair Protocols	978-0-89603-643-7	978-1-59259-068-1							http://link.springer.com/10.1385/1592590683		10.1385/1592590683		fulltext		Humana Press	Monograph	2000		152		Vaughan	7651	
DNA Repair Protocols	978-0-89603-802-8	978-1-59259-675-1							http://link.springer.com/10.1385/1592596754		10.1385/1592596754		fulltext		Humana Press	Monograph	1999		113		Henderson	7651	
DNA Repair Protocols	978-1-58829-513-2	978-1-59259-973-8							http://link.springer.com/10.1385/1592599737		10.1385/1592599737		fulltext		Humana Press	Monograph	2006		314	Second Edition	Henderson	7651	
DNA Repair Protocols	978-1-61779-997-6	978-1-61779-998-3							http://link.springer.com/10.1007/978-1-61779-998-3		10.1007/978-1-61779-998-3		fulltext		Humana Press	Monograph	2012		920	3rd ed. 2012	Bjergbæk	7651	
DNA Replication	978-1-4939-2595-7	978-1-4939-2596-4							http://link.springer.com/10.1007/978-1-4939-2596-4		10.1007/978-1-4939-2596-4		fulltext		Springer New York	Monograph	2015		1300	2nd ed. 2015	Vengrova	7651	
DNA Replication	978-1-60327-814-0	978-1-60327-815-7							http://link.springer.com/10.1007/978-1-60327-815-7		10.1007/978-1-60327-815-7		fulltext		Humana Press	Monograph	2009		521		Vengrova	7651	
DNA Sequencing Protocols	978-0-89603-248-4	978-1-59259-510-5							http://link.springer.com/10.1385/0896032485		10.1385/0896032485		fulltext		Humana Press	Monograph	1993		23		Griffin	7651	
DNA Sequencing Protocols	978-0-89603-716-8	978-1-59259-113-8							http://link.springer.com/10.1385/1592591132		10.1385/1592591132		fulltext		Humana Press	Monograph	2001		167	Second Edition	Graham	7651	
DNA Topoisomerase Protocols	978-0-89603-444-0	978-1-59259-259-3							http://link.springer.com/10.1385/1592592597		10.1385/1592592597		fulltext		Humana Press	Monograph	1999		94		Bjornsti	7651	
DNA Topoisomerase Protocols	978-0-89603-512-6	978-1-59259-057-5							http://link.springer.com/10.1385/1592590578		10.1385/1592590578		fulltext		Humana Press	Monograph	2001		95		Osheroff	7651	
DNA Topoisomerases	978-1-60761-339-8	978-1-60761-340-4							http://link.springer.com/10.1007/978-1-60761-340-4		10.1007/978-1-60761-340-4		fulltext		Humana Press	Monograph	2009		582		Clarke	7651	
DNA Vaccines	978-0-89603-580-5	978-1-59259-688-1							http://link.springer.com/10.1385/1592596886		10.1385/1592596886		fulltext		Humana Press	Monograph	2000		29		Lowrie	7652	
DNA Vaccines	978-1-4939-0409-9	978-1-4939-0410-5							http://link.springer.com/10.1007/978-1-4939-0410-5		10.1007/978-1-4939-0410-5		fulltext		Springer New York	Monograph	2014		1143	3rd ed. 2014	Rinaldi	7651	
DNA Vaccines	978-1-58829-484-5	978-1-59745-168-0							http://link.springer.com/10.1385/1597451681		10.1385/1597451681		fulltext		Humana Press	Monograph	2006		127	Second Edition	Saltzman	7652	
DNA Viruses	978-1-58829-353-4	978-1-59259-848-9							http://link.springer.com/10.1385/159259848X		10.1385/159259848X		fulltext		Humana Press	Monograph	2005		292		Lieberman	7651	
DNA and RNA Profiling in Human Blood	978-1-934115-93-0	978-1-59745-553-4							http://link.springer.com/10.1007/978-1-59745-553-4		10.1007/978-1-59745-553-4		fulltext		Humana Press	Monograph	2009		496		Bugert	7651	
DNA-Protein Interactions	978-0-89603-256-9	978-1-59259-517-4							http://link.springer.com/10.1385/0896032566		10.1385/0896032566		fulltext		Humana Press	Monograph	1994		30		Geoff Kneale	7651	
DNA-Protein Interactions	978-0-89603-625-3	978-1-59259-208-1							http://link.springer.com/10.1385/1592592082		10.1385/1592592082		fulltext		Humana Press	Monograph	2001		148	Second Edition	Moss	7651	
