publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
DIPS	978-3-642-15528-4	978-3-642-15529-1							http://link.springer.com/10.1007/978-3-642-15529-1	Schneider	10.1007/978-3-642-15529-1		fulltext		Springer Berlin Heidelberg	Monograph	2011			4., überarbeitete Auflage			
Das AMDP-System	978-3-540-09359-6	978-3-662-06448-1							http://link.springer.com/10.1007/978-3-662-06448-1		10.1007/978-3-662-06448-1		fulltext		Springer Berlin Heidelberg	Monograph	1979			Dritte, korrigierte und erweiterte Auflage			
Das AMDP-System	978-3-540-10999-0	978-3-662-01056-3							http://link.springer.com/10.1007/978-3-662-01056-3		10.1007/978-3-662-01056-3		fulltext		Springer Berlin Heidelberg	Monograph	1981			Vierte, korrigierte, Auflage			
Das AMP-System	978-3-540-05413-9	978-3-662-06450-4							http://link.springer.com/10.1007/978-3-662-06450-4		10.1007/978-3-662-06450-4		fulltext		Springer Berlin Heidelberg	Monograph	1971				Scharfetter		
Das AMP-System	978-3-540-05861-8	978-3-662-06449-8							http://link.springer.com/10.1007/978-3-662-06449-8		10.1007/978-3-662-06449-8		fulltext		Springer Berlin Heidelberg	Monograph	1972			Zweite, korrigierte und erweiterte Auflage	Scharfetter		
Das Exportakkreditivgeschäft	978-3-322-96149-5	978-3-322-96286-7							http://link.springer.com/10.1007/978-3-322-96286-7	Gacho	10.1007/978-3-322-96286-7		fulltext		Gabler Verlag	Monograph	1969						
Das Klassische in der Architektur	978-3-528-08772-2	978-3-663-07792-3							http://link.springer.com/10.1007/978-3-663-07792-3	Tzonis	10.1007/978-3-663-07792-3		fulltext		Vieweg+Teubner Verlag	Monograph	1987					12064	
Das Sekretariat kreativ managen	978-3-409-19198-2	978-3-322-87115-2							http://link.springer.com/10.1007/978-3-322-87115-2	Polednak	10.1007/978-3-322-87115-2		fulltext		Gabler Verlag	Monograph	1995						
Data Mining Using SAS Applications	978-1-58488-345-6	978-1-4899-7218-7							http://link.springer.com/10.1007/978-1-4899-7218-7	Fernandez	10.1007/978-1-4899-7218-7		fulltext		Springer US	Monograph	2003						
De Barrett à Zollinger-Ellison Quelques cas historiques en gastroentérologie	978-2-287-77032-6	978-2-287-77052-4							http://link.springer.com/10.1007/978-2-287-77052-4	Vicari	10.1007/978-2-287-77052-4		fulltext		Springer Paris	Monograph	2008						
De psychologie van arbeid en gezondheid	978-90-313-5069-8	978-90-313-6556-2							http://link.springer.com/10.1007/978-90-313-6556-2		10.1007/978-90-313-6556-2		fulltext		Bohn Stafleu van Loghum	Monograph	2006			Tweede	Schaufeli		
Decubitus te lijf	978-90-313-5025-4	978-90-313-6284-4							http://link.springer.com/10.1007/978-90-313-6284-4		10.1007/978-90-313-6284-4		fulltext		Bohn Stafleu van Loghum	Monograph	2008				Poot		
Deep-Submicron CMOS ICs	978-1-4613-6853-3	978-1-4615-4133-2							http://link.springer.com/10.1007/978-1-4615-4133-2	Veendrick	10.1007/978-1-4615-4133-2		fulltext		Springer US	Monograph	2000						
Denkfallen beim Planen	978-3-528-08774-6	978-3-663-01476-8							http://link.springer.com/10.1007/978-3-663-01476-8	Schönwandt	10.1007/978-3-663-01476-8		fulltext		Vieweg+Teubner Verlag	Monograph	1986					12064	
Der kleine Zauberer Popilus	978-3-9802675-0-2	978-3-662-26429-4							http://link.springer.com/10.1007/978-3-662-26429-4	Walz	10.1007/978-3-662-26429-4		fulltext		Springer Berlin Heidelberg	Monograph	1991						
Dermatologie des XIXe et XXe siècles Mutations et controverses	978-2-8178-0197-1	978-2-8178-0198-8							http://link.springer.com/10.1007/978-2-8178-0198-8	Tilles	10.1007/978-2-8178-0198-8		fulltext		Springer Paris	Monograph	2011						
Dermatopathologie	978-2-287-99668-9	978-2-287-99669-6							http://link.springer.com/10.1007/978-2-287-99669-6	Kempf	10.1007/978-2-287-99669-6		fulltext		Springer Paris	Monograph	2010						
Deutsche Rechtsgeschichte 3	978-3-531-22139-7	978-3-663-09651-1							http://link.springer.com/10.1007/978-3-663-09651-1	Kroeschell	10.1007/978-3-663-09651-1		fulltext		VS Verlag für Sozialwissenschaften	Monograph	1989			2. Auflage		12206	
Deutscher Multimedia Kongreß ’95	978-3-540-59183-2	978-3-662-06569-3							http://link.springer.com/10.1007/978-3-662-06569-3		10.1007/978-3-662-06569-3		fulltext		Springer Berlin Heidelberg	Monograph	1995				Glowalla		
Deutschland Online	978-3-322-92102-4	978-3-322-92101-7							http://link.springer.com/10.1007/978-3-322-92101-7	Holtrop	10.1007/978-3-322-92101-7		fulltext		Gabler Verlag	Monograph	2003						
Deutschland Online	978-3-663-01585-7	978-3-663-01584-0							http://link.springer.com/10.1007/978-3-663-01584-0	Holtrop	10.1007/978-3-663-01584-0		fulltext		Gabler Verlag	Monograph	2004			2., überarbeitete Auflage			
Diagnostic et décision dans le cancer du sein à un stade précoce	978-2-8178-0252-7	978-2-8178-0253-4							http://link.springer.com/10.1007/978-2-8178-0253-4	Espié	10.1007/978-2-8178-0253-4		fulltext		Springer Paris	Monograph	2012					5181	
Dictionary of Analytical Reagents	978-0-412-35150-1	978-1-4899-7270-5							http://link.springer.com/10.1007/978-1-4899-7270-5		10.1007/978-1-4899-7270-5		fulltext		Springer US	Monograph	1993				Macdonald		
Dictionary of Carbohydrates	978-0-412-38670-1	978-1-4899-3318-8							http://link.springer.com/10.1007/978-1-4899-3318-8		10.1007/978-1-4899-3318-8		fulltext		Springer US	Monograph	1998				Collins		
Dictionary of Natural Products	978-0-412-57780-2	978-1-4899-3316-4							http://link.springer.com/10.1007/978-1-4899-3316-4		10.1007/978-1-4899-3316-4		fulltext		Springer US	Monograph	1995				Buckingham		
Dictionary of Natural Products	978-0-412-60430-0	978-1-4899-6850-0							http://link.springer.com/10.1007/978-1-4899-6850-0		10.1007/978-1-4899-6850-0		fulltext		Springer US	Monograph	1997				Buckingham		
Dictionary of Natural Products	978-0-412-60440-9	978-1-4899-3314-0							http://link.springer.com/10.1007/978-1-4899-3314-0		10.1007/978-1-4899-3314-0		fulltext		Springer US	Monograph	1998				Buckingham		
Dictionary of Organic Compounds	978-0-412-17080-5	978-1-4899-3312-6							http://link.springer.com/10.1007/978-1-4899-3312-6		10.1007/978-1-4899-3312-6		fulltext		Springer US	Monograph	1990			Fifth Edition	Buckingham		
Dictionary of Organic Compounds	978-0-412-54110-0	978-1-4899-6637-7							http://link.springer.com/10.1007/978-1-4899-6637-7	Pattenden	10.1007/978-1-4899-6637-7		fulltext		Springer US	Monograph	1997			Sixth Edition			
Dictionary of Organometallic Compounds	978-0-412-63250-1	978-1-4899-6848-7							http://link.springer.com/10.1007/978-1-4899-6848-7	MacIntyre	10.1007/978-1-4899-6848-7		fulltext		Springer US	Monograph	1996			Second Edition			
Dictionary of Organometallic Compounds	978-1-4615-6846-9	978-1-4615-6844-5							http://link.springer.com/10.1007/978-1-4615-6844-5		10.1007/978-1-4615-6844-5		fulltext		Springer US	Monograph	1985				Macintyre		
Dictionary of Organometallic Compounds	978-1-4615-6849-0	978-1-4615-6847-6							http://link.springer.com/10.1007/978-1-4615-6847-6		10.1007/978-1-4615-6847-6		fulltext		Springer US	Monograph	1986				Macintyre		
Dictionary of Organometallic Compounds	978-1-4757-4968-7	978-1-4757-4966-3							http://link.springer.com/10.1007/978-1-4757-4966-3		10.1007/978-1-4757-4966-3		fulltext		Springer US	Monograph	1990				Macintyre		
Dictionary of Steroids	978-0-412-27060-4	978-1-4899-3310-2							http://link.springer.com/10.1007/978-1-4899-3310-2		10.1007/978-1-4899-3310-2		fulltext		Springer US	Monograph	1991				Hill		
Dictionary of Terpenoids	978-0-412-25770-4	978-1-4899-4513-6							http://link.springer.com/10.1007/978-1-4899-4513-6	Connolly	10.1007/978-1-4899-4513-6		fulltext		Springer US	Monograph	1991						
Dictionnaire des allergènes de contact	978-2-287-84879-7	978-2-287-84880-3							http://link.springer.com/10.1007/978-2-287-84880-3	Lepoittevin	10.1007/978-2-287-84880-3		fulltext		Springer Paris	Monograph	2009						
Didaktischer Atlas der klinischen Neurologie	978-3-642-71218-0	978-3-642-18190-0							http://link.springer.com/10.1007/978-3-642-18190-0	Mumenthaler	10.1007/978-3-642-18190-0		fulltext		Springer Berlin Heidelberg	Monograph	1986			Zweite, überarbeitete und erweiterte Auflage		7339	
Die 2. Dimension der IT-Sicherheit	978-3-528-05703-9	978-3-322-86849-7							http://link.springer.com/10.1007/978-3-322-86849-7	Hammer	10.1007/978-3-322-86849-7		fulltext		Vieweg+Teubner Verlag	Monograph	1999					12082	
Die Akupunktur	978-3-642-62843-6	978-3-642-55796-5							http://link.springer.com/10.1007/978-3-642-55796-5	Bihlmaier	10.1007/978-3-642-55796-5		fulltext		Springer Berlin Heidelberg	Monograph	2003				Kolster		
Die Geschichte der Rechenautomaten	978-3-642-36190-6	978-3-642-36191-3							http://link.springer.com/10.1007/978-3-642-36191-3	Lippe	10.1007/978-3-642-36191-3		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013			
Die Geschichte der Rechenautomaten	978-3-642-36192-0	978-3-642-36193-7							http://link.springer.com/10.1007/978-3-642-36193-7	Lippe	10.1007/978-3-642-36193-7		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013			
Die Hölzer Mitteleuropas	978-3-642-66577-6	978-3-642-66576-9							http://link.springer.com/10.1007/978-3-642-66576-9	Grosser	10.1007/978-3-642-66576-9		fulltext		Springer Berlin Heidelberg	Monograph	1977						
Die Idee der Phänomenologie	978-94-010-2481-5	978-94-010-2480-8							http://link.springer.com/10.1007/978-94-010-2480-8	Husserl	10.1007/978-94-010-2480-8		fulltext		Springer Netherlands	Monograph	1973		2	2. Auflage	Biemel	6062	
Die Idee der Phänomenologie	978-94-017-5773-7	978-94-017-6171-0							http://link.springer.com/10.1007/978-94-017-6171-0		10.1007/978-94-017-6171-0		fulltext		Springer Netherlands	Monograph	1973			2. Auflage	Biemel	6062	
Die Inszenierung der Alltagswelt	978-3-528-18647-0	978-3-322-88850-1							http://link.springer.com/10.1007/978-3-322-88850-1	Durth	10.1007/978-3-322-88850-1		fulltext		Vieweg+Teubner Verlag	Monograph	1988		47	2. Auflage		5021	
Die Krisis der Europäischen Wissenschaften und die Transzendentale Phänomenologie	978-94-010-1336-9	978-94-010-1335-2							http://link.springer.com/10.1007/978-94-010-1335-2	Husserl	10.1007/978-94-010-1335-2		fulltext		Springer Netherlands	Monograph	1976		6	2. Auflage	Biemel	6062	
Die Krisis der Europäischen Wissenschaften und die Transzendentale Phänomenologie	978-94-010-5213-9	978-94-011-2736-3							http://link.springer.com/10.1007/978-94-011-2736-3	Husserl	10.1007/978-94-011-2736-3		fulltext		Springer Netherlands	Monograph	1993		29		Smid	6062	
Die SED-Herrschaft und ihr Zusammenbruch	978-3-8100-1608-9	978-3-322-95834-1							http://link.springer.com/10.1007/978-3-322-95834-1		10.1007/978-3-322-95834-1		fulltext		VS Verlag für Sozialwissenschaften	Monograph	1996		1		Kuhrt	12456	
Die Untersuchung institutioneller Kommunikation	978-3-531-12032-4	978-3-663-14451-9							http://link.springer.com/10.1007/978-3-663-14451-9	Giesecke	10.1007/978-3-663-14451-9		fulltext		VS Verlag für Sozialwissenschaften	Monograph	1988		78			12707	
Die ganzheitlich-verstehende Betrachtung der sozialen Leistungsordnung	978-3-211-81850-3	978-3-7091-8788-3							http://link.springer.com/10.1007/978-3-7091-8788-3		10.1007/978-3-7091-8788-3		fulltext		Springer Vienna	Monograph	1981		6		Bühler	2507	
Die verlorene Unschuld der Architektur	978-3-528-08784-5	978-3-322-88863-1							http://link.springer.com/10.1007/978-3-322-88863-1	Kücker	10.1007/978-3-322-88863-1		fulltext		Vieweg+Teubner Verlag	Monograph	1989		84			12064	
Diffusions and Waves	978-94-010-3949-9	978-94-010-0293-6							http://link.springer.com/10.1007/978-94-010-0293-6	Gzyl	10.1007/978-94-010-0293-6		fulltext		Springer Netherlands	Monograph	2002		552			6249	
Dinosaur Tracks	978-94-010-6671-6	978-94-009-0409-5							http://link.springer.com/10.1007/978-94-009-0409-5	Thulborn	10.1007/978-94-009-0409-5		fulltext		Springer Netherlands	Monograph	1990						
Distribution-Free Statistical Methods	978-0-412-15940-4	978-1-4899-3302-7							http://link.springer.com/10.1007/978-1-4899-3302-7	Maritz	10.1007/978-1-4899-3302-7		fulltext		Springer US	Monograph	1981					13002	
Distribution-Free Statistical Methods	978-0-412-25410-9	978-1-4899-6948-4							http://link.springer.com/10.1007/978-1-4899-6948-4	Maritz	10.1007/978-1-4899-6948-4		fulltext		Springer US	Monograph	1984						
Diététique chinoise de la femme enceinte	978-2-287-99474-6	978-2-287-99475-3							http://link.springer.com/10.1007/978-2-287-99475-3	Gatineaud	10.1007/978-2-287-99475-3		fulltext		Springer Paris	Monograph	2010					7426	
Donner et après...	978-2-8178-0120-9	978-2-8178-0121-6							http://link.springer.com/10.1007/978-2-8178-0121-6	Jouannet	10.1007/978-2-8178-0121-6		fulltext		Springer Paris	Monograph	2010		1			8798	
Douleurs abdominales aiguës	978-2-287-99034-2	978-2-287-99035-9							http://link.springer.com/10.1007/978-2-287-99035-9	Khoury-Hélou	10.1007/978-2-287-99035-9		fulltext		Springer Paris	Monograph	2009						
Drugs en alcohol Gebruik, misbruik en verslaving	978-90-313-5059-9	978-90-313-6554-8							http://link.springer.com/10.1007/978-90-313-6554-8		10.1007/978-90-313-6554-8		fulltext		Bohn Stafleu van Loghum	Monograph	2009				Kerssemakers		
Dynamical Systems	978-94-010-5053-1	978-94-011-2388-4							http://link.springer.com/10.1007/978-94-011-2388-4	Arrowsmith	10.1007/978-94-011-2388-4		fulltext		Springer Netherlands	Monograph	1992						
Dynamiques complexes et morphogenèse	978-2-8178-0193-3	978-2-8178-0194-0							http://link.springer.com/10.1007/978-2-8178-0194-0	Misbah	10.1007/978-2-8178-0194-0		fulltext		Springer Paris	Monograph	2011						
Dépistage et cancers cutanés	978-2-287-71049-0	978-2-287-71050-6							http://link.springer.com/10.1007/978-2-287-71050-6	Guillot	10.1007/978-2-287-71050-6		fulltext		Springer Paris	Monograph	2008					6881	
Désordres métaboliques et réanimation	978-2-287-99026-7	978-2-287-99027-4							http://link.springer.com/10.1007/978-2-287-99027-4	Ichai	10.1007/978-2-287-99027-4		fulltext		Springer Paris	Monograph	2011					4668	
Développer les usages des logiciels collaboratifs	978-2-8178-0436-1	978-2-8178-0437-8							http://link.springer.com/10.1007/978-2-8178-0437-8	Ologeanu-Taddei	10.1007/978-2-8178-0437-8		fulltext		Springer Paris	Monograph	2013		3		Oiry	11459	
ECLS et ECMO	978-2-287-99772-3	978-2-287-99773-0							http://link.springer.com/10.1007/978-2-287-99773-0	Flécher	10.1007/978-2-287-99773-0		fulltext		Springer Paris	Monograph	2010			1			
Early Writings in the Philosophy of Logic and Mathematics	978-90-481-4266-8	978-94-015-8147-9							http://link.springer.com/10.1007/978-94-015-8147-9	Husserl	10.1007/978-94-015-8147-9		fulltext		Springer Netherlands	Monograph	1994		5			6059	
Edmund Husserl: Briefwechsel	978-94-010-4321-2	978-94-011-0745-7							http://link.springer.com/10.1007/978-94-011-0745-7		10.1007/978-94-011-0745-7		fulltext		Springer Netherlands	Monograph	1994		3/1-10		Schuhmann	6060	
Edmund Husserl: Ideen zu Einer Reinen Phänomenologie und Phänomenologischen Philosophie	978-94-010-9050-6	978-94-010-9048-3							http://link.springer.com/10.1007/978-94-010-9048-3		10.1007/978-94-010-9048-3		fulltext		Springer Netherlands	Monograph	1976			Text der 1.–3. Auflage	Schuhmann	6062	
Eigen spreekuur en chronische ziekten	978-90-313-9974-1	978-90-313-9975-8							http://link.springer.com/10.1007/978-90-313-9975-8	Abeelen	10.1007/978-90-313-9975-8		fulltext		Bohn Stafleu van Loghum	Monograph	2013			2nd ed. 2013		8207	
Einführung in Operations Research	978-3-540-64587-0	978-3-662-06910-3							http://link.springer.com/10.1007/978-3-662-06910-3	Domschke	10.1007/978-3-662-06910-3		fulltext		Springer Berlin Heidelberg	Monograph	1998			Vierte, verbesserte Auflage		1183	
Einführung in die Mengenlehre	978-3-642-01444-4	978-3-642-01445-1							http://link.springer.com/10.1007/978-3-642-01445-1	Deiser	10.1007/978-3-642-01445-1		fulltext		Springer Berlin Heidelberg	Monograph	2010					1183	
Einführung in die Psychologie	978-3-322-93773-5	978-3-322-93772-8							http://link.springer.com/10.1007/978-3-322-93772-8	Lück	10.1007/978-3-322-93772-8		fulltext		VS Verlag für Sozialwissenschaften	Monograph	1986			2., überarbeitete Auflage			
Einführung in die Psychologie	978-3-7985-0485-1	978-3-642-53825-4							http://link.springer.com/10.1007/978-3-642-53825-4	Häcker	10.1007/978-3-642-53825-4		fulltext		Steinkopff	Monograph	1977		10	2. überarbeitete Auflage		2847	
Einführung in die Psychologie	978-3-8100-0511-3	978-3-322-84074-5							http://link.springer.com/10.1007/978-3-322-84074-5	Lück	10.1007/978-3-322-84074-5		fulltext		VS Verlag für Sozialwissenschaften	Monograph	1984						
Einleitung in die Logik und Erkenntnistheorie Vorlesungen 1906/07	978-94-010-8734-6	978-94-009-5046-7							http://link.springer.com/10.1007/978-94-009-5046-7		10.1007/978-94-009-5046-7		fulltext		Springer Netherlands	Monograph	1984		24		Melle	6062	
Electronique et optoélectronique organiques	978-2-8178-0102-5	978-2-8178-0103-2							http://link.springer.com/10.1007/978-2-8178-0103-2	Moliton	10.1007/978-2-8178-0103-2		fulltext		Springer Paris	Monograph	2011					4476	
Elementarmathematik III	978-3-642-47211-4	978-3-642-47564-1							http://link.springer.com/10.1007/978-3-642-47564-1	Klein	10.1007/978-3-642-47564-1		fulltext		Springer Berlin Heidelberg	Monograph	1928		16	Dritte Auflage		138	
Elementarmathematik vom Höheren Standpunkte Aus	978-3-642-88997-4	978-3-642-90853-8							http://link.springer.com/10.1007/978-3-642-90853-8	Klein	10.1007/978-3-642-90853-8		fulltext		Springer Berlin Heidelberg	Monograph	1924		19/1			10607	
Elementarmathematik vom Höheren Standpunkte Aus	978-3-642-95025-4	978-3-642-95024-7							http://link.springer.com/10.1007/978-3-642-95024-7	Klein	10.1007/978-3-642-95024-7		fulltext		Springer Berlin Heidelberg	Monograph	1955		15	Dritter Auflage		138	
Elementarmathematik vom Höheren Standpunkte aus	978-3-642-47212-1	978-3-642-47566-5							http://link.springer.com/10.1007/978-3-642-47566-5	Klein	10.1007/978-3-642-47566-5		fulltext		Springer Berlin Heidelberg	Monograph	1928		16	Dritte Auflage		10607	
Elementary Applications of Probability Theory	978-94-010-7043-0	978-94-009-1221-2							http://link.springer.com/10.1007/978-94-009-1221-2	Tuckwell	10.1007/978-94-009-1221-2		fulltext		Springer Netherlands	Monograph	1988						
Elements of Algebraic Coding Theory	978-0-412-57380-4	978-1-4899-7268-2							http://link.springer.com/10.1007/978-1-4899-7268-2	Vermani	10.1007/978-1-4899-7268-2		fulltext		Springer US	Monograph	1996					10415	
Elements of Linear Algebra	978-0-412-55280-9	978-1-4899-3286-0							http://link.springer.com/10.1007/978-1-4899-3286-0	Cohn	10.1007/978-1-4899-3286-0		fulltext		Springer US	Monograph	1994						
Elements of Shipping	978-0-412-23700-3	978-1-4899-6922-4							http://link.springer.com/10.1007/978-1-4899-6922-4	Branch	10.1007/978-1-4899-6922-4		fulltext		Springer US	Monograph	1981			Fifth Edition			
Elements of Shipping	978-94-010-9294-4	978-94-010-9292-0							http://link.springer.com/10.1007/978-94-010-9292-0	Branch	10.1007/978-94-010-9292-0		fulltext		Springer Netherlands	Monograph	1989			Sixth edition			
Elements of Simulation	978-0-412-24580-0	978-1-4899-3282-2							http://link.springer.com/10.1007/978-1-4899-3282-2	Morgan	10.1007/978-1-4899-3282-2		fulltext		Springer US	Monograph	1984						
Embolisation	978-2-287-99169-1	978-2-287-99170-7							http://link.springer.com/10.1007/978-2-287-99170-7	Chabrot	10.1007/978-2-287-99170-7		fulltext		Springer Paris	Monograph	2012					8441	
Endocrinologie de l’adolescent	978-2-8178-0321-0	978-2-8178-0322-7							http://link.springer.com/10.1007/978-2-8178-0322-7	Ecochard	10.1007/978-2-8178-0322-7		fulltext		Springer Paris	Monograph	2012						
Endocrinologie de l’adolescent	978-2-8178-0325-8	978-2-8178-0326-5							http://link.springer.com/10.1007/978-2-8178-0326-5	Mariani Ecochard	10.1007/978-2-8178-0326-5		fulltext		Springer Paris	Monograph	2012						
Endocrinologie de l’adolescent	978-2-8178-0357-9	978-2-8178-0358-6							http://link.springer.com/10.1007/978-2-8178-0358-6	Ecochard	10.1007/978-2-8178-0358-6		fulltext		Springer Paris	Monograph	2013						
Energie- und Wärmetechnik	978-3-519-06348-3	978-3-322-91851-2							http://link.springer.com/10.1007/978-3-322-91851-2	Herbrik	10.1007/978-3-322-91851-2		fulltext		Vieweg+Teubner Verlag	Monograph	1993			2., vollständig überarbeitete und erweiterte Auflage			
Energy in Biological Systems	978-0-412-40770-3	978-94-011-3124-7							http://link.springer.com/10.1007/978-94-011-3124-7	Smith	10.1007/978-94-011-3124-7		fulltext		Springer Netherlands	Monograph	1991						
Engels voor verpleegkundigen	978-90-313-3743-9	978-90-313-6514-2							http://link.springer.com/10.1007/978-90-313-6514-2	Wiel	10.1007/978-90-313-6514-2		fulltext		Bohn Stafleu van Loghum	Monograph	2006						
Engineering Mathematics	978-1-4615-9655-4	978-1-4615-9653-0							http://link.springer.com/10.1007/978-1-4615-9653-0	Stroud	10.1007/978-1-4615-9653-0		fulltext		Springer New York	Monograph	1987			Third Edition			
Enjeux éthiques en réanimation	978-2-287-99071-7	978-2-287-99072-4							http://link.springer.com/10.1007/978-2-287-99072-4	Puybasset	10.1007/978-2-287-99072-4		fulltext		Springer Paris	Monograph	2010						
Enseigner l’informatique	978-2-8178-0261-9	978-2-8178-0262-6							http://link.springer.com/10.1007/978-2-8178-0262-6	Hartmann	10.1007/978-2-8178-0262-6		fulltext		Springer Paris	Monograph	2011					4667	
Entdeckendes Lernen im Mathematikunterricht	978-3-528-08978-8	978-3-322-91104-9							http://link.springer.com/10.1007/978-3-322-91104-9	Winter	10.1007/978-3-322-91104-9		fulltext		Vieweg+Teubner Verlag	Monograph	1989				Wittmann		
Environmental Chemistry	978-94-010-9320-0	978-94-010-9318-7							http://link.springer.com/10.1007/978-94-010-9318-7	O’Neill	10.1007/978-94-010-9318-7		fulltext		Springer Netherlands	Monograph	1985						
Environmental Indicators and Shellfish Safety	978-1-4613-5843-5	978-1-4615-2035-1							http://link.springer.com/10.1007/978-1-4615-2035-1		10.1007/978-1-4615-2035-1		fulltext		Springer US	Monograph	1994				Hackney		
Epidemiologisch onderzoek	978-90-313-4262-4	978-90-313-6527-2							http://link.springer.com/10.1007/978-90-313-6527-2	Bouter	10.1007/978-90-313-6527-2		fulltext		Bohn Stafleu van Loghum	Monograph	2006			5			
Error-correcting Codes	978-0-412-78690-7	978-1-4899-3276-1							http://link.springer.com/10.1007/978-1-4899-3276-1	Baylis	10.1007/978-1-4899-3276-1		fulltext		Springer US	Monograph	1998						
Erste Hilfe in Analysis	978-3-8274-2994-0	978-3-8274-2995-7							http://link.springer.com/10.1007/978-3-8274-2995-7	Deiser	10.1007/978-3-8274-2995-7		fulltext		Spektrum Akademischer Verlag	Monograph	2012						
Erste Philosophie (1923/24)	978-90-247-0222-0	978-94-010-9323-1							http://link.springer.com/10.1007/978-94-010-9323-1		10.1007/978-94-010-9323-1		fulltext		Springer Netherlands	Monograph	1956		7		Boehm	6062	
Erste Philosophie (1923/24)	978-90-247-0224-4	978-94-010-9325-5							http://link.springer.com/10.1007/978-94-010-9325-5		10.1007/978-94-010-9325-5		fulltext		Springer Netherlands	Monograph	1996		8		Boehm	6062	
Erste Philosophie (1923/24)	978-94-017-4640-3	978-94-017-4906-0							http://link.springer.com/10.1007/978-94-017-4906-0		10.1007/978-94-017-4906-0		fulltext		Springer Netherlands	Monograph	1956		7		Boehm	6062	
Escalade: pathologies de la main et des doigts	978-2-8178-0006-6	978-2-8178-0007-3							http://link.springer.com/10.1007/978-2-8178-0007-3	Gnecchi	10.1007/978-2-8178-0007-3		fulltext		Springer Paris	Monograph	2010					8671	
Evidence-based handelen bij lage rugpijn	978-90-368-0276-5	978-90-368-0277-2							http://link.springer.com/10.1007/978-90-368-0277-2	Tulder	10.1007/978-90-368-0277-2		fulltext		Bohn Stafleu van Loghum	Monograph	2013			2nd ed. 2013			
Externe Rechnungslegung	978-3-540-67763-5	978-3-642-57315-6							http://link.springer.com/10.1007/978-3-642-57315-6	Auer	10.1007/978-3-642-57315-6		fulltext		Springer Berlin Heidelberg	Monograph	2000					1183	
Felix Klein Gesammelte Mathematische Abhandlungen	978-3-642-51896-6	978-3-642-51958-1							http://link.springer.com/10.1007/978-3-642-51958-1		10.1007/978-3-642-51958-1		fulltext		Springer Berlin Heidelberg	Monograph	1922				Fricke		
Fistules anales	978-2-8178-0018-9	978-2-8178-0019-6							http://link.springer.com/10.1007/978-2-8178-0019-6	Abramowitz	10.1007/978-2-8178-0019-6		fulltext		Springer Paris	Monograph	2010					8428	
Flame and Combustion	978-0-412-23040-0	978-1-4899-3258-7							http://link.springer.com/10.1007/978-1-4899-3258-7	Barnard	10.1007/978-1-4899-3258-7		fulltext		Springer US	Monograph	1985			Second Edition			
Fluvial Processes in Dryland Rivers	978-3-642-83050-1	978-3-642-83048-8							http://link.springer.com/10.1007/978-3-642-83048-8	Graf	10.1007/978-3-642-83048-8		fulltext		Springer Berlin Heidelberg	Monograph	1988		3			758	
Fractures du genou	978-2-287-59732-9	978-2-287-28278-2							http://link.springer.com/10.1007/2-287-28278-5	Fontaine	10.1007/2-287-28278-5		fulltext		Springer Paris	Monograph	2005					5524	
Freedom of the Press in India	978-94-017-4636-6	978-94-017-4896-4							http://link.springer.com/10.1007/978-94-017-4896-4	Minattur	10.1007/978-94-017-4896-4		fulltext		Springer Netherlands	Monograph	1910						
Functional Analysis	978-3-642-52816-3	978-3-642-52814-9							http://link.springer.com/10.1007/978-3-642-52814-9	Yosida	10.1007/978-3-642-52814-9		fulltext		Springer Berlin Heidelberg	Monograph	1965		123			138	
Functions of Two Variables	978-0-412-70760-5	978-1-4899-3250-1							http://link.springer.com/10.1007/978-1-4899-3250-1	Dineen	10.1007/978-1-4899-3250-1		fulltext		Springer US	Monograph	1995					10415	
Fundamentals of Biochemical Engineering	978-3-540-77900-1	978-3-540-77901-8							http://link.springer.com/10.1007/978-3-540-77901-8	Dutta	10.1007/978-3-540-77901-8		fulltext		Springer Berlin Heidelberg	Monograph	2008						
Fundamentals of Computation Theory	978-3-662-39161-7	978-3-662-40153-8							http://link.springer.com/10.1007/978-3-662-40153-8		10.1007/978-3-662-40153-8		fulltext		Springer Berlin Heidelberg	Monograph	1977				Karpiński	558	
Fundamentals of Weather and Climate	978-0-442-31476-7	978-1-4899-6892-0							http://link.springer.com/10.1007/978-1-4899-6892-0	McIlveen	10.1007/978-1-4899-6892-0		fulltext		Springer US	Monograph	1992						
Funktionelle Neuroanatomie	978-3-540-64293-0	978-3-642-58873-0							http://link.springer.com/10.1007/978-3-642-58873-0	Zilles	10.1007/978-3-642-58873-0		fulltext		Springer Berlin Heidelberg	Monograph	1998					1183	
Further Engineering Mathematics	978-1-4757-6618-9	978-1-4757-6616-5							http://link.springer.com/10.1007/978-1-4757-6616-5	Stroud	10.1007/978-1-4757-6616-5		fulltext		Springer New York	Monograph	1990			Second Edition			
