publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	collection	notes	department_code	continent	country	places	people	topics
Kuwait, Baghdad Railway &c. Further Collection of Papers respecting									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414897		FO 406/32						1907	1907							Confidential Print: Middle East		FO	Middle East		Baghdad, Bahrain, Bushire (Bushehr), Germany, India, Iran, Istanbul, Kuwait, Ottoman Empire, Persian Gulf, Port Said, Russia, Tehran, Turkey, United Kingdom	Cox, Sir Percy; Grey, Sir Edward, 1st Viscount Grey of Fallodon; Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); Mubarak bin Sabah Al-Sabah	Arabs, arms trade, Baghdad Railway, banking, British Government, British nationals, business, customs, diplomatic representation, fishing, international border, piracy, political residency, railway, roads, Royal Navy, Sublime Porte, telegraph lines, trade, war
Baghdad Railway Further Correspondence Part V									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414899		FO 406/33						1908	1908							Confidential Print: Middle East		FO	Middle East		Aleppo, Anatolia, Ankara, Baghdad, Bushire (Bushehr), France, Germany, India, Iran, Iraq, Istanbul, Kuwait, London, Mosul, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Tehran, Tigris River, Turkey, United Kingdom	Cox, Sir Percy; Grey, Sir Edward, 1st Viscount Grey of Fallodon; Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); Mubarak bin Sabah Al-Sabah	Anglo-Iranian Oil Company, Arabs, Baghdad Railway, banking, bonds, British Government, business, concession, customs, diplomatic representation, execution, fishing, international border, loans, military, oil, Ottoman Public Debt Administration, political residency, railway, Sublime Porte, trade, war
Baghdad Railway Further Correspondence Part VI									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414901		FO 406/34						1909	1909							Confidential Print: Middle East		FO	Middle East		Aleppo, Alexandretta (?skenderun), Anatolia, Austria, Baghdad, Bushire (Bushehr), Damascus, Egypt, Euphrates River, France, Germany, Hejaz, India, Iran, Iraq, Istanbul, Kuwait, Lebanon, London, Mecca, Mediterranean Sea, Mosul, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Smyrna (Izmir), Suez Canal, Syria, Tehran, Tigris River, Tripoli, Turkey, United Kingdom, United States	Grey, Sir Edward, 1st Viscount Grey of Fallodon	Arabs, Baghdad Railway, banking, bonds, British Government, business, Committee of Union and Progress ('Young Turks'), communications, concession, customs, diplomatic representation, execution, famine, Islam, loans, military, oil, Ottoman Public Debt Administration, parliament, pipeline, political residency, railway, Sublime Porte, tariffs, trade, war
Baghdad Railway Further Correspondence Part VII									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414903		FO 406/35						1910 Jan-June	1910							Confidential Print: Middle East		FO	Middle East		Albania, Aleppo, Alexandretta (?skenderun), Anatolia, Austria, Baghdad, Black Sea, Bushire (Bushehr), Cairo, Caucasus, Damascus, Egypt, Euphrates River, France, Germany, Hejaz, India, Iran, Iraq, Istanbul, Italy, Kuwait, London, Mediterranean Sea, Mosul, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Smyrna (Izmir), Suez Canal, Syria, Tehran, Tigris River, Tripoli, Turkey, United Kingdom, United States	Churchill, Sir Winston; Gladstone, William; Gorst, Sir (John) Eldon; Grey, Sir Edward, 1st Viscount Grey of Fallodon; Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice)	Anglo-Iranian Oil Company, Arabs, arms trade, Baghdad Railway, banking, bonds, British Government, British nationals, business, Committee of Union and Progress ('Young Turks'), communications, concession, customs, diplomacy, diplomatic representation, execution, foreign policy, international border, investment, judicial system, loans, military, mining, oil, Ottoman Public Debt Administration, parliament, railway, roads, siege, slave trade, Sublime Porte, tariffs, telegraph lines, trade, treaty
Eastern Department. Secret Series Part I									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414905		FO 406/36						1911 Jan-Mar	1911							Confidential Print: Middle East		FO	Middle East		Afghanistan, Albania, Aleppo, Alexandretta (?skenderun), Anatolia, Ankara, Austria, Baghdad, Bahrain, Black Sea, Bushire (Bushehr), Caucasus, Damascus, Egypt, Euphrates River, France, Germany, Hejaz, India, Iran, Iraq, Istanbul, Italy, Kuwait, London, Mediterranean Sea, Mosul, Muscat, Oman, Ottoman Empire, Paris, Persian Gulf, Port Said, Red Sea, Russia, Salonica, Smyrna (Izmir), Suez Canal, Syria, Tehran, Tigris River, Tripoli, Turkey, United Kingdom, United States	Balfour, Arthur, 1st Earl of Balfour; Curzon of Kedleston, 1st Marquess (George Curzon); Grey, Sir Edward, 1st Viscount Grey of Fallodon; Iddesleigh, 1st Earl of (Sir Stafford Northcote, Bt); Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); Mubarak bin Sabah Al-Sabah; Peel, Sir Robert; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil)	Anglo-Iranian Oil Company, Arabs, arms trade, army, Baghdad Railway, banking, bonds, British Government, British nationals, business, Committee of Union and Progress ('Young Turks'), communications, concession, conquest, customs, diplomacy, diplomatic representation, education, execution, firman (Ottoman imperial decree), fishing, foreign policy, Imperial Bank of Persia, international border, investment, judicial system, loans, military, mining, oil, Ottoman Public Debt Administration, parliament, piracy, political residency, propaganda, protectorate, railway, roads, Royal Air Force, Royal Navy, siege, Sublime Porte, tariffs, telegraph lines, trade, treaty, war
Eastern Department. Secret Series Part II									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414907		FO 406/37						1911 Apr-June	1911							Confidential Print: Middle East		FO	Middle East		Afghanistan, Alexandretta (?skenderun), Anatolia, Austria, Baghdad, Bahrain, Baku, Basra, Black Sea, Bushire (Bushehr), Egypt, Euphrates River, France, Germany, India, Iran, Iraq, Istanbul, Kuwait, London, Mecca, Mediterranean Sea, Muscat, Oman, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Salonica, Syria, Tehran, Tigris River, Turkey, United Kingdom, United States	Cox, Sir Percy; Curzon of Kedleston, 1st Marquess (George Curzon); Grey, Sir Edward, 1st Viscount Grey of Fallodon; Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); McMahon, Sir (Arthur) Henry; Wilson, Sir Arnold	Anglo-Iranian Oil Company, Arabs, arms trade, army, Baghdad Railway, banking, bonds, British Empire, British Government, business, caliphate, Committee of Union and Progress ('Young Turks'), communications, concession, coup d'état, customs, diplomatic representation, execution, Imperial Bank of Persia, international border, Islam, loans, migration, military, oil, parliament, political residency, protectorate, railway, roads, Sublime Porte, tariffs, telegraph lines, trade, treaty, war
Eastern Department. Secret Series Part III									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414909		FO 406/38						1911 July-Sept	1911							Confidential Print: Middle East		FO	Middle East		Afghanistan, Albania, Anatolia, Ankara, Austria, Baghdad, Bahrain, Black Sea, Bulgaria, Bushire (Bushehr), Egypt, Euphrates River, France, Germany, Greece, India, Iran, Iraq, Istanbul, Italy, Kuwait, London, Montenegro, Mosul, Muscat, Oman, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Salonica, Sana'a, Serbia, Tehran, Tigris River, Trucial States, Turkey, United Kingdom, United States, West Bank	Cox, Sir Percy; Georges-Picot, François; Grey, Sir Edward, 1st Viscount Grey of Fallodon	Anglo-Iranian Oil Company, Arabs, arms trade, army, Baghdad Railway, banking, bonds, British Government, British nationals, business, Committee of Union and Progress ('Young Turks'), communications, concession, currency, customs, diplomacy, diplomatic representation, elections, execution, foreign policy, Imperial Bank of Persia, international border, investment, judicial system, loans, military, mining, oil, opium, parliament, political residency, protectorate, railway, roads, slave trade, Sublime Porte, tariffs, telegraph lines, trade, treaty
Eastern Department. Secret Series Part IV									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414911		FO 406/39						1911 Oct-Dec	1911							Confidential Print: Middle East		FO	Middle East		Abu Dhabi, Ajman, Aleppo, Baghdad, Bahrain, Bushire (Bushehr), Dardanelles, France, Germany, India, Iran, Istanbul, Italy, Kuwait, Levant, London, Mosul, Muscat, Oman, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Tehran, Turkey, United Kingdom, United States, West Bank	Grey, Sir Edward, 1st Viscount Grey of Fallodon; Mubarak bin Sabah Al-Sabah; Wilson, Sir Arnold; Wolff, Sir (Henry) Drummond	Arabs, arms trade, Baghdad Railway, banking, bonds, British Empire, British Government, British nationals, business, Catholicism, communications, concession, customs, diplomatic representation, elections, execution, fishing, imam, Imperial Bank of Persia, international border, loans, navy, oil, Ottoman Public Debt Administration, piracy, political residency, railway, Royal Navy, slavery, slave trade, Sublime Porte, telegraph lines, trade, treaty, war, women
Affairs of the Levant. Correspondence. Part II									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414841		FO 406/4						1840 July-Nov.	1840							Confidential Print: Middle East		FO	Middle East		Aden, Albania, Aleppo, Alexandretta (?skenderun), Alexandria, Anatolia, Austria, Baghdad, Black Sea, Bosnia, Bosphorus, Cairo, Caucasus, Crete, Crimea, Damascus, Dardanelles, Dead Sea, Egypt, Euphrates River, France, Gaza, Germany, Greece, Hejaz, India, Israel, Istanbul, Jaffa, Jordan, Lebanon, Levant, London, Malta, Mecca, Mediterranean Sea, Ottoman Empire, Palestine, Paris, Port Said, Red Sea, Rhodes, Russia, Sana'a, Sea of Galilee (Lake Tiberias), Sea of Marmara, Sidon, Smyrna (Izmir), Sudan, Suez Canal, Syria, Tripoli, Turkey, Tyre, United Kingdom, United States, Yemen	Palmerston, 3rd Viscount (Henry Temple)	Arabs, arms trade, army, banking, battle, bombardment, British Government, British nationals, business, caliphate, Christianity, church, civil war, Committee of Union and Progress ('Young Turks'), communications, concession, coup d'état, diplomatic representation, evacuation, execution, expulsions, firman (Ottoman imperial decree), international border, judicial system, loans, Maronites, massacre, military, navy, oil, parliament, Protestantism, revolt, revolution, roads, Rothschild, Royal Navy, siege, slavery, Sublime Porte, trade, treaty, war, women
Eastern Affairs. Correspondence Part I									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414913		FO 406/40						1918	1918							Confidential Print: Middle East		FO	Middle East		Aden, Afghanistan, Aleppo, Alexandretta (?skenderun), Alexandria, Anatolia, Armenia, Azerbaijan, Baghdad, Baku, Bethlehem, Bulgaria, Cairo, Caucasus, Crete, Damascus, Dead Sea, Egypt, Epirus, France, Gaza, Germany, Greece, Hejaz, India, Iran, Iraq, Israel, Istanbul, Italy, Jaffa, Jeddah, Jerusalem, Jordan, Levant, London, Mecca, Mediterranean Sea, Mosul, Ottoman Empire, Palestine, Paris, Port Said, Red Sea, Russia, Sana'a, Smyrna (Izmir), Syria, Thrace, Tripoli, Turkey, United Kingdom, United States, Washington, DC, Yemen, Washington, DC	Allenby, Edmund, 1st Viscount Allenby; Balfour, Arthur, 1st Earl of Balfour; Chamberlain, Neville; Cheetham, Sir (Joshua) Milne; Clayton, Sir Gilbert; Fuad I of Egypt; Georges-Picot, François; Grey, Sir Edward, 1st Viscount Grey of Fallodon; Ibn Saud (Abdul Aziz Al Saud); Kitchener, (Horatio) Herbert, 1st Earl Kitchener; McMahon, Sir (Arthur) Henry; Ormsby-Gore, William, 4th Baron Harlech; Saad Zaghloul Pasha; Sykes, Sir (Tatton) Mark, Bt; Venizelos, Eleftherios; Weizmann, Chaim; Wingate, Sir Francis, Bt	Anglo-Iranian Oil Company, Arabs, arms trade, army, banking, British Empire, British Government, British nationals, business, caliphate, capitulations, Catholicism, Christianity, church, Committee of Union and Progress ('Young Turks'), communications, concession, coup d'état, declaration of independence, diplomatic representation, education, evacuation, execution, foreign policy, imam, international border, Islam, Judaism, judicial system, Kurds, League of Nations, migration, military, mining, oil, Orthodox Church, parliament, political residency, propaganda, protectorate, railway, revolt, revolution, Rothschild, Sublime Porte, treaty, Treaty of San Stefano (1878), war, women, Zionism
Eastern Affairs. Further Correspondence Part II									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414915		FO 406/41						1919	1919							Confidential Print: Middle East		FO	Middle East		Aden, Afghanistan, Albania, Aleppo, Alexandretta (?skenderun), Alexandria, Amman, Anatolia, Ankara, Armenia, Austria, Azerbaijan, Baghdad, Baku, Basra, Beirut, Black Sea, Bosphorus, Bulgaria, Cairo, Caucasus, Damascus, Dardanelles, Egypt, Euphrates River, France, Georgia, Germany, Greece, Hejaz, Holy Land, India, Iran, Iraq, Israel, Istanbul, Italy, Jaffa, Jeddah, Jerusalem, Jordan, Kurdistan, Kuwait, Lebanon, Levant, London, Malta, Mecca, Mediterranean Sea, Mosul, Oman, Ottoman Empire, Palestine, Paris, Persian Gulf, Port Said, Red Sea, Rhodes, Romania, Russia, Salonica, Sana'a, Smyrna (Izmir), Sofia, Soviet Union, Syria, Tblisi (Tiflis), Tehran, Thrace, Tigris River, Tripoli, Turkey, United Kingdom, United States, Washington, DC, Yemen, Washington, DC	Ahmed Djemal Pasha; Allenby, Edmund, 1st Viscount Allenby; Atatürk, Mustafa Kemal; Balfour, Arthur, 1st Earl of Balfour; Bell, Gertrude; Cheetham, Sir (Joshua) Milne; Churchill, Sir Winston; Clayton, Sir Gilbert; Curzon of Kedleston, 1st Marquess (George Curzon); Georges-Picot, François; Grey, Sir Edward, 1st Viscount Grey of Fallodon; Ibn Saud (Abdul Aziz Al Saud); Law, Andrew Bonar; Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; McMahon, Sir (Arthur) Henry; Milner, Alfred, 1st Viscount Milner of St James's and Cape Town; Palmerston, 3rd Viscount (Henry Temple); Samuel, Sir Herbert, 1st Viscount Samuel; Sykes, Sir (Tatton) Mark, Bt; Venizelos, Eleftherios; Weizmann, Chaim; Wilson, Sir Arnold; Wingate, Sir Francis, Bt; Yahya Muhammad Hamidaddin (Imam Yahya)	Anglo-Iranian Oil Company, Arabs, arms trade, army, assassination, Baghdad Railway, banking, battle, bonds, boundary dispute, British Empire, British Government, British nationals, business, caliphate, capitulations, Catholicism, Christianity, church, civil war, Committee of Union and Progress ('Young Turks'), communications, concession, conquest, coup d'état, currency, customs, diplomacy, diplomatic representation, disease, Druze, education, elections, evacuation, execution, exile, expulsions, famine, foreign policy, imam, international border, Islam, Judaism, judicial system, Kurds, loans, League of Nations, mandate, Maronites, massacre, migration, military, Military Frontier (Austria-Hungary), mining, nationalism, navy, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, pipeline, piracy, political residency, propaganda, protectorate, railway, refugees, revolt, revolution, roads, Royal Air Force, Royal Navy, siege, slavery, Sublime Porte, Sunni Muslim, telegraph lines, trade, treaty, Treaty of Versailles (1919), war, women, Zionism
Eastern Affairs. Further Correspondence Part III (Supplementary to Part II)									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414917		FO 406/42						1919	1919							Confidential Print: Middle East		FO	Middle East		Aden, Armenia, Austria, Azerbaijan, Baghdad, Baku, Black Sea, Cairo, Caucasus, Egypt, France, Georgia, Germany, Greece, Hejaz, India, Iran, Iraq, Istanbul, Italy, Jeddah, Jordan, London, Mecca, Montenegro, Ottoman Empire, Paris, Port Said, Russia, Sana'a, Serbia, Smyrna (Izmir), Soviet Union, Tblisi (Tiflis), Turkey, United Kingdom, United States, Yemen	Atatürk, Mustafa Kemal; Balfour, Arthur, 1st Earl of Balfour; Churchill, Sir Winston; Clayton, Sir Gilbert; Curzon of Kedleston, 1st Marquess (George Curzon); Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; Mubarak bin Sabah Al-Sabah; Wingate, Sir Francis, Bt; Yahya Muhammad Hamidaddin (Imam Yahya)	Arabs, arms trade, army, British Government, British nationals, business, capitulations, Christianity, Committee of Union and Progress ('Young Turks'), communications, communism, concession, conquest, currency, customs, diplomatic representation, education, elections, evacuation, execution, expulsions, famine, imam, international border, Islam, Judaism, judicial system, loans, League of Nations, mandate, massacre, migration, military, oil, parliament, political residency, propaganda, protectorate, railway, refugees, revolution, roads, Sublime Porte, telegraph lines, trade, treaty, war, women
Eastern Affairs. Further Correspondence Part IV									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414919		FO 406/43						1920 Jan-June	1920							Confidential Print: Middle East		FO	Middle East		Aden, Adrianople (Erdine), Afghanistan, Albania, Aleppo, Alexandretta (?skenderun), Anatolia, Ankara, Armenia, Austria, Azerbaijan, Baghdad, Baku, Beirut, Black Sea, Bosnia, Bosphorus, Bulgaria, Cairo, Caucasus, Crimea, Cyrenaica, Damascus, Dardanelles, Dead Sea, Egypt, Euphrates River, France, Georgia, Germany, Greece, Hejaz, Herzegovina, India, Iran, Iraq, Israel, Istanbul, Italy, Jaffa, Jeddah, Jerusalem, Jordan, Khartoum, Kurdistan, Lebanon, Levant, London, Malta, Mecca, Mediterranean Sea, Mosul, Nablus, Ottoman Empire, Palestine, Paris, Persian Gulf, Port Said, Red Sea, Romania, Rumelia, Russia, Salonica, Sana'a, Sea of Galilee (Lake Tiberias), Serbia, Smyrna (Izmir), Sofia, Soviet Union, Sudan, Suez Canal, Syria, Tblisi (Tiflis), Tehran, Thrace, Tripoli, Trucial States, Turkey, United Kingdom, United States, Washington, DC, Yemen, Washington, DC	Ahmed Djemal Pasha; Allenby, Edmund, 1st Viscount Allenby; Atatürk, Mustafa Kemal; Balfour, Arthur, 1st Earl of Balfour; Cheetham, Sir (Joshua) Milne; Cox, Sir Percy; Curzon of Kedleston, 1st Marquess (George Curzon); Fuad I of Egypt; Georges-Picot, François; Ibn Saud (Abdul Aziz Al Saud); Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; McMahon, Sir (Arthur) Henry; Milner, Alfred, 1st Viscount Milner of St James's and Cape Town; Reilly, Sir Bernard; Samuel, Sir Herbert, 1st Viscount Samuel; Venizelos, Eleftherios; Weizmann, Chaim; Wilson, Sir Arnold; Wingate, Sir Francis, Bt; Yahya Muhammad Hamidaddin (Imam Yahya)	Anglo-Iranian Oil Company, Arabs, arms trade, army, banking, battle, bombardment, bonds, British Empire, British Government, British nationals, business, caliphate, capitulations, Catholicism, Christianity, church, civil war, Committee of Union and Progress ('Young Turks'), communications, concession, conquest, coup d'état, currency, customs, diplomacy, diplomatic representation, disease, education, elections, evacuation, execution, expulsions, firman (Ottoman imperial decree), fishing, imam, international border, Islam, Judaism, judicial system, Kurds, loans, League of Nations, mandate, massacre, migration, military, mining, nationalism, navy, oil, Ottoman Public Debt Administration, parliament, pipeline, political residency, propaganda, protectorate, Protestantism, railway, refugees, religious persecution, revolt, revolution, roads, Royal Air Force, Royal Navy, San Remo Conference (1920), siege, slavery, Sublime Porte, telegraph lines, trade, treaty, Treaty of Lausanne (1923), Treaty of San Stefano (1878), Treaty of Versailles (1919), war, women, Zionism
Eastern Affairs. Further Correspondence Part V									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414921		FO 406/44						1920 July-Dec	1920							Confidential Print: Middle East		FO	Middle East		Aden, Adrianople (Erdine), Afghanistan, Albania, Aleppo, Alexandretta (?skenderun), Alexandria, Amman, Anatolia, Ankara, Armenia, Austria, Azerbaijan, Baghdad, Bahrain, Baku, Basra, Bethlehem, Black Sea, Bosphorus, Bucharest, Bulgaria, Bushire (Bushehr), Cairo, Caucasus, Crimea, Damascus, Dead Sea, Delhi, Egypt, Euphrates River, France, Gaza, Georgia, Germany, Greece, Hejaz, Holy Land, India, Iran, Iraq, Israel, Istanbul, Italy, Jaffa, Jeddah, Jerusalem, Jordan, Kurdistan, Kuwait, Lebanon, Levant, London, Mecca, Mediterranean Sea, Montenegro, Mosul, Muscat, Nablus, Oman, Ottoman Empire, Palestine, Paris, Persian Gulf, Port Said, Red Sea, Rhodes, Romania, Russia, Salonica, Sana'a, Sea of Galilee (Lake Tiberias), Sea of Marmara, Sidon, Smyrna (Izmir), Sofia, Soviet Union, Sudan, Suez Canal, Syria, Tabriz, Tblisi (Tiflis), Tehran, Thrace, Tigris River, Tripoli, Trucial States, Turkey, Tyre, United Kingdom, United States, Washington, DC, West Bank, Yemen, Washington, DC	Allenby, Edmund, 1st Viscount Allenby; Atatürk, Mustafa Kemal; Balfour, Arthur, 1st Earl of Balfour; Cox, Sir Percy; Curzon of Kedleston, 1st Marquess (George Curzon); Georges-Picot, François; Ibn Saud (Abdul Aziz Al Saud); Law, Andrew Bonar; Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; McMahon, Sir (Arthur) Henry; Ormsby-Gore, William, 4th Baron Harlech; Samuel, Sir Herbert, 1st Viscount Samuel; Sykes, Sir (Tatton) Mark, Bt; Venizelos, Eleftherios; Weizmann, Chaim; Yahya Muhammad Hamidaddin (Imam Yahya)	air force, Anglo-Iranian Oil Company, Arabs, arms trade, army, assassination, banking, battle, bonds, boundary dispute, British Empire, British Government, British nationals, business, caliphate, capitulations, Catholicism, Christianity, church, civil war, Committee of Union and Progress ('Young Turks'), communications, communism, concession, coup d'état, currency, customs, diplomatic representation, disease, Dual Control (Franco-British control of Egyptian government), education, elections, evacuation, execution, expulsions, firman (Ottoman imperial decree), fishing, foreign policy, imam, international border, investment, Islam, Judaism, judicial system, Kurds, loans, League of Nations, mandate, massacre, migration, military, mining, nationalism, navy, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, pipeline, plague, political residency, propaganda, protectorate, Protestantism, railway, refugees, revolt, revolution, riots, roads, Royal Air Force, Royal Navy, San Remo Conference (1920), siege, slavery, Sublime Porte, tariffs, telegraph lines, trade, treaty, Treaty of Sèvres (1920), Treaty of Versailles (1919), uprising, war, women, Zionism
Eastern Affairs. Further Correspondence Part VI									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414923		FO 406/45						1921 Jan-Mar	1921							Confidential Print: Middle East		FO	Middle East		Aden, Adrianople (Erdine), Afghanistan, Aleppo, Alexandretta (?skenderun), Alexandria, Amman, Anatolia, Ankara, Armenia, Austria, Azerbaijan, Baghdad, Baku, Beirut, Bethlehem, Black Sea, Bosphorus, Cairo, Caucasus, Crimea, Damascus, Dardanelles, Egypt, France, Gaza, Georgia, Germany, Greece, Hejaz, Holy Land, India, Iran, Iraq, Israel, Istanbul, Italy, Jaffa, Jeddah, Jerusalem, Jordan, Kuwait, Lebanon, Levant, London, Malta, Mecca, Mediterranean Sea, Mosul, Nablus, Ottoman Empire, Palestine, Paris, Persian Gulf, Port Said, Red Sea, Russia, Sana'a, Sea of Galilee (Lake Tiberias), Serbia, Smyrna (Izmir), Soviet Union, Sudan, Suakin, Suez Canal, Syria, Tblisi (Tiflis), Thrace, Tripoli, Turkey, United Kingdom, United States, Washington, DC, Yemen, Washington, DC	Allenby, Edmund, 1st Viscount Allenby; Atatürk, Mustafa Kemal; Balfour, Arthur, 1st Earl of Balfour; Churchill, Sir Winston; Curzon of Kedleston, 1st Marquess (George Curzon); Ibn Saud (Abdul Aziz Al Saud); Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; McMahon, Sir (Arthur) Henry; Milner, Alfred, 1st Viscount Milner of St James's and Cape Town; Saad Zaghloul Pasha; Samuel, Sir Herbert, 1st Viscount Samuel; Venizelos, Eleftherios; Weizmann, Chaim	Anglo-Iranian Oil Company, Arabs, arms trade, army, Baghdad Railway, banking, British Empire, British Government, British nationals, business, caliphate, capitulations, Catholicism, Christianity, church, Committee of Union and Progress ('Young Turks'), communications, communism, concession, coup d'état, currency, customs, diplomatic representation, disease, Druze, education, elections, evacuation, execution, famine, fishing, foreign policy, imam, international border, Islam, Judaism, judicial system, Kurds, loans, League of Nations, mandate, massacre, migration, military, mining, navy, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, pipeline, piracy, political residency, propaganda, protectorate, railway, refugees, revolt, revolution, roads, Royal Navy, San Remo Conference (1920), siege, slavery, Sublime Porte, Suez Canal Company, tariffs, telegraph lines, trade, trade unions, treaty, Treaty of Sèvres (1920), Treaty of Versailles (1919), war, women, Zionism
Eastern Affairs. Further Correspondence Part VII									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=414925		FO 406/46						1921 Apr-June	1921							Confidential Print: Middle East		FO	Middle East		Aden, Adrianople (Erdine), Afghanistan, Albania, Aleppo, Alexandretta (?skenderun), Amman, Anatolia, Ankara, Armenia, Azerbaijan, Baghdad, Bahrain, Basra, Beirut, Black Sea, Bosphorus, Cairo, Caucasus, Crete, Damascus, Dardanelles, Egypt, Euphrates River, France, Georgia, Germany, Greece, Hejaz, India, Iran, Iraq, Israel, Istanbul, Italy, Jaffa, Jeddah, Jerusalem, Jordan, Kabul, Kurdistan, Kuwait, Lebanon, Levant, London, Malta, Mecca, Mediterranean Sea, Mosul, Ottoman Empire, Palestine, Paris, Persian Gulf, Port Said, Red Sea, Rhodes, Romania, Russia, Sana'a, Sea of Galilee (Lake Tiberias), Smyrna (Izmir), Soviet Union, Sudan, Suez Canal, Syria, Tblisi (Tiflis), Thessaly, Thrace, Tripoli, Turkey, United Kingdom, United States, Washington, DC, West Bank, Yemen, Washington, DC	Allenby, Edmund, 1st Viscount Allenby; Atatürk, Mustafa Kemal; Baldwin, Stanley, 1st Earl Baldwin of Bewdley; Balfour, Arthur, 1st Earl of Balfour; Bell, Gertrude; Churchill, Sir Winston; Cox, Sir Percy; Curzon of Kedleston, 1st Marquess (George Curzon); Ibn Saud (Abdul Aziz Al Saud); Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; Samuel, Sir Herbert, 1st Viscount Samuel; Sykes, Sir (Tatton) Mark, Bt; Venizelos, Eleftherios	air force, Arabs, arms trade, army, assassination, banking, boundary dispute, British Empire, British Government, British nationals, business, caliphate, capitulations, Catholicism, Christianity, church, Committee of Union and Progress ('Young Turks'), communications, concession, conquest, coup d'état, currency, customs, diplomacy, diplomatic representation, disease, Druze, education, elections, evacuation, execution, famine, foreign policy, imam, international border, Islam, Judaism, judicial system, Kurds, loans, League of Nations, mandate, Maronites, massacre, migration, military, mining, nationalism, navy, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, plague, propaganda, protectorate, Protestantism, railway, refugees, revolt, revolution, riots, roads, Royal Air Force, Royal Navy, San Remo Conference (1920), Shia Muslim, siege, slavery, Sublime Porte, tariffs, telegraph lines, trade, treaty, Treaty of Sèvres (1920), war, women, Zionism
