publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	collection	notes	department_code	continent	country	places	people	topics
Correspondence respecting Commonwealth Relations: volume XII. Canada, Australia, New Zealand, South Africa, India, Pakistan, Ceylon, Ghana, Federation of Malaya, Federation of Nigeria, Republic of Cyprus, Sierra Leone, Tanganyika, Federation of Rhodesia and Nyasaland, High Commission Territories, Irish Republic									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431703		DO 201/12						1961	1961							Confidential Print: Africa		DO	Africa	South Africa, Zimbabwe, Zambia, Malawi, Ghana, Nigeria, Botswana, Swaziland, Lesotho, Sierra Leone, Tanzania	Ghana, Malawi, Nigeria, Rhodesia, Sierra Leone, Tanzania, Abidjan, Addis Ababa, Algeria, Angola, Belgium, Benin (Dahomey), Berlin, Botswana (Bechuanaland), Brazzaville, Bulawayo, Burkina Faso (Upper Volta), Cairo, Cameroon, Cape of Good Hope (colony/province), Cape Town, Casablanca, Chad, Dakar, Dar-es-Salaam, Durban, Egypt, Ethiopia (Abyssinia), France, Freetown, Gambia, Germany, Ghana (Gold Coast), Guinea, Italy, Ivory Coast, Johannesburg, Katanga, Kenya, Khartoum, Kinshasa (Leopoldville), Lagos, Lesotho (Basutoland), Liberia, Libya, Lisbon, London, Luanda, Lubumbashi (Elisabethville), Malawi (Nyasaland), Mali, Maputo (Lourenco Marques), Monrovia, Morocco, Nairobi, Namibia, Natal, Orange Free State, Paris, Port Said, Portugal, River Nile, Sahara Desert, Senegal, Somalia, South Africa, Swaziland, Tanzania (Tanganyika), Togo, Transvaal (South African Republic), Tunis, Tunisia, Uganda, United Kingdom, United States, Washington, DC, Witwatersrand, Zambia (Northern Rhodesia), Zanzibar, Zimbabwe (Southern Rhodesia)	Arden-Clarke, Sir Charles; Bourguiba, Habib; Churchill, Sir Winston; Gandhi, Mohandas (Mahatma); Gaulle, Charles de; Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Huggins, Godfrey, 1st Viscount Malvern; Kasavubu, Joseph; Kaunda, Kenneth; Kenyatta, Jomo; Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); Lumumba, Patrice; MacDonald, Malcolm; Macmillan, Harold, 1st Earl of Stockton; Nkrumah, Kwame; Nyerere, Julius; Sandys, Duncan, Baron Duncan-Sandys; Senghor, Leopold; Smuts, Jan; Strijdom, Johannes; Todd, Sir (Reginald) Garfield; Toure, Ahmed Sekou; Verwoerd, Hendrik; Welensky, Sir Roy	(British) Commonwealth, High Commission Territories, republic, administration, African National Congress (South Africa), agriculture, air force, aircraft, alcohol, anti-communism, apartheid, army, Asians, assassination, banking, battle, bonds, boundary, British Government, business, capitalism, Catholicism, chiefs, Christianity, church, civil disobedience, civil war, cocoa, commodities, communications, communism, concessions, conferences, constitution, consular representation, Convention People's Party (Ghana), copper, coup d'état, currency, customs, debt, democracy, diamonds, diplomacy, diplomatic representation, disease, dominion, drought, economic aid, education, elections, electricity, emigration, empire, execution, exile, exploration, exports, food, foreign policy, forts, gold, governor, governor-general, hospitals, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, Islam, judicial system, kings, labour, language, League of Nations mandate, loans, medicine, migration, military, mining, missionaries, nationalism, NATO, navy, nonalignment, oil, Orthodox Church, parliament, peasantry, plantation, political parties, propaganda, protectorate, railway, race relations, racial discrimination, refugees, repatriation, revolt, revolution, riots and disturbances, roads, Royal Navy, rubber, schools, separatism, ship, slavery, socialism, steel, tariffs, telegraph lines, tourism, trade, trade unions, transport, treaty, tribes, United National Independence Party (Zambia), United Nations, universities, uprising, war, weapons, women
Correspondence respecting Commonwealth Relations: volume XIII. Canada, Australia, New Zealand, India, Pakistan, Ceylon, Ghana, Federation of Malaya, Federation of Nigeria, Cyprus, Sierra Leone, Tanganyika, Jamaica, Trinidad and Tobago, Uganda, Federation of Rhodesia and Nyasaland, miscellaneous									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431705		DO 201/13						1962	1962							Confidential Print: Africa		DO	Africa	Zimbabwe, Zambia, Malawi, Ghana, Nigeria, Sierra Leone, Tanzania, Uganda	Ghana, Malawi, Nigeria, Rhodesia, Sierra Leone, Tanzania, Uganda, Abidjan, Addis Ababa, Algeria, Angola, Benin (Dahomey), Berlin, Botswana (Bechuanaland), Brazzaville, Bulawayo, Burkina Faso (Upper Volta), Cairo, Cameroon, Cape Town, Casablanca, Chad, Dakar, Dar-es-Salaam, Ethiopia (Abyssinia), France, Freetown, Gambia, Germany, Ghana (Gold Coast), Guinea, Italy, Ivory Coast, Kampala, Katanga, Kenya, Kinshasa (Leopoldville), Lagos, Lake Victoria, Lesotho (Basutoland), Liberia, Libya, London, Lubumbashi (Elisabethville), Madagascar, Malawi (Nyasaland), Mali, Monrovia, Morocco, Mozambique, Namibia, Paris, Port Harcourt, Port Said, Portugal, River Niger, River Nile, Rwanda, Senegal, Somalia, South Africa, Spain, Sudan, Swaziland, Tanzania (Tanganyika), Tunis, Tunisia, United Kingdom, United States, Washington, DC, Zambia (Northern Rhodesia), Zanzibar, Zimbabwe (Southern Rhodesia)	Banda, Hastings; Churchill, Sir Winston; Creech Jones, Arthur; Devonshire, 9th Duke of (Victor Cavendish); Eden, Sir Anthony, 1st Earl of Avon ; Gandhi, Mohandas (Mahatma); Houphouet-Boigny, Felix; Kenyatta, Jomo; Lumumba, Patrice; Lyttelton, Oliver, Viscount Chandos; MacDonald, Malcolm; Margai, Sir Milton; Nkrumah, Kwame; Noel-Baker, Philip, Baron Noel-Baker; Nyerere, Julius; Sandys, Duncan, Baron Duncan-Sandys; Toure, Ahmed Sekou; Welensky, Sir Roy	(British) Commonwealth, administration, African National Congress (South Africa), agriculture, air force, aircraft, alcohol, anti-communism, apartheid, army, Asians, assassination, banking, battle, bonds, boundary, boundary dispute, British Government, business, capitalism, Catholicism, chiefs, Christianity, church, cocoa, coffee, commodities, communications, communism, concessions, conferences, conquest, constitution, Convention People's Party (Ghana), copper, coup d'état, currency, customs, debt, democracy, diamonds, diplomacy, diplomatic representation, disease, dominion, drought, economic aid, education, elections, electricity, emigration, empire, evacuation, execution, exports, expulsions, famine, fishing, food, foreign policy, gold, governor, governor-general, hospitals, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, Islam, Judaism, judicial system, Kenya African National Union, kings, labour, landlords, land reform, language, League of Nations mandate, loans, medicine, migration, military, mining, missionaries, nationalism, NATO, navy, nonalignment, oil, Orthodox Church, parliament, peasantry, plague, plantation, political parties, propaganda, protectorate, railway, race relations, racial discrimination, refugees, repatriation, republic, revolt, revolution, riots and disturbances, roads, Royal Air Force, Royal Navy, rubber, schools, secessionism, separatism, ship, slavery, slave trade, socialism, steel, Tanganyika African National Union, tariffs, telegraph lines, tourism, trade, trade unions, transport, treaty, tribes, United Nations, universities, war, weapons, women
Correspondence respecting Commonwealth Relations: volume XIIII. Canada, Australia, New Zealand, India, Pakistan, Ceylon, Ghana, Malaysia, Federation of Nigeria, Cyprus, Sierra Leone, Tanganyika, Jamaica, Trinidad and Tobago, Uganda, Federation of Rhodesiaand Nyasaland, Irish Republic, miscellaneous									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431707		DO 201/14						1963	1963							Confidential Print: Africa		DO	Africa	Ghana, Nigeria, Sierra Leone, Tanzania, Uganda, Zimbabwe, Zambia, Malawi	Ghana, Malawi, Nigeria, Sierra Leone, Tanzania, Uganda, Abidjan, Addis Ababa, Algeria, Angola, Belgium, Benin (Dahomey), Botswana (Bechuanaland), Brazzaville, Bulawayo, Burkina Faso (Upper Volta), Burundi, Cairo, Cameroon, Cape Town, Casablanca, Chad, Dakar, Dar-es-Salaam, Egypt, Ethiopia (Abyssinia), France, Freetown, French West Africa, Gambia, Germany, Ghana (Gold Coast), Guinea, Guinea-Bissau (Portuguese Guinea), Italy, Ivory Coast, Kampala, Katanga, Kenya, Kinshasa (Leopoldville), Lagos, Lake Albert, Lake Victoria, Lesotho (Basutoland), Liberia, Libya, Lisbon, London, Luanda, Lubumbashi (Elisabethville), Madagascar, Malawi (Nyasaland), Mali, Maputo (Lourenco Marques), Monrovia, Morocco, Mozambique, Nairobi, Namibia, Paris, Port Harcourt, Port Said, Portugal, Rhodesia, River Niger, River Nile, Rwanda, Senegal, Somalia, South Africa, Spain, Sudan, Swaziland, Tanzania (Tanganyika), Togo, Tunis, United Kingdom, United States, Washington, DC, Zambia (Northern Rhodesia), Zanzibar, Zimbabwe (Southern Rhodesia)	Banda, Hastings; Churchill, Sir Winston; Devonshire, 9th Duke of (Victor Cavendish); Gandhi, Mohandas (Mahatma); Gaulle, Charles de; Houphouet-Boigny, Felix; Huggins, Godfrey, 1st Viscount Malvern; Kaunda, Kenneth; Kenyatta, Jomo; Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); Lumumba, Patrice; MacDonald, Malcolm; Macmillan, Harold, 1st Earl of Stockton; Margai, Sir Milton; Nkrumah, Kwame; Nyerere, Julius; Rhodes, Cecil; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Sandys, Duncan, Baron Duncan-Sandys; Senghor, Leopold; Todd, Sir (Reginald) Garfield; Toure, Ahmed Sekou; Verwoerd, Hendrik; Welensky, Sir Roy; Wilson, Harold, Baron Wilson of Rievaulx	(British) Commonwealth, republic, administration, African National Congress (South Africa), agriculture, air force, aircraft, anti-communism, apartheid, army, Asians, assassination, banking, battle, bonds, boundary, boundary dispute, British Empire, British Government, business, capitalism, cash crop, Catholicism, chartered company, chiefs, Christianity, church, civil war, cocoa, coffee, commodities, Commonwealth Development Corporation, communications, communism, concessions, conferences, constitution, Convention People's Party (Ghana), copper, coup d'état, currency, customs, debt, democracy, diamonds, diplomacy, diplomatic representation, disease, dominion, economic aid, education, elections, electricity, emigration, empire, evacuation, execution, exile, exports, famine, fishing, food, foreign policy, forts, gold, governor, governor-general, High Commission Territories, hospitals, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, Islam, judicial system, Kenya African National Union, kings, King's African Rifles, labour, land reform, language, League of Nations mandate, loans, medicine, migration, military, mining, missionaries, nationalism, NATO, navy, nonalignment, oil, Orthodox Church, parliament, peasantry, political parties, propaganda, protectorate, railway, race relations, racial discrimination, refugees, repatriation, revolt, revolution, riots and disturbances, roads, Royal Air Force, Royal Navy, rubber, schools, secessionism, separatism, ship, siege, slave trade, socialism, steel, tariffs, telegraph lines, tourism, trade, trade unions, transport, treaty, tribes, True Whig Party (Liberia), United National Independence Party (Zambia), United Nations, universities, war, weapons, women
Correspondence respecting Commonwealth Relations: volume XV. Canada, Australia, New Zealand, India, Pakistan, Ceylon, Ghana, Malaysia, Federation of Nigeria, Cyprus, Sierra Leone, Tanganyika, United Republic of Tanganyika and Zanzibar, Tanzania, Jamaica, Trinidad and Tobago, Uganda, Zanzibar, Kenya, Southern Rhodesia, Irish Republic, Nyasaland, Malawi, Northern Rhodesia, Zambia									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431709		DO 201/15						1964	1964							Confidential Print: Africa		DO	Africa	Ghana, Nigeria, Sierra Leone, Tanzania, Zanzibar, Kenya, Uganda, Zimbabwe, Zambia, Malawi	Ghana, Kenya, Malawi, Nigeria, Rhodesia, Sierra Leone, Tanzania, Uganda, Zambia, Zanzibar, Zimbabwe, Abidjan, Addis Ababa, Alexandria, Algeria, Algiers, Angola, Belgium, Benin (Dahomey), Brazzaville, Burkina Faso (Upper Volta), Burundi, Cairo, Cameroon, Cape of Good Hope (colony/province), Cape Town, Copperbelt, Dakar, Dar-es-Salaam, Egypt, Ethiopia (Abyssinia), France, Freetown, French West Africa, Gabon, Gambia, Germany, Ghana (Gold Coast), Great Lakes, Guinea, Italy, Ivory Coast, Kampala, Katanga, Khartoum, Kinshasa (Leopoldville), Lagos, Lake Albert, Lake Nyasa, Lake Victoria, Liberia, Limpopo River, Lisbon, London, Malawi (Nyasaland), Mali, Maputo (Lourenco Marques), Mashonaland, Monrovia, Morocco, Mozambique, Nairobi, Namibia, Paris, Port Harcourt, Port Said, Portugal, River Niger, River Nile, Rwanda, Sahara Desert, Senegal, Somalia, South Africa, Spain, Sudan, Tanzania (Tanganyika), Togo, Tunisia, United Kingdom, United States, Washington, DC, Zambia (Northern Rhodesia), Zambezi River, Zimbabwe (Southern Rhodesia)	Gandhi, Mohandas (Mahatma); Gaulle, Charles de; Kaunda, Kenneth; Kenyatta, Jomo; Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; Lumumba, Patrice; Lyttelton, Oliver, Viscount Chandos; MacDonald, Malcolm; Margai, Sir Milton; Nkrumah, Kwame; Nyerere, Julius; Rhodes, Cecil; Sandys, Duncan, Baron Duncan-Sandys; Todd, Sir (Reginald) Garfield; Verwoerd, Hendrik; Welensky, Sir Roy	(British) Commonwealth, republic, administration, African National Congress (South Africa), agriculture, air force, aircraft, anti-communism, apartheid, army, Asians, assassination, banking, battle, boundary, boundary dispute, British Empire, British Government, British South Africa Company, business, canal, capitalism, Catholicism, chartered company, chiefs, Christianity, church, civil war, cocoa, coffee, commodities, Commonwealth Development Corporation, communications, communism, concessions, conferences, constitution, consular representation, Convention People's Party (Ghana), copper, coup d'état, currency, customs, debt, democracy, diamonds, diplomacy, diplomatic representation, disease, dominion, drought, economic aid, education, elections, electricity, emigration, empire, evacuation, execution, exile, exploration, exports, famine, fishing, food, foreign policy, forts, gold, governor, governor-general, hospitals, hunting, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, Islam, judicial system, Kenya African National Union, kings, labour, land reform, language, League of Nations mandate, loans, Mahdi Revolt, massacre, medicine, migration, military, mining, missionaries, Muslim Brotherhood, nationalism, NATO, navigation, navy, nonalignment, oil, Orthodox Church, parliament, peasantry, plantation, political parties, propaganda, protectorate, railway, race relations, racial discrimination, refugees, repatriation, revolt, revolution, riots and disturbances, roads, Royal Air Force, Royal Navy, rubber, schools, secessionism, separatism, ship, slavery, slave trade, socialism, steel, Suez Canal, Tanganyika African National Union, tariffs, telegraph lines, tourism, trade, trade unions, transport, treaty, tribes, United National Independence Party (Zambia), United Nations, universities, uprising, war, weapons, women
Meeting of British Commonwealth Prime Ministers, April-May 1946									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431711		DO 201/19						1946	1946							Confidential Print: Africa		DO	Africa		United Kingdom, Cape Town, London, Rhodesia, South Africa, United States, Zimbabwe (Southern Rhodesia)	Ismay, Hastings, 1st Baron Ismay; Smuts, Jan	(British) Commonwealth, aircraft, British Government, chiefs, conferences, diplomatic representation, dominion, foreign policy, kings, United Nations, war
Correspondence respecting Commonwealth Relations: volume II. Canada, Australia, New Zealand, South Africa, India, Pakistan, Ceylon, Southern Rhodesia, the Irish Republic (Eire)									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431685		DO 201/2						1951	1951							Confidential Print: Africa		DO	Africa	South Africa, Zimbabwe	Rhodesia, Zimbabwe, Belgium, Bloemfontein, Botswana (Bechuanaland), Cairo, Cape of Good Hope (colony/province), Cape Town, Durban, Egypt, France, Germany, Ghana (Gold Coast), Guinea, Italy, Johannesburg, Lesotho (Basutoland), Limpopo River, London, Malawi (Nyasaland), Maputo (Lourenco Marques), Morocco, Namibia, Natal, Orange Free State, Paris, Port Said, Portugal, River Nile, South Africa, Spain, Transvaal (South African Republic), Tunisia, United Kingdom, United States, Walvis Bay, Washington, DC, Witwatersrand, Zambia (Northern Rhodesia), Zimbabwe (Southern Rhodesia)	Attlee, Clement, 1st Earl Attlee; Bottomley, Arthur, Baron Bottomley; Bourguiba, Habib; Carnarvon, 4th Earl of (Henry Herbert); Churchill, Sir Winston; Gandhi, Mohandas (Mahatma); Gladstone, William; Gordon Walker, Patrick, Baron Gordon-Walker; Huggins, Godfrey, 1st Viscount Malvern; Kruger, (Stephanus) Paul; Lloyd George, David, 1st Earl Lloyd-George of Dwyfor; MacDonald, Malcolm; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Smuts, Jan; Strijdom, Johannes	(British) Commonwealth, republic, administration, agriculture, air force, aircraft, anti-communism, apartheid, army, Asians, assassination, banking, battle, bonds, boundary, British Empire, British Government, business, canal, Catholicism, chiefs, Christianity, church, civil disobedience, civil war, commodities, communications, communism, concessions, conferences, conquest, constitution, copper, coup d'état, currency, customs, debt, democracy, diamonds, diplomacy, diplomatic representation, dominion, drought, economic aid, education, elections, electricity, emigration, empire, evacuation, execution, exile, exports, famine, fishing, food, foreign policy, gold, governor, governor-general, High Commission Territories, hospitals, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, Islam, Judaism, judicial system, kings, labour, landlords, land reform, language, League of Nations mandate, loans, medicine, migration, military, mining, missionaries, nationalism, NATO, navigation, navy, nonalignment, oil, Orthodox Church, parliament, peasantry, pipeline, political parties, propaganda, protectorate, Protestantism, railway, race relations, refugees, repatriation, revolt, revolution, riots and disturbances, roads, Royal Air Force, Royal Navy, rubber, schools, secessionism, ship, slavery, socialism, steel, Suez Canal, tariffs, telegraph lines, trade, trade unions, transport, treaty, trek, tribes, United Nations, universities, war, weapons, women
High Commission Territories: Affairs of Basutoland, the Bechuanaland Protectorate and Swaziland; correspondence and papers, 1944-1950									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431713		DO 201/26						1950	1950							Confidential Print: Africa		DO	Africa	Botswana, Lesotho, Swaziland	Botswana, Lesotho, Swaziland, Angola, Botswana (Bechuanaland), Bulawayo, Cape of Good Hope (colony/province), Cape Town, Congo, Democratic Republic of (Belgian Congo), Durban, France, French Equatorial Africa, Germany, Johannesburg, Kalahari Desert, Lesotho (Basutoland), London, Mafikeng (Mafeking), Malawi (Nyasaland), Maputo (Lourenco Marques), Mashonaland, Mozambique, Namibia, Natal, Orange Free State, Port Said, Portugal, Rhodesia, South Africa, Transvaal (South African Republic), United Kingdom, United States, Witwatersrand, Zambia (Northern Rhodesia), Zambezi River, Zimbabwe (Southern Rhodesia), Zululand	Arden-Clarke, Sir Charles; Gordon Walker, Patrick, Baron Gordon-Walker; Noel-Baker, Philip, Baron Noel-Baker; Ormsby-Gore, William, 4th Baron Harlech; Smuts, Jan	High Commission Territories, protectorate, administration, agriculture, air force, alcohol, banking, battle, boundary, British Empire, British Government, business, Catholicism, chiefs, Christianity, church, (British) Commonwealth, concessions, copper, customs, disease, dominion, drought, education, empire, execution, exile, exploration, exports, famine, food, forced labour, forts, gold, grazing, hospitals, immigration, independence, industry, invasion, investment, judicial system, kings, labour, language, League of Nations mandate, medicine, migration, military, mining, missionaries, nationalism, oil, parliament, peasantry, plague, railway, republic, roads, schools, sleeping sickness, trade, transport, trek, tribes, United Nations, universities, war, weapons
Transfer of the High Commission Territories: historical summary, 1909-1951, with selected documents									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431715		DO 201/27						1951 Sep	1951							Confidential Print: Africa		DO	Africa	Botswana, Lesotho, Swaziland	Bloemfontein, Botswana (Bechuanaland), Cape of Good Hope (colony/province), Cape Town, Ghana (Gold Coast), Johannesburg, Kalahari Desert, Lesotho (Basutoland), London, Mozambique, Namibia, Natal, Orange Free State, Port Said, Portugal, Rhodesia, South Africa, Swaziland, Transvaal (South African Republic), United Kingdom, United States, Walvis Bay, Zambia (Northern Rhodesia), Zambezi River, Zimbabwe (Southern Rhodesia)	Arden-Clarke, Sir Charles; Asquith, Herbert, 1st Earl of Oxford and Asquith; Attlee, Clement, 1st Earl Attlee; Bevin, Ernest; Caldecote, 1st Viscount (Sir Thomas Inskip); Creech Jones, Arthur; Curzon of Kedleston, 1st Marquess (George Curzon); Devonshire, 9th Duke of (Victor Cavendish); Eden, Sir Anthony, 1st Earl of Avon ; Gordon Walker, Patrick, Baron Gordon-Walker; Huggins, Godfrey, 1st Viscount Malvern; MacDonald, Malcolm; Milner, Alfred, Viscount Milner; Noel-Baker, Philip, Baron Noel-Baker; Smuts, Jan	High Commission Territories, administration, agriculture, alcohol, boundary, British Empire, British Government, British South Africa Company, business, chartered company, chiefs, (British) Commonwealth, communications, concessions, conferences, constitution, customs, disease, dominion, education, elections, empire, exports, food, gold, governor, governor-general, grazing, hospitals, immigration, independence, industrial development, industry, international border, judicial system, kings, labour, language, loans, migration, mining, missionaries, nationalism, parliament, plague, political parties, protectorate, railway, republic, roads, schools, secessionism, trade, transport, treaty, trek, tribes, United Nations, Voortrekkers, war, weapons
Royal Naval Base at Simonstown: historical summary, 1898-1951, with selected documents									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431717		DO 201/28						1952 Jan	1952							Confidential Print: Africa		DO	Africa	South Africa	Simonstown, Bloemfontein, Cape of Good Hope (colony/province), Cape Town, Durban, Egypt, Freetown, Germany, London, Natal, Port Said, Portugal, South Africa, Transvaal (South African Republic), United Kingdom, United States	Churchill, Sir Winston; Gordon Walker, Patrick, Baron Gordon-Walker; Smuts, Jan	administration, air force, aircraft, army, British Empire, British Government, canal, chiefs, (British) Commonwealth, communications, customs, dominion, empire, governor, governor-general, labour, military, nationalism, NATO, navigation, navy, oil, parliament, railway, Royal Navy, ship, Suez Canal, trade, treaty, United Nations, war
Selected documents (1935-1939) relating to the question of transfer of the administration of the High Commission Territories (Basutoland, Bechuanaland Protectorate, Swaziland)									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431719		DO 201/29						1952 May	1952							Confidential Print: Africa		DO	Africa	Botswana, Lesotho, Swaziland	Botswana, Lesotho, Swaziland, Botswana (Bechuanaland), Cape Town, Lesotho (Basutoland), London, Namibia, Rhodesia, South Africa, United Kingdom, Zimbabwe (Southern Rhodesia)	Arden-Clarke, Sir Charles; Caldecote, 1st Viscount (Sir Thomas Inskip); Creech Jones, Arthur; MacDonald, Malcolm; Smuts, Jan	administration, High Commission Territories, protectorate, agriculture, boundary, British Government, British South Africa Company, chiefs, (British) Commonwealth, communications, constitution, customs, disease, dominion, education, elections, exports, governor, governor-general, hospitals, industry, judicial system, kings, labour, loans, mining, missionaries, parliament, plague, railway, roads, schools, trade, transport, tribes
Correspondence respecting Commonwealth Relations: volume III. Canada, Australia, New Zealand, South Africa, India, Pakistan, Ceylon, Southern Rhodesia, the Irish Republic (Eire), general									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431687		DO 201/3						1952	1952							Confidential Print: Africa		DO	Africa	South Africa, Zimbabwe	Rhodesia, Zimbabwe, Belgium, Bloemfontein, Cairo, Cape of Good Hope (colony/province), Cape Town, Durban, Egypt, France, Germany, Ghana (Gold Coast), Great Lakes, Guinea, Italy, Johannesburg, Kenya, Libya, London, Malawi (Nyasaland), Maputo (Lourenco Marques), Morocco, Nairobi, Namibia, Natal, Orange Free State, Paris, Port Said, Portugal, South Africa, Spain, Sudan, Transvaal (South African Republic), Tunisia, United Kingdom, United States, Washington, DC, Witwatersrand, Zambia (Northern Rhodesia), Zimbabwe (Southern Rhodesia)	Churchill, Sir Winston; Gandhi, Mohandas (Mahatma); Huggins, Godfrey, 1st Viscount Malvern; Ismay, Hastings, 1st Baron Ismay; Kruger, (Stephanus) Paul; MacDonald, Malcolm; Rhodes, Cecil; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Smuts, Jan; Strijdom, Johannes; Verwoerd, Hendrik	(British) Commonwealth, republic, administration, African National Congress (South Africa), agriculture, air force, aircraft, anti-communism, apartheid, army, Asians, assassination, banking, battle, bonds, boundary, British Government, business, canal, Catholicism, chiefs, Christianity, church, civil disobedience, civil war, commodities, communications, communism, concessions, conferences, constitution, coup d'état, currency, customs, debt, democracy, diamonds, diplomatic representation, dominion, drought, economic aid, education, elections, electricity, empire, evacuation, execution, exploration, exports, famine, fishing, food, foreign policy, gold, governor, governor-general, High Commission Territories, hospitals, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, Islam, judicial system, kings, labour, landlords, land reform, language, League of Nations mandate, loans, medicine, migration, military, mining, missionaries, nationalism, NATO, navigation, navy, nonalignment, oil, Orthodox Church, parliament, peasantry, pipeline, plantation, political parties, propaganda, Protestantism, railway, race relations, racial discrimination, refugees, repatriation, revolution, riots and disturbances, roads, Royal Navy, rubber, schools, secessionism, separatism, ship, socialism, steel, tariffs, telegraph lines, trade, trade unions, transport, treaty, tribes, United Nations, universities, war, weapons, women
Constitutional Relations: correspondence and papers, 1952-1953									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431721		DO 201/30						1953	1953							Confidential Print: Africa		DO	Africa		Botswana (Bechuanaland), Ghana (Gold Coast), Lesotho (Basutoland), London, Malawi (Nyasaland), Namibia, Nigeria, Paris, Rhodesia, South Africa, Swaziland, United Kingdom, United States, Washington, DC, Zambia (Northern Rhodesia), Zimbabwe (Southern Rhodesia)	Attlee, Clement, 1st Earl Attlee; Churchill, Sir Winston; Gordon Walker, Patrick, Baron Gordon-Walker; Huggins, Godfrey, 1st Viscount Malvern; Law, Andrew Bonar; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil)	constitution, administration, army, British Empire, British Government, business, chiefs, (British) Commonwealth, conferences, diplomatic representation, dominion, empire, foreign policy, governor, governor-general, High Commission Territories, independence, judicial system, kings, labour, language, military, missionaries, parliament, protectorate, racial discrimination, republic, secessionism, ship, telegraph lines, trade, treaty, United Nations, war
Economic and Financial Report on the High Commission Territories, by A C B Symon CMG, OBE									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431723		DO 201/34						1954 Jul	1954							Confidential Print: Africa		DO	Africa	Botswana, Lesotho, Swaziland	Botswana (Bechuanaland), Bulawayo, Cape of Good Hope (colony/province), Cape Town, Congo, Democratic Republic of (Belgian Congo), Johannesburg, Kalahari Desert, Lesotho (Basutoland), Limpopo River, London, Mafikeng (Mafeking), Maputo (Lourenco Marques), Mozambique, Namibia, Natal, Orange Free State, Port Said, Portugal, Rhodesia, South Africa, Swaziland, Transvaal (South African Republic), United Kingdom, Witwatersrand, Zambia (Northern Rhodesia), Zimbabwe (Southern Rhodesia)		High Commission Territories, administration, agriculture, aircraft, banking, boundary, British Government, British South Africa Company, business, canal, chiefs, commodities, (British) Commonwealth, communications, concessions, copper, customs, debt, disease, drought, education, electricity, evacuation, exports, food, grazing, hospitals, immigration, industrial development, industry, invasion, investment, judicial system, labour, loans, medicine, migration, mining, missionaries, peasantry, propaganda, protectorate, railway, roads, schools, sleeping sickness, telegraph lines, trade, transport, tribes, war
Basutoland Constitutional Discussions, November-December 1958: minutes of plenary meetings; conference documents									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431725		DO 201/37						1958	1958							Confidential Print: Africa		DO	Africa	Botswana	Lesotho, Botswana (Bechuanaland), Cape Town, France, Lesotho (Basutoland), London, Malawi (Nyasaland), Paris, Rhodesia, South Africa, Swaziland, United Kingdom, Zambia (Northern Rhodesia)		constitution, administration, agriculture, apartheid, Asians, banking, British Government, business, Catholicism, chiefs, (British) Commonwealth, communications, concessions, currency, customs, democracy, education, elections, execution, governor, High Commission Territories, immigration, independence, judicial system, labour, language, loans, migration, mining, missionaries, parliament, protectorate, racial discrimination, roads, ship, telegraph lines, trade, women
